"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"43","6","Karsten"," Wehry ","21.03.1979","35","1.95m","0kg","","XXX","Lok Bernau","2000-2001","428-mbc","7"
"44","7","John"," Celestand ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"45","15","Robert"," Conley ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"46","10","Mark"," Flick ","01.03.1973","41","2.04m","95kg","","XXX","Dijon (FRA)","2000-2001","422-bra","8"
"47","4","Kai"," Gutzeit ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"48","14","Orlando"," Lightfoot ","01.01.1970","44","2.01m","0kg","","XXX","","2000-2001","422-bra","8"
"49","5","Benjamin"," Lotze ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"50","9","Mathias"," Lück ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"51","6","Jason"," Maile ","01.01.1974","40","1.90m","0kg","","XXX","La Coruna (ESP)","2000-2001","422-bra","8"
"52","5","Terrell"," McIntyre ","01.01.1976","38","1.75m","0kg","","XXX","Gravelins","2000-2001","422-bra","8"
"53","9",""," Meier ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"54","","Mirko"," Milicevic ","01.01.1966","48","2.10m","0kg","","XXX","Izmir (TUR)","2000-2001","422-bra","8"
"55","11","Nils"," Mittmann ","10.04.1979","35","2.00m","92kg","","XXX","eigene Jugend","2000-2001","422-bra","8"
"56","15","Dzenan"," Rahimic ","01.01.1975","39","2.05m","0kg","","XXX","AEC Sibenik","2000-2001","422-bra","8"
"57","12","Peter van"," Rij ","01.01.1976","38","2.08m","0kg","","XXX","University of Southern Charleston","2000-2001","422-bra","8"
"58","7","Malik"," Ruddigkeit ","01.01.1971","43","1.92m","0kg","","XXX","HERZOGtel Trier","2000-2001","422-bra","8"
"59","8","Stipe"," Sarlija ","01.01.1967","47","2.07m","0kg","","XXX","Cibona Zagreb","2000-2001","422-bra","8"
"60","","Ken"," Scalabroni ","00.00.0000","2014","0.00m","0kg","","XXX","Fribourg (SWI)","2000-2001","422-bra","8"
"61","14","Sergej"," Smirnov ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"62","9","Harald"," Stein ","01.11.1966","47","1.96m","87kg","","XXX","Avitos Giessen","2000-2001","422-bra","8"
"63","8","Peter"," van Elswyk ","01.01.1974","40","2.06m","115kg","","XXX","Stanford University","2000-2001","422-bra","8"
"64","12","Marko"," Verginella ","06.06.1978","36","2.03m","0kg","","XXX","St. Petersburg Lions","2000-2001","422-bra","8"
"65","13","Thomas"," Wempe ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","422-bra","8"
"66","5","Ruslan"," Boidakov ","01.01.1974","40","2.02m","0kg","","XXX","Minsk","2000-2001","426-fra","6"
"67","","Daphne"," Bouzikou ","00.00.0000","2014","0.00m","0kg","","XXX","TATAMI Rhöndorf","2000-2001","426-fra","6"
"68","8","Robin"," Grey ","09.08.1976","38","1.96m","92kg","","XXX","Basket BayreuthRist-Wedel","2000-2001","426-fra","6"
"69","8","Dominik"," Hennen ","01.01.1981","33","2.01m","0kg","","XXX","VFR Limburg","2000-2001","426-fra","6"
"70","5","Roman"," Horvat ","01.01.1971","43","2.00m","0kg","","XXX","Turk Telecom Ankara","2000-2001","426-fra","6"
"71","15","Ingmar"," Janke ","01.01.1981","33","2.07m","0kg","","XXX","TSV Bayer 04 Leverkusen","2000-2001","426-fra","6"
"72","","Stefan"," Koch ","00.00.0000","2014","0.00m","0kg","","XXX","MTV Gießen","2000-2001","426-fra","6"
"73","14","Niklas"," Lütcke ","12.12.1974","39","1.99m","95kg","","XXX","TTL universa Bamberg","2000-2001","426-fra","6"
"74","13","Robert"," Maras ","20.10.1978","35","2.15m","119kg","","XXX","ALBA Berlin","2000-2001","426-fra","6"
"75","12","Tyron"," McCoy ","20.11.1972","41","1.94m","93kg","","XXX","TV Lich","2000-2001","426-fra","6"
"76","6","Kai"," Nürnberger ","07.06.1966","48","1.83m","81kg","","XXX","TTL universa Bamberg","2000-2001","426-fra","6"
"77","9","Walter"," Palmer ","23.10.1968","45","2.14m","100kg","","XXX","Le Mans Sarte Basket (FRA)","2000-2001","426-fra","6"
"78","11","Pascal"," Roller ","20.11.1976","37","1.80m","0kg","","XXX","USC Freiburg","2000-2001","426-fra","6"
"79","10","James"," Shields ","14.05.1970","44","2.08m","0kg","","XXX","BG Bramsche","2000-2001","426-fra","6"
"80","5","Alexander"," Simic ","00.00.0000","2014","0.00m","0kg","","XXX","Basket Bayreuth ","2000-2001","426-fra","6"
"81","7","Gerrit"," Terdenge ","30.01.1975","39","2.05m","97kg","","XXX","TSV Bayer 04 LeverkusenTus Herten","2000-2001","426-fra","6"
"82","8","Fred"," Warrick ","00.00.0000","2014","1.95m","0kg","","XXX","","2000-2001","426-fra","6"
"83","","Duane"," Washington ","00.00.0000","2014","1.92m","0kg","","XXX","Maccabi Rishon","2000-2001","426-fra","6"
"84","15","Tom"," Wideman ","01.01.1977","37","2.08m","0kg","","XXX","Haribo London Towers","2000-2001","426-fra","6"
"85","6","Andre"," Bade ","21.01.1973","41","1.95m","90kg","","XXX","SC Rist Wedel","2000-2001","430-old","12"
"86","8","Pavel"," Becka ","07.11.1970","43","2.05m","111kg","","XXX","Lokomotiva Usti Nad Laben","2000-2001","430-old","12"
"87","9","Quincy"," Brewer ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","430-old","12"
"88","13","Rogerio"," Fernandes ","01.01.1970","44","2.04m","0kg","","XXX","TV 1860 Lich","2000-2001","430-old","12"
"89","8",""," Haseleu ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","430-old","12"
"90","4","Johannes"," Högemann ","16.06.1980","34","1.93m","98kg","","XXX","","2000-2001","430-old","12"
"91","11","Andre"," Kerr ","08.05.1977","37","1.98m","103kg","","XXX","","2000-2001","430-old","12"
"92","14","Clinton"," Ladine ","01.01.1971","43","1.91m","0kg","","XXX","ETB Essen","2000-2001","430-old","12"
"93","9","Jan"," Lipke ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","430-old","12"
"94","5","Michael"," Morrison ","01.01.1968","46","1.93m","0kg","","XXX","","2000-2001","430-old","12"
"95","15","Marc"," Nees ","01.01.1974","40","2.14m","0kg","","XXX","SSV ratiopharm Ulm","2000-2001","430-old","12"
"96","12","Milan"," Parezanovic ","01.01.1976","38","2.09m","0kg","","XXX","Rijeka Croatia Line","2000-2001","430-old","12"
"97","7","Jens"," Schaefermeyer ","09.05.1975","39","2.00m","83kg","","XXX","Forbo Paderborn","2000-2001","430-old","12"
"98","","Anthony"," Taylor ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","430-old","12"
"99","10","Jef"," Tomesch ","16.02.1976","38","1.92m","90kg","","XXX","SC Rist Wedel","2000-2001","430-old","12"
"100","7","Christoph"," Aas ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","420-bam","10"
"101","13","Sunday"," Adebayo ","01.01.1973","41","2.00m","0kg","","XXX","TSV Tröster Breitengüßbach","2000-2001","420-bam","10"
"102","","Armin"," Andres ","00.00.0000","2014","0.00m","0kg","","XXX","MTV Gießen","2000-2001","420-bam","10"
"103","9","Bojan"," Barjaktarevic ","01.01.1977","37","2.07m","0kg","","XXX","Iraklis Saloniki","2000-2001","420-bam","10"
"104","","Steven"," Clauss ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","420-bam","10"
"105","9","Narcisse"," Ewodo ","01.01.1973","41","2.01m","0kg","SF","XXX","Norköpping Dolphins (SWE)","2000-2001","420-bam","10"
"106","12","Aleksandar"," Gilic ","01.01.1969","45","2.10m","0kg","","XXX","","2000-2001","420-bam","10"
"107","6","Steffen"," Hamann ","14.06.1981","33","1.86m","75kg","","XXX","","2000-2001","420-bam","10"
"108","7","Thomas"," Johnson ","01.01.1968","46","1.90m","0kg","","XXX","MTV Gießen","2000-2001","420-bam","10"
"109","8","Goran"," Karadzic ","22.12.1974","39","2.00m","100kg","","XXX","Zepter Slask","2000-2001","420-bam","10"
"110","13","Matthias"," Krieg ","01.01.1980","34","2.04m","0kg","","XXX","BG Ludwigsburg","2000-2001","420-bam","10"
"111","4","Frode"," Lofteness ","00.00.0000","2014","2.08m","0kg","","XXX","BC Larisa","2000-2001","420-bam","10"
"112","","Chris"," McNaughton ","01.01.1982","32","2.08m","0kg","","XXX","TV Ansbach","2000-2001","420-bam","10"
"113","5","Darrell"," Mickens ","00.00.0000","2014","1.96m","0kg","","XXX","SpVgg Rattelsdorf","2000-2001","420-bam","10"
"114","14","Oliver"," Narr ","00.00.0000","2014","2.23m","0kg","","XXX","","2000-2001","420-bam","10"
"115","4",""," Niang ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","420-bam","10"
"116","","Marin"," Petric ","05.04.1974","40","1.90m","85kg","","XXX","Bayer 04 Lev","2000-2001","420-bam","10"
"117","12","Axel"," Pleuger ","14.06.1978","36","2.14m","115kg","","XXX","TV Bensberg","2000-2001","420-bam","10"
"118","","Nebosja"," Ristic ","16.07.1977","37","1.96m","100kg","","XXX","BC Zastava Kragujevac","2000-2001","420-bam","10"
"119","10","Jan"," Rohdewald ","00.00.0000","2014","1.94m","0kg","","XXX","TSV Quakenbrück","2000-2001","420-bam","10"
"120","15","Andreas"," Saller ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","420-bam","10"
"121","14","Yamen"," Sanders ","01.01.1968","46","2.04m","0kg","","XXX","Imola","2000-2001","420-bam","10"
"122","7","Christoph"," Sieben ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","420-bam","10"
"123","5","Derrick"," Taylor ","20.11.1963","50","1.83m","0kg","","XXX","OPEL SKYLINERS","2000-2001","420-bam","10"
"124","4","Marcel"," Tenter ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","420-bam","10"
"125","11","Fred"," Williams ","14.04.1973","41","2.00m","104kg","","XXX","TV 1860 Lich","2000-2001","420-bam","10"
"126","8","Christian"," Ast ","20.07.1971","43","2.03m","97kg","","XXX","ALBA Berlin","2000-2001","418-ulm","14"
"127","11","Oliver"," Bourgain ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","418-ulm","14"
"128","","Charles"," Brigham ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","418-ulm","14"
"129","13","Waldemar"," Buchmiller ","00.00.0000","2014","1.95m","0kg","","XXX","SV Oberelchingen","2000-2001","418-ulm","14"
"130","10","Patrick"," Falk ","20.04.1974","40","1.95m","88kg","","XXX","SV Tally Oberelchingen","2000-2001","418-ulm","14"
"131","15","Norman"," Froemel ","26.09.1972","41","2.13m","120kg","","XXX","Met@box Braunschweig","2000-2001","418-ulm","14"
"132","6","Sherman"," Hamilton ","01.01.1973","41","1.87m","85kg","","XXX","Virginia Commonwealth University","2000-2001","418-ulm","14"
"133","9","Bo"," Heiden ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","418-ulm","14"
"134","5","Darnell"," Hoskins ","01.01.1975","39","1.80m","0kg","","XXX","University of Wisconsin","2000-2001","418-ulm","14"
"135","12","Karsten"," Kemna ","17.08.1973","41","2.06m","104kg","","XXX","Brandt Hagen","2000-2001","418-ulm","14"
"136","14","Jeff"," Kent ","00.00.0000","2014","2.06m","0kg","","XXX","Maccabi Rishon (ISR)","2000-2001","418-ulm","14"
"137","6","Carlos"," Knox ","01.01.1974","40","1.90m","0kg","","XXX","","2000-2001","418-ulm","14"
"138","7","Zvonimir"," Paradzik ","27.06.1977","37","1.98m","0kg","","XXX","Falke Nürnberg","2000-2001","418-ulm","14"
"139","4","Jarvis"," Walker ","30.08.1966","47","1.86m","87kg","","XXX","Ferris State University(USA)","2000-2001","418-ulm","14"
"140","10","Frank"," Baum ","15.03.1970","44","1.95m","0kg","","XXX","SV Tally Oberelchingen","2000-2001","414-tri","9"
"141","","Don"," Beck ","02.06.1953","61","1.83m","0kg","","XXX","","2000-2001","414-tri","9"
"142","4","Carl"," Brown ","30.04.1968","46","1.77m","0kg","","XXX","Uni of Arkansas","2000-2001","414-tri","9"
"143","12","Simon"," Casel ","00.00.0000","2014","2.00m","0kg","","XXX","Linden High School (USA)","2000-2001","414-tri","9"
"144","13","Derrick"," Freeman ","00.00.0000","2014","1.94m","0kg","","XXX","BG Chemnitz","2000-2001","414-tri","9"
"145","5","Keith"," Gray ","22.03.1963","51","1.88m","92kg","","XXX","Apolon Patras (GRE)","2000-2001","414-tri","9"
"146","","Ralph"," Held ","28.11.1957","56","1.94m","0kg","","DEU","","2000-2001","414-tri","9"
"147","15","Oliver"," Herkelmann ","21.08.1968","45","2.08m","0kg","","XXX","Hagen Hunters","2000-2001","414-tri","9"
"148","6","Mario"," Hubert ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","414-tri","9"
"149","7","James"," Marsh ","14.07.1970","44","1.93m","0kg","SF","XXX","Davidson University","2000-2001","414-tri","9"
"150","11","Christian"," Mehrens ","19.02.1972","42","2.11m","0kg","","XXX","SG Braunschweig","2000-2001","414-tri","9"
"151","9","Helge"," Patzak ","02.09.1974","39","1.88m","0kg","","XXX","eigene Jugend","2000-2001","414-tri","9"
"152","11","Bruno"," Roschnafsky ","04.04.1970","44","2.06m","0kg","","XXX","TSK uniVersa Bamberg","2000-2001","414-tri","9"
"153","14","Bernhard"," Thompson ","30.08.1962","51","2.03m","0kg","","XXX","Oklahoma City (CBA)","2000-2001","414-tri","9"
"154","8","Robert"," Youngblood ","31.03.1969","45","2.01m","0kg","","XXX","Leicester Riders (ENG)","2000-2001","414-tri","9"
"155","12","Wendell"," Alexis ","31.07.1964","50","2.04m","99kg","","XXX","Levallois","2000-2001","413-ber","1"
"156","11","Stefano"," Garris ","00.00.0000","2014","0.00m","0kg","SF","XXX","","2000-2001","413-ber","1"
"157","10","Dejan"," Koturovic ","01.01.1972","42","2.10m","0kg","","XXX","Ülker Istanbul","2000-2001","413-ber","1"
"158","5","Jörg"," Lütcke ","12.12.1975","38","2.01m","95kg","","XXX","TuS Lichterfelde","2000-2001","413-ber","1"
"159","","Emir"," Mutapcic ","00.00.0000","2014","0.00m","0kg","","XXX","TuS Lichterfelde","2000-2001","413-ber","1"
"160","","Misan"," Nikagbatse ","01.01.1982","32","1.92m","0kg","","XXX","TuS Lichterfelde","2000-2001","413-ber","1"
"161","14","Stipo"," Papic ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","413-ber","1"
"162","7","Marko"," Pesic ","06.12.1976","37","1.98m","90kg","","XXX","Iraklis Saloniki","2000-2001","413-ber","1"
"163","8","Derrick"," Phelps ","31.07.1972","42","1.92m","105kg","","XXX","Telekom Baskets Bonn","2000-2001","413-ber","1"
"164","","Burkhard"," Prigge ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","413-ber","1"
"165","4","Henrik"," Rödl ","14.03.1969","45","2.01m","90kg","","XXX","University of North Carolina(USA)","2000-2001","413-ber","1"
"166","6","Sven"," Schultze ","11.07.1978","36","2.06m","110kg","","XXX","TTL universa Bamberg","2000-2001","413-ber","1"
"167","15","Milan"," Soukup ","01.01.1980","34","2.03m","0kg","","XXX","","2000-2001","413-ber","1"
"168","13","Tommy"," Thorwarth ","01.01.1980","34","1.94m","0kg","","XXX","TuS Lichterfelde","2000-2001","413-ber","1"
"169","11","Drazan"," Tomic ","27.04.1975","39","1.97m","0kg","","XXX","Telekom Baskets Bonn","2000-2001","413-ber","1"
"170","9","Teoman"," Öztürk ","01.01.1968","46","2.05m","0kg","","XXX","Ülker Istanbul","2000-2001","413-ber","1"
"171","12","Dima"," Buschin ","00.00.0000","2014","2.06m","0kg","","XXX","SG Braunschweig","2000-2001","427-ham","13"
"172","15","Cecil"," Egwuatu ","00.00.0000","2014","1.82m","0kg","","XXX","TSK uniVersa Bamberg","2000-2001","427-ham","13"
"173","","Pat"," Elzie ","00.00.0000","2014","0.00m","0kg","","XXX","BG Ludwigsburg","2000-2001","427-ham","13"
"174","4","Marcus"," Engelke ","00.00.0000","2014","2.05m","0kg","","XXX","Oldenburger TB","2000-2001","427-ham","13"
"175","11",""," Flesch ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","427-ham","13"
"176","5","Konstantin"," Furmann ","13.04.1978","36","2.06m","110kg","","XXX","AZS Lublin","2000-2001","427-ham","13"
"177","12","Jelani"," Gardner ","01.01.1976","38","1.98m","0kg","","XXX","","2000-2001","427-ham","13"
"178","15","Detric"," Golden ","01.01.1977","37","0.00m","0kg","","XXX","University of Alabama","2000-2001","427-ham","13"
"179","7","Carsten"," Heinichen ","00.00.0000","2014","1.68m","0kg","","XXX","TV Langen","2000-2001","427-ham","13"
"180","13","Fredrick"," Herzog ","01.01.1970","44","1.98m","0kg","","XXX","New Jersey Shorecats","2000-2001","427-ham","13"
"181","10","Steven"," Johnson ","26.08.1966","47","1.97m","92kg","","XXX","Met@box Braunschweig","2000-2001","427-ham","13"
"182","14","Zoran"," Kresic ","00.00.0000","2014","0.00m","0kg","","XXX","SC Rist Wedel","2000-2001","427-ham","13"
"183","6","Damir"," Kurtagic ","01.01.1974","40","2.04m","0kg","","XXX","Bosna Sarajewo","2000-2001","427-ham","13"
"184","9","Lorenz"," Manthey ","00.00.0000","2014","1.90m","0kg","","XXX","","2000-2001","427-ham","13"
"185","12",""," Martin ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","427-ham","13"
"186","11","Björn"," Meyer-Schomann ","00.00.0000","2014","0.00m","0kg","","XXX","TATAMI Rhöndorf","2000-2001","427-ham","13"
"187","5",""," Scheer ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","427-ham","13"
"188","9","Michael"," Stockhammer ","01.01.1980","34","1.89m","0kg","","XXX","TSG Bergedorf","2000-2001","427-ham","13"
"189","9","Marc"," Suhr ","09.01.1969","45","2.15m","0kg","","XXX","HERZOGtel Trier","2000-2001","427-ham","13"
"190","15","Duane"," Woodward ","01.01.1976","38","1.93m","0kg","","XXX","Olympic Antibes (FRA)","2000-2001","427-ham","13"
"191","7","John"," Best ","01.01.1971","43","2.02m","0kg","","XXX","Shell (PH)","2000-2001","416-lev","2"
"192","4","Chuck"," Evans ","17.12.1971","42","1.80m","0kg","","XXX"," Hagen Hunters","2000-2001","416-lev","2"
"193","6","Gordon"," Geib ","06.10.1983","30","0.00m","0kg","","XXX","ATV Wuppertal","2000-2001","416-lev","2"
"194","14","Björn"," Gieseck ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","416-lev","2"
"195","12","Hans-Jürgen"," Gnad ","00.00.0000","2014","0.00m","0kg","","XXX","Real Madrid","2000-2001","416-lev","2"
"196","10","Mike"," Hansen ","00.00.0000","2014","1.85m","0kg","","XXX","Juver Munica","2000-2001","416-lev","2"
"197","9","Hrovje"," Henjak ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","416-lev","2"
"198","15","Steven"," Hutchinson ","17.01.1968","46","2.00m","96kg","","XXX","Telekom Baskets Bonn","2000-2001","416-lev","2"
"199","5","Goran"," Kovacev ","05.03.1977","37","1.86m","95kg","","XXX","eigene Jugend","2000-2001","416-lev","2"
"200","","Achim"," Kuczmann ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","416-lev","2"
"201","8","Markku"," Larkio ","00.00.0000","2014","2.03m","0kg","","XXX","Lahti Logistics (FIN)","2000-2001","416-lev","2"
"202","13","Alexander"," Lokhmanchuk ","01.01.1973","41","2.06m","0kg","","XXX","Sicc Jesi (ITA)","2000-2001","416-lev","2"
"203","","Calvin"," Oldham ","01.01.2003","11","0.00m","0kg","","XXX","","2000-2001","416-lev","2"
"204","11","Timo"," Verwimp ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","416-lev","2"
"205","11","Matthias"," Weber ","01.02.1980","34","2.00m","83kg","","XXX","TSG Ober-Ramstadt","2000-2001","416-lev","2"
"206","","Jochen"," Bischoff ","01.01.1979","35","1.90m","0kg","","XXX","","2000-2001","423-wuer","5"
"207","","Martin"," Ekomeye ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","423-wuer","5"
"208","12","Robert"," Garrett ","23.03.1977","37","1.92m","96kg","SF","XXX","TV Ochsenfurt","2000-2001","423-wuer","5"
"209","5","Thomas"," Glasauer ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","423-wuer","5"
"210","7","Demond"," Greene ","15.06.1979","35","1.85m","86kg","","XXX","Tus Aschaffenburg-Damm","2000-2001","423-wuer","5"
"211","","Gordon"," Herbert ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","423-wuer","5"
"212","4","Darko"," Krezic ","00.00.0000","2014","0.00m","0kg","","XXX","SC Rist Wedel","2000-2001","423-wuer","5"
"213","8","Marco"," Laine ","01.07.1968","46","1.95m","90kg","","XXX","TG Landshut","2000-2001","423-wuer","5"
"214","14","Dirk"," Lommerse ","03.08.1975","39","2.06m","0kg","","XXX","SSV ratiopharm Ulm","2000-2001","423-wuer","5"
"215","11","Kresimir"," Loncar ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","423-wuer","5"
"216","","Marco"," Meier ","01.01.1980","34","2.02m","0kg","","XXX","","2000-2001","423-wuer","5"
"217","13","Ricky"," Moore ","01.01.1976","38","1.85m","0kg","SF","XXX","Connecticut Pride (CBA)","2000-2001","423-wuer","5"
"218","15","Eric"," Poole ","01.01.1980","34","2.04m","0kg","","XXX","","2000-2001","423-wuer","5"
"219","","Pit"," Stahl ","00.00.0000","2014","0.00m","0kg","","XXX","","2000-2001","423-wuer","5"
"220","6","Burkhard"," Steinbach ","30.07.1970","44","2.12m","125kg","","XXX","TSV Ansbach","2000-2001","423-wuer","5"
"221","10","Marvin"," Willoughby ","31.01.1978","36","2.02m","100kg","","XXX","Rist-Wedel","2000-2001","423-wuer","5"
"222","5","Drew"," Barry ","01.01.1973","41","1.95m","0kg","","XXX","Golden State Warriors","2000-2001","417-hag","11"
"223","","Dirk"," Bauermann ","00.00.0000","2014","0.00m","0kg","","XXX","Apollon Patras","2000-2001","417-hag","11"
