"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"15","21","Karsten"," Tadda ","02.11.1988","27","1.90m","92kg","SG","GER","Brose Baskets","2015-2016","421-gie","9"
"16","22","Cameron"," Wells ","23.09.1988","27","1.86m","94kg","PG","USA","WALTER Tigers Tübingen","2015-2016","421-gie","9"
"17","34","Ethan"," Wragge ","01.10.1990","25","2.00m","102kg","PF","USA","Bilbao Basket (ESP)","2015-2016","421-gie","9"
"18","8","Achmadschah"," Zazai ","05.12.1986","29","1.75m","70kg","PG","GER","Basketball Löwen Braunschweig","2015-2016","421-gie","9"
"19","19","Gerald"," Beverly ","18.11.1993","22","2.02m","102kg","PF","USA","Daemen Wildcats (USA)","2015-2016","415-bon","11"
"20","18","Valentin"," Blass ","17.04.1995","21","1.95m","88kg","SG","GER","Rhöndorfer TV","2015-2016","415-bon","11"
"21","9","Michal"," Chylinski **","22.02.1986","30","1.96m","95kg","SG","POL","*im Kader bis 12/2015","2015-2016","415-bon","11"
"22","15","Rotnei"," Clarke ","20.07.1989","27","1.83m","83kg","PG","USA","Okapi Aalstar (BEL)","2015-2016","415-bon","11"
"23","4","Yancy"," Gates **","15.10.1989","26","2.06m","125kg","C","USA","*im Kader bis 03/2016","2015-2016","415-bon","11"
"24","21","Pascal"," Gediga *","18.03.1995","21","1.78m","65kg","PG","GER","Telekom Baskets Bonn","2015-2016","415-bon","11"
"25","14","Langston"," Hall ","01.11.1991","24","1.93m","82kg","PG","USA","Pallacanestro Cantu (ITA)","2015-2016","415-bon","11"
"26","11","Tadas"," Klimavicius ","10.10.1982","33","2.04m","108kg","C","LTU","Telekom Baskets Bonn","2015-2016","415-bon","11"
"27","12","Florian"," Koch ","26.03.1992","24","1.97m","86kg","SF","GER","Team Bonn/Rhöndorf (NBBL)","2015-2016","415-bon","11"
"28","10","Eugene"," Lawrence ","22.06.1986","30","1.84m","105kg","PG","USA","Hoverla (UKR)","2015-2016","415-bon","11"
"29","17","Robin"," Lodders ","30.11.1994","21","2.03m","96kg","C","GER","TSV Neustadt","2015-2016","415-bon","11"
"30","8","Andrej"," Mangold ","14.01.1987","29","1.90m","93kg","PG","GER","Artland Dragons","2015-2016","415-bon","11"
"31","9","Sean"," Marshall ","11.04.1985","31","1.96m","94kg","SF","USA","Westchester Knicks (USA)","2015-2016","415-bon","11"
"32","7","Jimmy"," McKinney ","02.08.1983","33","1.92m","90kg","SG","USA","WALTER Tigers Tübingen","2015-2016","415-bon","11"
"33","","Thomas"," Michel ","09.02.1995","21","2.00m","90kg","PF","GER","Rhöndorfer TV","2015-2016","415-bon","11"
"34","5","Dirk"," Mädrich ","16.07.1983","33","2.11m","112kg","C","GER","SC RASTA Vechta","2015-2016","415-bon","11"
"35","6","Isaiah"," Philmore ","20.09.1989","26","2.03m","104kg","PF","GER","ratiopharm ulm","2015-2016","415-bon","11"
"36","4","Xavier"," Silas **","22.01.1988","28","1.96m","90kg","SG","USA","*im Kader bis 11/2015","2015-2016","415-bon","11"
"37","13","Aaron"," White ","10.09.1992","23","2.06m","104kg","PF","USA","University of Iowa (USA)","2015-2016","415-bon","11"
"38","","Joel"," Zeymer *","21.06.1994","22","1.94m","90kg","SG","GER","Rhöndorfer TV","2015-2016","415-bon","11"
"39","15","Filip"," Bundovic ","16.02.1994","22","2.00m","0kg","PF","CRO","Zabok (CRO)","2015-2016","428-mbc","17"
"40","34","Louis"," Darby ","25.01.1984","32","1.96m","95kg","SF","USA","Energia Targu Jiu (ROM)","2015-2016","428-mbc","17"
"41","31","Nikola"," Dragovic **","20.12.1987","28","2.06m","105kg","PF","SRB","*im Kader bis 01/2016","2015-2016","428-mbc","17"
"42","24","Sören"," Fritze **","14.09.1994","21","1.90m","80kg","PG","GER","*im Kader bis 01/2016","2015-2016","428-mbc","17"
"43","33","Marcus"," Hatten ","13.12.1980","35","1.85m","82kg","PG","USA","CSM Oradea (ROU)","2015-2016","428-mbc","17"
"44","30","Stephan"," Haukohl ","27.06.1993","23","2.05m","96kg","SF","GER","Nürnberger Basketball Club","2015-2016","428-mbc","17"
"45","","Yannick"," Hennelotter *","18.09.1999","16","1.90m","67kg","PG","GER","Hallescher SC 96","2015-2016","428-mbc","17"
"46","","Alexander"," Herrmann *","23.05.1997","19","2.05m","105kg","C","GER","Hallescher SC 96","2015-2016","428-mbc","17"
"47","34","Lance"," Jeter **","18.07.1988","28","1.90m","105kg","PG","USA","*im Kader bis 01/2016","2015-2016","428-mbc","17"
"48","9","Dominique"," Johnson ","04.08.1992","24","1.94m","98kg","SF","GER","Basketball Löwen Braunschweig","2015-2016","428-mbc","17"
"49","13","Jonathan"," Maier ","09.12.1992","23","2.10m","100kg","C","GER","ratiopharm ulm","2015-2016","428-mbc","17"
"50","10","Frantz"," Massenat ","17.01.1992","24","1.93m","0kg","PG","USA","Drexel University (USA)","2015-2016","428-mbc","17"
"51","","Mick"," Neumann *","26.11.1996","19","1.96m","80kg","PF","GER","Berlin Baskets e.V.","2015-2016","428-mbc","17"
"52","42","Chris"," Otule ","04.01.1990","26","2.11m","125kg","C","USA","Crailsheim Merlins","2015-2016","428-mbc","17"
"53","31","Haukur"," Palsson **","18.05.1992","24","1.97m","0kg","SF","ISL","*im Kader bis 11/2015","2015-2016","428-mbc","17"
"54","33","Ivan"," Siriscevic **","30.04.1987","29","1.98m","90kg","SF","CRO","*im Kader bis 11/2015","2015-2016","428-mbc","17"
"55","31","James"," Southerland ","28.04.1990","26","2.03m","98kg","SF","USA","Vanoli Cremona (ITA)","2015-2016","428-mbc","17"
"56","35","TaShawn"," Thomas ","27.02.1993","23","2.03m","105kg","PF","USA","University of Oklahoma (USA)","2015-2016","428-mbc","17"
"57","19","Adam"," Touray ","31.05.1994","22","2.06m","95kg","C","GER","UBC Münster","2015-2016","428-mbc","17"
"58","","Roland"," Winterstein *","17.03.1996","20","1.96m","83kg","PF","GER","RSV Eintracht Stahnsdorf","2015-2016","428-mbc","17"
"59","8","Robert"," Zinn ","22.02.1995","21","1.95m","80kg","PG","GER","Neckar RIESEN Ludwigsburg","2015-2016","428-mbc","17"
"60","22","Cornelius"," Adler ","21.01.1989","27","1.98m","90kg","SF","GER","rent4office Nürnberg","2015-2016","422-bra","10"
"61","15","Robin"," Amaize ","31.01.1994","22","1.88m","80kg","SG","GER","LTi GIESSEN 46ers","2015-2016","422-bra","10"
"62","55","Jermaine"," Anderson ","08.02.1983","33","1.88m","80kg","PG","CAN","CB Sevilla (ESP)","2015-2016","422-bra","10"
"63","8","Martin"," Bogdanov ","06.10.1992","23","1.83m","83kg","PG","GER","Cuxhaven BasCats","2015-2016","422-bra","10"
"64","12","Adrian"," Didovic ","21.12.1994","21","1.90m","85kg","PF","GER","LTI GIESSEN 46ers","2015-2016","422-bra","10"
"65","32","Kenneth"," Frease ","18.10.1989","26","2.11m","129kg","C","USA","Yesilgiresun Belediye (TUR)","2015-2016","422-bra","10"
"66","21","Joshua"," Gasser ","13.02.1992","24","1.93m","87kg","PG","USA","University of Wisconsin (USA)","2015-2016","422-bra","10"
"67","5","Lucas"," Gertz ","02.05.1990","26","1.96m","85kg","SG","GER","SG Braunschweig","2015-2016","422-bra","10"
"68","13","Keaton"," Grant ","08.12.1986","29","1.93m","90kg","SG","USA","Dolomiti Energia Trento (ITA)","2015-2016","422-bra","10"
"69","4","Lars"," Lagerpusch ","28.03.1998","18","2.03m","87kg","PF","GER","SG Braunschweig","2015-2016","422-bra","10"
"70","7","Tyrone"," Nash ","24.09.1988","27","2.03m","103kg","PF","USA","Leones de Santo Domingo (DOM)","2015-2016","422-bra","10"
"71","10","Derek"," Needham ","20.10.1990","25","1.80m","82kg","PG","USA","BK Khimik (UKR)","2015-2016","422-bra","10"
"72","31","Nicolai"," Simon ","03.01.1987","29","1.90m","89kg","PG","GER","medi bayreuth","2015-2016","422-bra","10"
"73","11","Amin"," Stevens ","26.10.1990","25","2.00m","103kg","PF","USA","Zepter Vienna (AUT)","2015-2016","422-bra","10"
"74","9","Sid-Marlon"," Theis ","26.04.1993","23","2.05m","102kg","PF","GER","Erdgas Ehingen","2015-2016","422-bra","10"
"75","41","Marius"," Adler ","11.12.1997","18","1.90m","73kg","SG","GER","BBC Bayreuth","2015-2016","425-bay","12"
"76","15","Domagoj"," Bubalo **","02.08.1991","25","2.12m","110kg","C","CRO","*im Kader bis 11/2015","2015-2016","425-bay","12"
"77","10","Bastian"," Doreth ","08.06.1989","27","1.82m","83kg","PG","GER","Artland Dragons","2015-2016","425-bay","12"
"78","6","John"," Flowers ","13.06.1989","27","2.00m","98kg","SF","USA","Hyeres-Toulon Var Baskets (FRA)","2015-2016","425-bay","12"
"79","","Sebastian"," Fritsch *","11.02.1999","17","1.89m","73kg","PG","GER","TB Weiden","2015-2016","425-bay","12"
"80","12","Kendall"," Gray **","05.05.1992","24","2.08m","109kg","C","USA","*im Kader bis 01/2016","2015-2016","425-bay","12"
"81","22","Phillipp"," Heyden ","26.09.1988","27","2.06m","112kg","C","GER","Mitteldeutscher BC","2015-2016","425-bay","12"
"82","30","Kenneth"," Horton ","30.12.1989","26","1.99m","90kg","SF","USA","Kataja Basket (FIN)","2015-2016","425-bay","12"
"83","31","Philipp"," Johannes *","16.08.1994","22","1.92m","88kg","SF","GER","BBC Bayreuth","2015-2016","425-bay","12"
"84","42","Florian"," Kurth *","16.04.1998","18","1.80m","70kg","SG","GER","BBC Bayreuth","2015-2016","425-bay","12"
"85","8","Travis"," Leslie ","29.03.1990","26","1.93m","93kg","SG","USA","Lietuvos rytas (LIT)","2015-2016","425-bay","12"
"86","","Stefan"," Meyer *","01.04.1997","19","1.98m","90kg","PF","GER","BBC Bayreuth","2015-2016","425-bay","12"
"87","7","Daniel"," Mullings ","26.07.1991","25","1.88m","77kg","SG","CAN","New Mexico State (USA)","2015-2016","425-bay","12"
"88","9","Andrew"," Naymick **","18.02.1985","31","2.08m","113kg","C","USA","*im Kader bis 01/2016","2015-2016","425-bay","12"
"89","23","Jake"," Odum ","11.02.1991","25","1.93m","82kg","PG","USA","PAOK Saloniki (GRE)","2015-2016","425-bay","12"
"90","11","Andreas"," Seiferth ","23.06.1989","27","2.09m","113kg","C","GER","FC Bayern München","2015-2016","425-bay","12"
"91","17","Cameron"," Vines ","29.07.1993","23","1.93m","91kg","SG","USA","BBC Bayreuth","2015-2016","425-bay","12"
"92","14","Steve"," Wachalski ","05.02.1983","33","2.02m","95kg","PF","GER","Telekom Baskets Bonn","2015-2016","425-bay","12"
"93","11","Enosch"," Wolf ","18.10.1990","25","2.15m","111kg","C","GER","Kirchheim Knights","2015-2016","425-bay","12"
"94","21","Jeffrey"," Xavier **","07.09.1985","30","1.89m","0kg","PG","USA","*im Kader bis 01/2016","2015-2016","425-bay","12"
"95","24","Malte"," Ziegenhagen ","08.04.1991","25","1.93m","83kg","SG","GER","Northwood University (USA)","2015-2016","425-bay","12"
"96","21","Danilo"," Barthel ","24.10.1991","24","2.07m","100kg","PF","GER","USC Heidelberg","2015-2016","426-fra","3"
"97","33","Tomas"," Dimsa ","02.02.1994","22","1.95m","82kg","SG","LTU","Zalgiris Kaunas (LIT)","2015-2016","426-fra","3"
"98","42","Aaron"," Doornekamp ","05.12.1985","30","2.01m","96kg","SF","CAN","New Yorker Phantoms Braunschweig","2015-2016","426-fra","3"
"99","","Jona"," Hoffmann *","08.08.1998","18","1.91m","78kg","SG","GER","Schoder Junior-Giraffen Langen","2015-2016","426-fra","3"
"100","12","Stefan"," Ilzhöfer ","22.03.1995","21","2.00m","85kg","SF","GER","Neckar RIESEN Ludwigsburg","2015-2016","426-fra","3"
"101","41","Niklas"," Kiel ","04.09.1997","18","2.07m","101kg","PF","GER","finke baskets","2015-2016","426-fra","3"
"102","7","Konstantin"," Klein ","21.05.1991","25","1.87m","86kg","PG","GER","Oettinger Rockets Gotha","2015-2016","426-fra","3"
"103","51","Jamin"," Knothe ","25.08.1996","20","1.95m","85kg","SG","GER","Eintracht Frankfurt","2015-2016","426-fra","3"
"104","9","John"," Little ","24.09.1984","31","1.82m","88kg","SG","USA","MHP RIESEN Ludwigsburg","2015-2016","426-fra","3"
"105","10","Max"," Merz ","01.02.1994","22","1.83m","80kg","PG","GER","Eintracht Frankfurt","2015-2016","426-fra","3"
"106","24","Mike"," Morrison ","31.10.1989","26","2.06m","0kg","C","USA","Kataja Basket (FIN)","2015-2016","426-fra","3"
"107","50","Lennart"," Okeke ","15.09.1996","19","1.91m","84kg","SG","GER","FRAPORT SKYLINERS","2015-2016","426-fra","3"
"108","8","Tim"," Oldenburg ","16.06.1992","24","2.02m","90kg","PF","GER","Gymnasion Oberursel","2015-2016","426-fra","3"
"109","22","Johannes"," Richter ","06.12.1993","22","2.05m","98kg","PF","GER","Bike-Cafe Messingschlager Baunach","2015-2016","426-fra","3"
"110","23","Quantez"," Robertson ","16.12.1984","31","1.88m","93kg","SG","USA","Auburn Tigers (USA)","2015-2016","426-fra","3"
"111","30","Philip"," Scrubb ","27.11.1992","23","1.91m","84kg","PG","CAN","AEK Athen (GRE)","2015-2016","426-fra","3"
"112","25","Jordan"," Theodore ","11.12.1989","26","1.82m","79kg","PG","USA","JL Bourg-en-Bresse  (FRA)","2015-2016","426-fra","3"
"113","45","Travis"," Thompson ","11.09.1991","24","1.88m","78kg","PG","USA","Alaska Anchorage Seawolves (USA)","2015-2016","426-fra","3"
"114","","Armin"," Trtovac *","10.09.1997","18","2.10m","112kg","C","SRB","Eintracht Frankfurt","2015-2016","426-fra","3"
"115","17","Johannes"," Voigtmann ","30.09.1992","23","2.11m","115kg","C","GER","Science City Jena","2015-2016","426-fra","3"
"116","13","Garai"," Zeeb ","06.04.1997","19","1.86m","80kg","PG","GER","BSG Bremerhaven","2015-2016","426-fra","3"
"117","54","John"," Bryant ","13.06.1987","29","2.11m","127kg","C","USA","ratiopharm ulm","2015-2016","486-fcb","4"
"118","23","Vitalis"," Chikoko ","11.02.1991","25","2.07m","90kg","PF","ZIM","Basket Verona (ITA)","2015-2016","486-fcb","4"
"119","10","Justin"," Cobbs ","16.03.1991","25","1.91m","0kg","PG","USA","VEF Riga (LAT)","2015-2016","486-fcb","4"
"120","14","Nihad"," Djedovic ","12.01.1990","26","1.96m","86kg","SG","GER","ALBA BERLIN","2015-2016","486-fcb","4"
"121","19","Richard"," Freudenberg ","31.08.1998","17","2.02m","82kg","SF","GER","FC Bayern München","2015-2016","486-fcb","4"
"122","25","Anton"," Gavel ","24.10.1984","31","1.89m","87kg","SG","GER","Brose Baskets","2015-2016","486-fcb","4"
"123","35","Karim"," Jallow ","13.04.1997","19","1.98m","90kg","SG","GER","FC Bayern München","2015-2016","486-fcb","4"
"124","42","Maximilian"," Kleber ","29.01.1992","24","2.07m","98kg","PF","GER","Obradoiro CAB","2015-2016","486-fcb","4"
"125","21","Dejan"," Kovacevic ","27.12.1996","19","2.07m","99kg","PF","GER","TuS Fürstenfeldbruck","2015-2016","486-fcb","4"
"126","41","Daniel"," Mayr ","28.07.1995","21","2.17m","96kg","C","GER","Science City Jena","2015-2016","486-fcb","4"
"127","13","Vasilije"," Micic **","13.01.1994","22","1.95m","92kg","PG","SRB","*im Kader bis 12/2015","2015-2016","486-fcb","4"
"128","12","Alex"," Renfroe ","23.05.1986","30","1.91m","80kg","PG","USA","ALBA BERLIN","2015-2016","486-fcb","4"
"129","5","Kelvin Creswell"," Rivers **","01.03.1987","29","1.96m","97kg","SG","USA","*im Kader bis 12/2015","2015-2016","486-fcb","4"
"130","20","Dusko"," Savanovic ","05.09.1983","32","2.04m","104kg","PF","SRB","Anadolu Efes SK Istanbul (TÜR)","2015-2016","486-fcb","4"
"131","4","Sebastian"," Schmitt ","29.02.1996","20","1.84m","83kg","PG","GER","SB DJK Rosenheim","2015-2016","486-fcb","4"
"132","11","Andreas"," Seiferth **","23.06.1989","27","2.09m","113kg","C","GER","*im Kader bis 01/2016","2015-2016","486-fcb","4"
"133","44","Bryce"," Taylor ","27.09.1986","29","1.95m","95kg","SG","USA","Artland Dragons","2015-2016","486-fcb","4"
"134","9","Deon"," Thompson ","16.09.1988","27","2.04m","109kg","PF","USA","Hapoel Jerusalem (ISR)","2015-2016","486-fcb","4"
"135","30","Chad"," Toppert ","11.11.1985","30","1.99m","95kg","SF","GER","Reno Bighorns (USA)","2015-2016","486-fcb","4"
"136","16","Paul"," Zipser ","18.02.1994","22","2.00m","94kg","SF","GER","MLP Academics Heidelberg","2015-2016","486-fcb","4"
"137","9","Yannick"," Armbrust ","19.03.1995","21","1.86m","80kg","SG","GER","BSG Ludwigsburg","2015-2016","433-lud","5"
"138","21","Jason"," Boone ","08.10.1985","30","2.03m","115kg","C","USA","Boulogne-sur-Mer (FRA)","2015-2016","433-lud","5"
"139","40","Jon"," Brockman ","20.03.1987","29","2.01m","116kg","PF","USA","Elan Chalon (Frankreich)","2015-2016","433-lud","5"
"140","32","Tekele"," Cotton ","27.05.1993","23","1.88m","92kg","SG","USA","Wichita State (USA)","2015-2016","433-lud","5"
"141","7","Shawn"," Huff ","05.05.1984","32","1.98m","98kg","SF","FIN","Capo D’Orlando (ITA)","2015-2016","433-lud","5"
"142","5","Kerron"," Johnson ","14.12.1990","25","1.85m","80kg","PG","USA","Rouen Metro Basket /FRA)","2015-2016","433-lud","5"
"143","35","Brad"," Loesing ","09.10.1989","26","1.82m","87kg","PG","GER","Oettinger Rockets Gotha","2015-2016","433-lud","5"
"144","4","David"," McCray ","06.11.1986","29","1.87m","85kg","PG","GER","Artland Dragons","2015-2016","433-lud","5"
"145","13","Chris"," McNaughton ","11.10.1982","33","2.11m","110kg","C","GER","s.Oliver Baskets","2015-2016","433-lud","5"
"146","6","Alvaro"," Munoz ","25.11.1990","25","1.97m","90kg","SF","GER","Oviedo Baloncesto (ESP)","2015-2016","433-lud","5"
"147","15","Royce"," O'Neale ","05.06.1993","23","1.98m","98kg","SF","USA","Baylor University (USA)","2015-2016","433-lud","5"
"148","","Mateo"," Seric *","21.03.1999","17","1.99m","76kg","PF","GER","BSG Ludwigsburg","2015-2016","433-lud","5"
"149","22","Mustafa"," Shakur **","18.08.1984","32","1.91m","88kg","PG","USA","Neptunas Klaipeda (LTU)","2015-2016","433-lud","5"
"150","10","Roderick"," Trice ","14.06.1984","32","1.91m","82kg","SG","USA","Slask Wroclaw (POL)","2015-2016","433-lud","5"
"151","19","Adam"," Waleskowski ","19.11.1982","33","2.03m","109kg","PF","GER","Düsseldorf Baskets","2015-2016","433-lud","5"
"152","5","Jordan"," Callahan ","21.10.1990","25","1.84m","84kg","PG","USA","Kotwica (POL)","2015-2016","446-cra","18"
"153","9","Andre"," Calvin ","04.05.1985","31","2.01m","97kg","SF","USA","BV Chemnitz 99ers","2015-2016","446-cra","18"
"154","7","Liam"," Carpenter ","07.02.1996","20","1.87m","85kg","PG","GBR","Reading Rockets (GBR)","2015-2016","446-cra","18"
"155","18","Adam"," Chubb ","05.07.1981","35","2.08m","115kg","C","USA","EWE Baskets Oldenburg","2015-2016","446-cra","18"
"156","4","Vytenis"," Cizauskas ","16.09.1992","23","1.87m","78kg","PG","LTU","BK Valmiera (LAT)","2015-2016","446-cra","18"
"157","23","Shyron"," Ely ","16.07.1987","29","1.94m","93kg","SG","USA","Le Mans Sarthe (FRA)","2015-2016","446-cra","18"
"158","40","Patrick"," Flomo ","19.07.1980","36","2.03m","101kg","C","GER","MHP RIESEN Ludwigsburg","2015-2016","446-cra","18"
"159","11","Chris"," Frazier ","20.07.1990","26","1.82m","84kg","SG","GER","BBC Magdeburg","2015-2016","446-cra","18"
"160","8","Leon"," Friederici ","19.03.1995","21","1.86m","80kg","PG","GER","Mitteldeutscher BC","2015-2016","446-cra","18"
"161","22","Antonio"," Graves ","17.04.1985","31","1.91m","86kg","SG","USA","Artland Dragons","2015-2016","446-cra","18"
"162","6","Steffen"," Haufs ","19.03.1995","21","1.86m","82kg","PG","GER","SG Köln 99ers","2015-2016","446-cra","18"
"163","","Philipp"," Heilrath ","14.01.1994","22","1.98m","88kg","PF","GER","TB München Nord","2015-2016","446-cra","18"
"164","","Daniel"," Ivanov *","11.07.1995","21","1.77m","72kg","PG","GER","Crailsheim Merlins II","2015-2016","446-cra","18"
"165","4","Brandon"," Johnson **","09.10.1986","29","1.83m","0kg","PG","USA","*im Kader bis 12/2015","2015-2016","446-cra","18"
"166","21","Michael"," Jost ","26.09.1988","27","2.04m","99kg","PF","GER","ETB Wohnbau Baskets","2015-2016","446-cra","18"
"167","13","Steven"," Monse ","26.01.1990","26","2.00m","101kg","PF","GER","ALBA BERLIN","2015-2016","446-cra","18"
"168","15","Brandon"," Robinson **","25.03.1989","27","1.98m","90kg","SF","USA","*im Kader bis 12/2015","2015-2016","446-cra","18"
"169","19","Tim"," Schwartz ","21.11.1987","28","1.97m","91kg","SF","GER","Artland Dragons","2015-2016","446-cra","18"
"170","14","Matthew"," Stainbrook ","05.03.1992","24","2.08m","122kg","C","USA","Xavier University (USA)","2015-2016","446-cra","18"
"171","10","Konrad"," Wysocki ","28.03.1982","34","2.02m","104kg","SF","GER","Anwil Włocławek (POL)","2015-2016","446-cra","18"
"172","32","Nemanja"," Aleksandrov ","04.10.1987","28","2.10m","100kg","PF","SRB","Basquet Manresa (ESP)","2015-2016","430-old","2"
"173","13","Marko"," Bacak ","14.11.1995","20","2.09m","102kg","C","GER","ALBA BERLIN","2015-2016","430-old","2"
"174","","Robert"," Drijencic *","20.04.1996","20","1.90m","85kg","PG","GER","Oldenburger tb","2015-2016","430-old","2"
"175","44","Vaughn"," Duggins ","10.07.1987","29","1.88m","86kg","SG","USA","SLUC Nancy Basket (FRA)","2015-2016","430-old","2"
"176","4","Chris"," Kramer ","04.04.1988","28","1.91m","90kg","SG","USA","s.Oliver Baskets","2015-2016","430-old","2"
"177","10","Dennis"," Kramer ","10.01.1992","24","2.09m","110kg","PF","GER","TBB Trier","2015-2016","430-old","2"
"178","21","Dominic"," Lockhart ","03.07.1994","22","1.98m","97kg","SG","GER","VfB Giessen Pointers","2015-2016","430-old","2"
"179","5","Scott"," Machado ","08.06.1990","26","1.88m","82kg","PG","USA","BC Kalev/Cramo (EST)","2015-2016","430-old","2"
"180","","Armin"," Musovic ","19.02.1996","20","1.92m","75kg","PG","GER","Basketball Akademie Weser/Ems","2015-2016","430-old","2"
"181","23","Rickey"," Paulding ","23.10.1982","33","1.96m","100kg","SF","USA","Gravelines Dunkerque (FRA)","2015-2016","430-old","2"
"182","20","Klemen"," Prepelic ","20.10.1992","23","1.91m","0kg","SG","SLO","Union Olimpija Ljubljana","2015-2016","430-old","2"
"183","41","Brian"," Qvale ","03.11.1988","27","2.10m","115kg","C","USA","Tofas Bursa (TUR)","2015-2016","430-old","2"
"184","","Lucien"," Schmikale *","15.04.1997","19","1.94m","80kg","SF","GER","Oldenburger TB","2015-2016","430-old","2"
"185","33","Philipp"," Schwethelm ","01.05.1989","27","2.01m","97kg","SF","GER","ratiopharm ulm","2015-2016","430-old","2"
"186","12","Robin"," Smeulders ","19.06.1987","29","2.08m","106kg","C","GER","Portland (USA)","2015-2016","430-old","2"
"187","","Stefan"," Wess *","30.05.1994","22","2.03m","95kg","SF","GER","EWE Baskets Oldenburg","2015-2016","430-old","2"
"188","7","Jan Niklas"," Wimberg ","11.02.1996","20","2.03m","95kg","SF","GER","Baskets Akademie Weser-Ems","2015-2016","430-old","2"
"189","","Dino"," Dizdarevic *","18.03.1995","21","1.91m","85kg","PG","GER","TSV Tröster Breitengüßbach","2015-2016","420-bam","1"
"190","","Jordan"," Dumars *","25.02.1991","25","1.96m","102kg","PF","USA","University of Michigan (USA)","2015-2016","420-bam","1"
"191","20","Elias"," Harris ","06.07.1989","27","2.03m","108kg","PF","GER","Los Angeles Lakers (USA)","2015-2016","420-bam","1"
"192","33","Patrick"," Heckmann ","27.02.1992","24","1.95m","87kg","SF","GER","TV Langen","2015-2016","420-bam","1"
"193","34","Yassin"," Idbihi ","24.07.1983","33","2.08m","107kg","C","GER","FC Bayern München","2015-2016","420-bam","1"
"194","","Leon"," Kratzer *","04.02.1997","19","2.07m","110kg","C","GER","BBC Bayreuth","2015-2016","420-bam","1"
"195","4","Nicolo"," Melli ","26.01.1991","25","2.05m","100kg","PF","ITA","Pallacanestro Reggiana","2015-2016","420-bam","1"
"196","21","Darius"," Miller ","23.03.1990","26","2.03m","102kg","SF","USA","New Orleans Pelicans (USA)","2015-2016","420-bam","1"
"197","12","Malik"," Müller ","24.01.1994","22","1.90m","98kg","SG","GER","Virginia Tech (USA)","2015-2016","420-bam","1"
"198","7","Aleksej"," Nikolic ","21.02.1995","21","1.90m","0kg","PG","SLO","Spars Sarajevo (BIH)","2015-2016","420-bam","1"
"199","17","Andreas"," Obst ","13.07.1996","20","1.91m","80kg","PG","GER","USV Halle","2015-2016","420-bam","1"
"200","25","Gabriel"," Olaseni **","29.12.1991","24","2.08m","104kg","C","GBR","*im Kader bis 11/2015","2015-2016","420-bam","1"
"201","43","Leon"," Radosevic ","26.02.1990","26","2.07m","112kg","C","CRO","Besiktas Istanbul (TUR)","2015-2016","420-bam","1"
"202","55","Daniel"," Schmidt ","16.08.1990","26","1.86m","85kg","PG","GER","TSV Tröster Breitengüßbach","2015-2016","420-bam","1"
"203","8","Lucca"," Staiger ","14.06.1988","28","1.96m","93kg","SG","GER","FC Bayern München","2015-2016","420-bam","1"
"204","13","Janis"," Strelnieks ","01.09.1989","26","1.91m","84kg","PG","LAT","BK Budiwelnyk Kiew (UKR)","2015-2016","420-bam","1"
"205","9","Karsten"," Tadda **","02.11.1988","27","1.90m","92kg","SG","GER","*im Kader bis 10/2015","2015-2016","420-bam","1"
