"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"20","10","Jason"," Conley ","21.07.1981","33","1.95m","95kg","SF","USA","University of Missouri (USA)","2007-2008","415-bon","7"
"21","7","Jeremiah William"," Davis ","12.02.1981","33","1.83m","80kg","PG","USA","Czarni Slupsk (POL)","2007-2008","415-bon","7"
"22","8","Moussa"," Diagne ","11.01.1984","30","2.04m","102kg","PF","SEN","Furman University (USA)","2007-2008","415-bon","7"
"23","13","Patrick"," Flomo ","19.07.1980","34","2.03m","98kg","C","USA","Hertener Löwen (2.Liga Nord)","2007-2008","415-bon","7"
"24","4","Winsome"," Frazier ","02.08.1982","32","1.93m","90kg","SF","USA","Szombathely (HUN)
","2007-2008","415-bon","7"
"25","14","Bryan"," Freshwater ","03.09.1983","30","2.04m","102kg","PF","USA","Telekom Baskets Bonn II","2007-2008","415-bon","7"
"26","11","Artur"," Kolodziejski ","18.09.1979","34","1.95m","90kg","SG","DEU","Bayer Giants Leverkusen","2007-2008","415-bon","7"
"27","15","Bernd"," Kruel ","01.06.1976","38","2.09m","103kg","C","DEU","Deutsche Bank SKYLINERS","2007-2008","415-bon","7"
"28","6","Johannes"," Strasser ","13.06.1982","32","1.89m","80kg","PG","DEU","RheinEnergie Köln","2007-2008","415-bon","7"
"29","16","Fabian"," Thülig **","21.09.1989","24","1.96m","85kg","PF","DEU","Telekom Baskets Bonn","2007-2008","415-bon","7"
"30","12","Matthias"," von Heydebrand **","11.04.1988","26","1.94m","82kg","SG","DEU","Faiport High School / USA","2007-2008","415-bon","7"
"31","6","John"," Allen ","01.11.1982","31","1.96m","96kg","SF","USA","Maccabi Ironi Ramat Gan (ISR)","2007-2008","422-bra","9"
"32","11","Jason"," Cain ","31.03.1985","29","2.09m","110kg","PF","USA","Virginia Cavaliers (USA)","2007-2008","422-bra","9"
"33","15","Anthony"," Coleman ","06.10.1982","31","2.11m","120kg","C","USA","Bakersfield Jam (D-League)","2007-2008","422-bra","9"
"34","8","Andrew"," Drevo ","04.03.1981","33","2.02m","100kg","C","USA","JSF Nanterre (FRA)","2007-2008","422-bra","9"
"35","","Peter"," Fehse ","18.05.1983","31","2.11m","100kg","PF","DEU","Mitteldeutscher BC","2007-2008","422-bra","9"
"36","16","Jannik"," Freese ","13.08.1986","28","2.08m","105kg","C","DEU","Oldenburger TB","2007-2008","422-bra","9"
"37","17","Tony"," Granz ","14.06.1987","27","2.05m","108kg","PF","DEU","POM baskets Jena","2007-2008","422-bra","9"
"38","10","Domonic"," Jones ","26.08.1981","32","1.86m","90kg","PG","USA","BG Karlsruhe","2007-2008","422-bra","9"
"39","13","Nikita"," Khartchenkov ","12.01.1987","27","2.01m","92kg","SF","DEU","BC Khimky Moskau (RUS)","2007-2008","422-bra","9"
"40","5","Jonathan"," Levy ","15.11.1982","31","1.93m","93kg","SG","USA","ratiopharm Ulm","2007-2008","422-bra","9"
"41","","Philip"," Noch ","01.04.1989","25","1.99m","80kg","PF","DEU","","2007-2008","422-bra","9"
"42","12","Jorge"," Schmidt ","16.05.1985","29","1.92m","87kg","SG","DEU","BG 74 Göttingen","2007-2008","422-bra","9"
"43","9","Flavio"," Stückemann ","03.04.1985","29","1.90m","80kg","PG","DEU","TuS Bramsche","2007-2008","422-bra","9"
"44","7","Kyle"," Visser ","19.10.1985","28","2.11m","113kg","C","USA","Wake Forest (NCAA)","2007-2008","422-bra","9"
"45","4","Steven"," Wright ","07.08.1983","31","1.91m","84kg","PG","USA","University of N. Kentucky (USA)","2007-2008","422-bra","9"
"46","15","Derrick"," Allen ","17.07.1980","34","2.04m","100kg","PF","USA","Leverkusen","2007-2008","426-fra","6"
"47","7","Koko"," Archibong ","10.05.1981","33","2.03m","98kg","SF","USA","ALBA Berlin","2007-2008","426-fra","6"
"48","5","Dominik"," Bahiense de Mello ","15.02.1985","29","1.90m","90kg","PG","DEU","SOBA Dragons Rhöndorf","2007-2008","426-fra","6"
"49","32","Ilian"," Evtimov ","28.04.1983","31","2.01m","112kg","PF","BGR","VidiVici Bologna (ITA)","2007-2008","426-fra","6"
"50","21","Stefano"," Garris ","21.04.1979","35","1.98m","80kg","SG","DEU","TuS Lichterfelde","2007-2008","426-fra","6"
"51","35","Jimmie"," Hunt ","14.09.1982","31","1.87m","80kg","PG","USA","Kemoplast Sentjur (SLO)","2007-2008","426-fra","6"
"52","42","Ken"," Johnson ","01.02.1978","36","2.10m","110kg","C","USA","Benetton Fribourg (SWI)","2007-2008","426-fra","6"
"53","8","Alex"," King ","20.02.1985","29","2.00m","100kg","SF","DEU","MTSV Schwabing","2007-2008","426-fra","6"
"54","20","Jimmy"," McKinney ","02.08.1983","31","1.92m","90kg","PG","USA","Missouri Tigers (USA)","2007-2008","426-fra","6"
"55","11","Pascal"," Roller ","20.11.1976","37","1.80m","72kg","PG","DEU","Angelico Biella (ITA)","2007-2008","426-fra","6"
"56","13","Maksym"," Shtein ","07.05.1980","34","2.06m","106kg","C","DEU","ratiopharm Ulm","2007-2008","426-fra","6"
"57","9","Ayinde"," Ubaka ","09.02.1985","29","1.93m","88kg","PG","USA","* bis 01/2008 im Verein","2007-2008","426-fra","6"
"58","24","Max"," Weber ","23.04.1985","29","2.00m","99kg","SF","DEU","GHP Bamberg","2007-2008","426-fra","6"
"59","25","Armin"," Willemsen ","27.01.1985","29","2.01m","110kg","SF","DEU","EWE Baskets Oldenburg","2007-2008","426-fra","6"
"60","12","Kirsten"," Zöllner ","02.08.1981","33","2.15m","125kg","C","DEU","AONS Milonas Athen (GRE)","2007-2008","426-fra","6"
"61","9","Coleman"," Collins ","22.07.1986","28","2.06m","107kg","C","USA","Virginia Tech (USA)","2007-2008","433-lud","13"
"62","24","Jason"," Dourisseau ","07.12.1983","30","1.96m","89kg","SF","USA","Nebraska (NCAA)","2007-2008","433-lud","13"
"63","20","Stefan"," Fahrad ","24.07.1980","34","1.94m","96kg","SF","DEU","BG Karlsruhe","2007-2008","433-lud","13"
"64","7","Michel"," Ferreira do Nascimento ","09.12.1978","35","2.08m","105kg","C","BRA","CEZ Nymburk (CZE)","2007-2008","433-lud","13"
"65","4","Nate"," Harris ","22.01.1983","31","2.01m","102kg","PF","USA","Utah State (NCAA)","2007-2008","433-lud","13"
"66","13","Sascha"," Kesselring ","21.03.1985","29","2.09m","115kg","C","DEU","EnBW Ludwigsburg","2007-2008","433-lud","13"
"67","23","Tim"," Koch ","01.02.1989","25","1.96m","90kg","SF","DEU","BSG Ludwigsburg ","2007-2008","433-lud","13"
"68","8","David"," McCray ","06.11.1986","27","1.87m","86kg","PG","DEU","BG Karlsruhe","2007-2008","433-lud","13"
"69","12","Nils"," Mittmann ","10.04.1979","35","2.01m","92kg","PF","DEU","TSK Würzburg","2007-2008","433-lud","13"
"70","6","Ed"," Norvell ","05.11.1976","37","1.85m","86kg","PG","USA","* bis 11/2007 im Verein","2007-2008","433-lud","13"
"71","54","Anthony"," Richardson ","29.07.1983","31","2.04m","100kg","SF","USA","* bis 12/2007 im Verein","2007-2008","433-lud","13"
"72","22","Ronald"," Ross ","11.02.1983","31","1.88m","84kg","PG","USA","Butte Daredevils (CBA)","2007-2008","433-lud","13"
"73","30","Heiko"," Schaffartzik ","03.01.1984","30","1.83m","76kg","PG","DEU","EWE Baskets Oldenburg","2007-2008","433-lud","13"
"74","40","Brandon"," Woudstra ","30.09.1980","33","1.91m","89kg","SG","USA","Giants Leverkusen","2007-2008","433-lud","13"
"75","","Kevin"," Wysocki ","22.06.1987","27","1.98m","90kg","SF","DEU","NVVLions Mönchengladbach","2007-2008","433-lud","13"
"76","5","Vincent"," Yarbrough ","21.03.1981","33","2.01m","100kg","SF","USA","Brose Baskets","2007-2008","433-lud","13"
"77","21","Frank"," Young ","07.09.1984","29","1.96m","91kg","SF","USA","* bis 12/2007 im Verein","2007-2008","433-lud","13"
"78","11","Radisa"," Zdravkovic ","30.06.1976","38","1.94m","97kg","PG","DEU","MTV Stuttgart","2007-2008","433-lud","13"
"79","21","Mirko"," Anastasov ","03.11.1984","29","2.06m","100kg","PF","DEU","KK Vrsac (SRB)","2007-2008","430-old","5"
"80","44","Ruben"," Boumtje Boumtje ","20.05.1978","36","2.12m","110kg","C","CMR","ALBA BERLIN","2007-2008","430-old","5"
"81","22","Jason"," Gardner ","14.11.1980","33","1.78m","86kg","PG","USA","Telekom Baskets Bonn","2007-2008","430-old","5"
"82","19","Daniel"," Hain ","19.07.1985","29","1.95m","85kg","SG","DEU","Hertener Löwen","2007-2008","430-old","5"
"83","5","Branimir"," Longin ","07.02.1978","36","1.95m","90kg","SF","HRV","KK Zadar (CRO)","2007-2008","430-old","5"
"84","10","Milan"," Majstorovic ","28.01.1983","31","2.07m","110kg","PF","SCG","Lagun Aro Bilbao (ESP)
","2007-2008","430-old","5"
"85","7","Dan"," McClintock ","19.04.1977","37","2.11m","115kg","C","USA","SLUC Nancy (FRA)","2007-2008","430-old","5"
"86","23","Rickey"," Paulding ","23.10.1982","31","1.96m","92kg","SG","USA","Gravelines Dunkerque (FRA)","2007-2008","430-old","5"
"87","33","Miladin"," Pekovic ","18.06.1983","31","1.98m","92kg","SG","SCG","Mega Ishrana (SRB)","2007-2008","430-old","5"
"88","12","Jasmin"," Perkovic ","15.12.1980","33","2.03m","100kg","SF","HRV","AEK Athen (GRE)","2007-2008","430-old","5"
"89","15","Branislav"," Ratkovica ","27.07.1985","29","1.92m","88kg","PG","SCG","Mega Ishrana (SRB)","2007-2008","430-old","5"
"90","6","Daniel"," Strauch ","08.01.1981","33","2.06m","108kg","PF","DEU","Artland Dragons","2007-2008","430-old","5"
"91","20","Mithat"," Demirel ","10.05.1978","36","1.85m","75kg","PG","DEU","Legea Scafati Baskets (ITA)","2007-2008","420-bam","4"
"92","24","Mark"," Dickel ","21.12.1976","37","1.87m","84kg","PG","NZL","* bis 1/2008 im Verein","2007-2008","420-bam","4"
"93","4","Chris"," Ensminger ","08.12.1973","40","2.09m","118kg","C","USA","Mitteldeutscher BC","2007-2008","420-bam","4"
"94","10","Darren"," Fenn ","17.02.1980","34","2.08m","112kg","C","USA","Eisbären Bremerhaven","2007-2008","420-bam","4"
"95","31","Kimani"," Ffriend ","29.07.1977","37","2.11m","100kg","C","JAM","* bis 01/2008 im Verein","2007-2008","420-bam","4"
"96","12","Robert"," Garrett ","18.03.1977","37","1.92m","96kg","SG","DEU","Pompea Neapel (ITA)","2007-2008","420-bam","4"
"97","7","Demond"," Greene ","15.06.1979","35","1.85m","86kg","SG","DEU","ALBA Berlin","2007-2008","420-bam","4"
"98","6","Steffen"," Hamann ","14.06.1981","33","1.94m","75kg","PG","DEU","Climamio Bologna (ITA)","2007-2008","420-bam","4"
"99","5","Sajmen"," Hauer ","14.03.1988","26","1.93m","88kg","PG","DEU","Franken Hexer","2007-2008","420-bam","4"
"100","23","Dwayne"," Mitchell ","24.08.1982","31","1.96m","95kg","SG","USA","Iowa Energy (USA)","2007-2008","420-bam","4"
"101","14","Tim"," Ohlbrecht ","30.08.1988","25","2.10m","98kg","C","DEU","Brose Baskets Bambeg","2007-2008","420-bam","4"
"102","13","Ademola"," Okulaja ","07.10.1975","38","2.06m","100kg","PF","DEU","Etosa Alicante (ESP)","2007-2008","420-bam","4"
"103","11","Ivan"," Pavic ","30.09.1981","32","2.00m","99kg","PF","DEU","TSV Tröster Breitengüßbach","2007-2008","420-bam","4"
"104","25","Jared"," Reiner ","08.04.1982","32","2.11m","115kg","C","USA","Polaris World Murcia (ESP)","2007-2008","420-bam","4"
"105","22","Luke"," Schenscher ","31.12.1981","32","2.16m","125kg","C","USA","* bis 11/2007 im Verein","2007-2008","420-bam","4"
"106","8","Predrag"," Suput ","01.06.1977","37","2.00m","103kg","SF","SCG","KK Hemofarm Vrsac (SRB)","2007-2008","420-bam","4"
"107","9","Karsten"," Tadda ","02.11.1988","25","1.90m","85kg","PF","DEU","SV Gundelsheim","2007-2008","420-bam","4"
"108","9","Kyle"," Bailey ","10.03.1982","32","1.89m","89kg","PG","USA","* bis 3/2008 im Verein","2007-2008","418-ulm","11"
"109","7","Sebastian"," Betz ","12.06.1985","29","1.97m","92kg","SF","DEU","TSV Tröster Breitengüßbach","2007-2008","418-ulm","11"
"110","15","Emeka Obinna"," Erege ","08.11.1978","35","1.95m","98kg","SF","DEU","Bourg (FRA)","2007-2008","418-ulm","11"
"111","54","Sean"," Finn ","04.01.1982","32","2.12m","120kg","C","USA","Beykoz (TUR) ","2007-2008","418-ulm","11"
"112","4","Ernest-Joseph"," Gallup ","26.09.1981","32","1.93m","86kg","PG","USA","Coastal Carolina (USA)","2007-2008","418-ulm","11"
"113","34","Jeff"," Gibbs ","04.08.1980","34","1.88m","110kg","PF","USA","TSG Ehingen","2007-2008","418-ulm","11"
"114","8","Alexander"," Heide ","19.07.1991","23","2.04m","95kg","PF","DEU","Basketballakademie Ulm","2007-2008","418-ulm","11"
"115","12","Dru"," Joyce ","29.01.1985","29","1.82m","76kg","PG","USA","University of Akron (USA)","2007-2008","418-ulm","11"
"116","55","Bryan"," Lucas ","25.09.1978","35","2.03m","100kg","C","USA","Wörthersee Piraten (AUT)","2007-2008","418-ulm","11"
"117","14","Florian"," Möbius ","16.03.1979","35","2.02m","96kg","PF","DEU","Sportfreunde Böblingen","2007-2008","418-ulm","11"
"118","9","Yann"," Sauter ","24.02.1990","24","1.78m","64kg","PG","DEU","SSV Ulm","2007-2008","418-ulm","11"
"119","13","Jan"," Sprünken ","05.11.1976","37","1.93m","90kg","SF","DEU","Union Baskets Schwelm","2007-2008","418-ulm","11"
"120","24","Romeo"," Travis ","10.12.1984","29","2.01m","100kg","SF","USA","Universität von Akron (USA)","2007-2008","418-ulm","11"
"121","10","Konrad"," Wysocki ","28.03.1982","32","2.02m","104kg","SF","DEU","Erdgas Ehingen/Urspringschule","2007-2008","418-ulm","11"
"122","6","Tommy"," Adams ","15.01.1980","34","1.91m","93kg","PG","USA","* bis 11/2007 im Verein","2007-2008","439-bre","8"
"123","17","Tony"," Bobbitt ","22.10.1979","34","1.90m","86kg","PG","USA","Colorado 14ers (USA)","2007-2008","439-bre","8"
"124","4","Brian"," Brown ","14.02.1979","35","1.89m","97kg","PG","USA","Hyers-Toulon (FRA)","2007-2008","439-bre","8"
"125","13","Vytas"," Danelius ","16.07.1982","32","2.03m","110kg","PF","LTU","* bis 12/2007 im Verein","2007-2008","439-bre","8"
"126","10","Nate"," Doornekamp ","09.10.1982","31","2.12m","114kg","C","CAN","TBB Trier","2007-2008","439-bre","8"
"127","5","Nate"," Funk ","07.11.1983","30","1.90m","85kg","PG","USA","Creighton Bluejays (USA)","2007-2008","439-bre","8"
"128","16","Richard-Thomas"," Guinn ","19.02.1981","33","2.08m","120kg","C","USA","* bis 01/2008 im Verein","2007-2008","439-bre","8"
"129","14","Matt"," Haryasz ","20.03.1984","30","2.11m","104kg","PF","USA","Basket Napoli (ITA)","2007-2008","439-bre","8"
"130","7","Zygimantas"," Jonusas ","22.02.1982","32","2.00m","87kg","SF","LTU","KS Polpak wiecie","2007-2008","439-bre","8"
"131","9","Jan"," Lipke ","24.07.1983","31","1.92m","92kg","SG","DEU","Leuven (BEL)","2007-2008","439-bre","8"
"132","8","Jannis"," Michael ","03.07.1985","29","2.00m","90kg","PF","DEU","Cuxhaven BasCats","2007-2008","439-bre","8"
"133","12","Ivars"," Timermanis ","04.02.1982","32","2.03m","100kg","SF","LVA","BK Ventspils (LAT)","2007-2008","439-bre","8"
"134","19","Anthony"," Tolliver ","01.06.1985","29","2.06m","110kg","PF","USA","Iowa Energy (USA)","2007-2008","439-bre","8"
"135","15","Chris"," Young ","25.05.1979","35","2.06m","116kg","C","USA","* bis 2/2008 im Verein","2007-2008","439-bre","8"
"136","11","Alexander"," Zyskunov ","17.05.1977","37","2.09m","110kg","PF","DEU","VfL Kirchheim Knights","2007-2008","439-bre","8"
"137","8","Ajmal"," Basit ","17.09.1978","35","2.06m","116kg","C","USA","Oldenburg","2007-2008","483-jen","18"
"138","42","Mark"," Davis ","26.04.1973","41","2.01m","104kg","PF","USA","Dongbu Promy (KOR)","2007-2008","483-jen","18"
"139","32","Lavelle"," Felton ","05.01.1979","35","1.93m","91kg","PG","USA","AEK Athen (GRE)","2007-2008","483-jen","18"
"140","50","Friedrich"," Lennartz **","01.07.1988","26","1.97m","95kg","SF","DEU","TuS Jena","2007-2008","483-jen","18"
"141","14","Gregor"," Linke ","29.09.1977","36","2.02m","102kg","PF","DEU","RheinEnergie Köln","2007-2008","483-jen","18"
"142","7","Sean"," McCaw ","26.07.1973","41","2.04m","93kg","PF","AUT","* seit 02/08 Trainer","2007-2008","483-jen","18"
"143","43","Jason"," Miller ","22.03.1971","43","2.08m","110kg","C","USA","Butte Dare Devils (USA)","2007-2008","483-jen","18"
"144","5","Adrian"," Moss ","14.12.1981","32","2.04m","103kg","C","USA","* bis 10/2007 im Verein","2007-2008","483-jen","18"
"145","5","Brendan"," Plavich ","29.09.1981","32","1.88m","80kg","PG","USA","Kansas Cagerz (USA)","2007-2008","483-jen","18"
"146","15","Florian"," Reinhardt ","03.02.1988","26","2.01m","88kg","SF","DEU","USC Magdeburg","2007-2008","483-jen","18"
"147","18","Ermen"," Reyes-Napoles **","05.07.1989","25","1.82m","75kg","PG","DEU","TuS Jena","2007-2008","483-jen","18"
"148","6","Alexander"," Seggelke ","02.11.1979","34","1.94m","93kg","SG","DEU","Giants Leverkusen","2007-2008","483-jen","18"
"149","4","Mischa"," Zlotowski ","28.10.1982","31","2.03m","91kg","PF","DEU","TuS Jena","2007-2008","483-jen","18"
"150","7","Adam"," Chubb ","05.07.1981","33","2.08m","115kg","C","USA","Eisbären Bremerhaven","2007-2008","435-art","2"
"151","6","Hendrik"," Feist ","02.06.1983","31","1.91m","94kg","SG","DEU","Stony Brook University (USA)","2007-2008","435-art","2"
"152","25","Matt"," Freije ","02.10.1981","32","2.06m","108kg","PF","USA","* bis 12/2007 im Verein","2007-2008","435-art","2"
"153","5","John"," Goldsberry ","19.10.1982","31","1.91m","85kg","PG","USA","Bayer Giants Leverkusen","2007-2008","435-art","2"
"154","11","Darius"," Hall ","16.03.1973","41","2.02m","118kg","C","USA","BC Pepinster (BEL)","2007-2008","435-art","2"
"155","14","Axel"," Jarchow **","22.02.1989","25","1.91m","82kg","SG","DEU","USC Leipzig","2007-2008","435-art","2"
"156","9","Paul"," Johnson ","09.03.1983","31","1.98m","99kg","SF","USA","Quakenbrücker TSV","2007-2008","435-art","2"
"157","","Daniel"," Krause ","31.12.1988","25","1.87m","85kg","PG","DEU","TSV Quakenbrück","2007-2008","435-art","2"
"158","8","Lamont"," McIntosh ","01.07.1982","32","1.89m","83kg","PG","USA","RC Verviers-Pepinster (BEL)","2007-2008","435-art","2"
"159","23","Rich"," Melzer ","08.12.1979","34","2.02m","102kg","PF","USA","Gilboa Afula (ISR)","2007-2008","435-art","2"
"160","20","Dirk"," Mädrich ","16.07.1983","31","2.10m","110kg","C","DEU","Strasbourg IG (FRA)","2007-2008","435-art","2"
"161","13","Chad"," Prewitt ","06.04.1980","34","2.06m","107kg","PF","USA","EnBW Ludwigsburg (12/07)","2007-2008","435-art","2"
"162","21","Leon"," Rodgers ","19.06.1980","34","2.00m","98kg","SF","USA","SK Cherkassy Monkeys (UKR)","2007-2008","435-art","2"
"163","10","Jan"," Rohdewald ","22.03.1973","41","1.94m","92kg","SF","DEU","EnBW Ludwigsburg","2007-2008","435-art","2"
"164","4","Earl Jerrod"," Rowland ","18.05.1983","31","1.91m","92kg","PG","USA","Barons Riga (LET)","2007-2008","435-art","2"
"165","24","Terrance"," Thomas ","29.12.1980","33","1.98m","104kg","SF","USA","Fort Worth Flyers (USA)
","2007-2008","435-art","2"
"166","9","Josh"," Almanson ","31.01.1982","32","2.03m","100kg","PF","USA","AB Contern (LUX)","2007-2008","414-tri","17"
"167","54","Michael-Malik"," Benton ","08.04.1980","34","2.06m","120kg","C","USA","Deutsche Bank SKYLINERS","2007-2008","414-tri","17"
"168","20","Daniel"," Cage ","05.01.1985","29","1.92m","87kg","SG","USA","Vanderbilt University (USA)","2007-2008","414-tri","17"
"169","5","Jerome"," Coleman ","30.11.1979","34","1.85m","79kg","PG","USA","* bis 12/2007 im Verein","2007-2008","414-tri","17"
"170","10","Timothy"," Frost ","25.12.1980","33","2.08m","109kg","C","USA","* bis 11/2007 im Verein","2007-2008","414-tri","17"
"171","13","James"," Gillingham ","20.08.1981","32","1.92m","95kg","SG","DOM","Bradley University (USA)","2007-2008","414-tri","17"
"172","11","Caleb"," Green ","07.10.1985","28","2.04m","105kg","PF","USA","Oral Roberts University (USA)","2007-2008","414-tri","17"
"173","8","Christian"," Hoffmann ","12.03.1987","27","1.84m","83kg","PG","DEU","FC Bayern München","2007-2008","414-tri","17"
"174","","Christian"," Hubor ","18.04.1990","24","2.00m","98kg","PF","DEU","TVG Baskets Trier","2007-2008","414-tri","17"
"175","55","Robert"," Jackson ","15.12.1978","35","2.06m","120kg","C","USA","*bis 11/2007 im Verein","2007-2008","414-tri","17"
"176","12","Kosta"," Karamatskos ","14.01.1986","28","1.98m","96kg","SG","DEU","Kirchheim Knights","2007-2008","414-tri","17"
"177","14","Jonathan"," Moore ","10.06.1982","32","2.03m","100kg","SF","DEU","BBC Bayreuth","2007-2008","414-tri","17"
"178","44","Marshall"," Phillips ","10.10.1975","38","1.96m","91kg","SG","USA","Minot Skyrockets (USA)","2007-2008","414-tri","17"
"179","22","Austen"," Rowland ","30.07.1981","33","1.85m","86kg","PG","USA","* bis 4/2008 im Verein","2007-2008","414-tri","17"
"180","25","Marcus"," Taylor ","25.11.1981","32","1.91m","85kg","PG","USA","Tulsa 66ers (USA)","2007-2008","414-tri","17"
"181","52","John"," Whorton ","31.03.1978","36","2.05m","112kg","C","USA","* bis 3/2008 im Verein","2007-2008","414-tri","17"
"182","32","Kyle"," Wilson ","13.11.1983","30","2.06m","105kg","PF","USA","* bis 11/2007 im Verein","2007-2008","414-tri","17"
"183","24","Maik"," Zirbes ","29.01.1990","24","2.05m","122kg","C","DEU","TVG Baskets Trier","2007-2008","414-tri","17"
"184","33","Michael"," Bradley **","18.04.1979","35","2.08m","103kg","C","USA","* bis 10/2007 im Verein","2007-2008","413-ber","1"
"185","6","Bobby"," Brown ","24.09.1984","29","1.88m","80kg","PG","USA","Cal State F. Universität (USA)","2007-2008","413-ber","1"
"186","8","Dragan"," Dojcin ","22.01.1976","38","2.04m","102kg","PF","SCG","Panionios Athen (GRE)
","2007-2008","413-ber","1"
"187","16","Yannick"," Evans ","02.05.1986","28","2.02m","94kg","SF","DEU","EWE Baskets Oldenburg","2007-2008","413-ber","1"
"188","19","Oskar"," Faßler ","08.07.1988","26","1.98m","90kg","SG","DEU","TuS Lichterfelde","2007-2008","413-ber","1"
"189","13","Patrick"," Femerling ","04.03.1975","39","2.15m","120kg","C","DEU","Caja San Fernando Sevilla (ESP)","2007-2008","413-ber","1"
"190","5","Johannes"," Herber ","17.01.1983","31","1.97m","95kg","SG","DEU","University of West Virginia (USA)","2007-2008","413-ber","1"
"191","17","Phillipp"," Heyden ","26.09.1988","25","2.06m","105kg","C","DEU","TuS Lichterfelde","2007-2008","413-ber","1"
"192","11","Julius"," Jenkins ","10.02.1981","33","1.87m","81kg","SG","USA","Euphony Baskets Bree (BEL)","2007-2008","413-ber","1"
"193","","Goran"," Jeretin ","17.09.1979","34","1.92m","82kg","PG","SCG","Maccabi Tel Aviv (ISR)","2007-2008","413-ber","1"
"194","23","Immanuel"," McElroy ","25.03.1980","34","1.94m","90kg","SG","USA","Köln 99ers","2007-2008","413-ber","1"
"195","32","Aleksandar"," Nadjfeji ","27.10.1976","37","2.02m","104kg","PF","SCG","Köln 99ers","2007-2008","413-ber","1"
"196","12","Goran"," Nikolic ","01.07.1976","38","2.05m","100kg","PF","SCG","Estudiantes Madrid (ESP)","2007-2008","413-ber","1"
"197","51","Mladen"," Pantic ","31.07.1982","32","2.10m","120kg","C","SCG","FMP Zeleznik Belgrad (SRB)","2007-2008","413-ber","1"
"198","10","Aleksandar"," Rasic ","13.03.1984","30","1.95m","90kg","PG","SCG","Dynamo Moskau (RUS)","2007-2008","413-ber","1"
"199","15","Nicolai"," Simon ","03.01.1987","27","1.90m","86kg","PG","DEU","Ehingen","2007-2008","413-ber","1"
"200","44","Slavko"," Stefanovic ","28.03.1981","33","2.04m","103kg","PF","SCG","* bis 2/2008 im Verein","2007-2008","413-ber","1"
"201","9","Vujadin"," Subotic ","18.12.1981","32","1.98m","92kg","SG","SCG","* bis 2/2008 im Verein","2007-2008","413-ber","1"
"202","21","Dijon"," Thompson ","23.02.1983","31","2.01m","98kg","PF","USA","* bis 5/2008 im Verein","2007-2008","413-ber","1"
"203","7","Philip"," Zwiener ","23.07.1985","29","2.01m","93kg","SF","DEU","Bremen Roosters","2007-2008","413-ber","1"
"204","12","Toby"," Bailey ","19.11.1975","38","1.97m","90kg","SF","USA","* bis 2/2008 im Verein","2007-2008","431-koel","12"
"205","11","Milko"," Bjelica ","04.06.1984","30","2.07m","105kg","C","SCG","Braunschweig","2007-2008","431-koel","12"
