"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"161","8","Predrag"," Suput ","01.06.1977","37","2.00m","111kg","PF","SCG","KK Hemofarm Vrsac (SRB)","2011-2012","420-bam","1"
"162","9","Karsten"," Tadda ","02.11.1988","25","1.90m","92kg","SG","DEU","TSV Breitengüßbach","2011-2012","420-bam","1"
"163","24","Anthony Leon"," Tucker ","05.05.1985","29","1.96m","102kg","SF","USA","Quebradillas Pirates (PUR)","2011-2012","420-bam","1"
"164","21","Jason Gregory"," Boone ","08.10.1985","28","2.03m","115kg","C","USA","BG Göttingen","2011-2012","540-wur","6"
"165","4","Gilbert"," Brown **","05.09.1987","26","1.98m","90kg","SF","USA","* bis 11/2011 im Verein","2011-2012","540-wur","6"
"166","32","Jermaine"," Bucknor ","01.11.1983","30","2.01m","93kg","SF","CAN","Libertad Sunchales (ARG)","2011-2012","540-wur","6"
"167","25","Oliver"," Clay ","28.08.1987","26","2.06m","98kg","PF","DEU","TBB Trier","2011-2012","540-wur","6"
"168","41","Ivan"," Elliott ","03.11.1986","27","2.03m","104kg","PF","USA","Mitteldeutscher BC","2011-2012","540-wur","6"
"169","","Christian"," Ettinger ","20.09.1995","18","1.78m","72kg","SG","DEU","SC Heuchelhof Würzburg","2011-2012","540-wur","6"
"170","13","Chester"," Frazier ","14.04.1986","28","1.88m","89kg","PG","USA","University of Illinois (USA)","2011-2012","540-wur","6"
"171","5","Ricky"," Harris ","12.08.1987","27","1.85m","78kg","PG","USA","BC Siauliai (LTU)","2011-2012","540-wur","6"
"172","22","Christoph"," Henneberger ","22.02.1984","30","1.88m","90kg","SG","DEU","TG Würzburg","2011-2012","540-wur","6"
"173","12","Ben"," Jacobson ","16.09.1983","30","1.90m","88kg","PG","USA","Boulazac Baskets (FRA)","2011-2012","540-wur","6"
"174","7","Alex"," King ","20.02.1985","29","2.00m","100kg","SF","DEU","Telekom Baskets Bonn","2011-2012","540-wur","6"
"175","","Florian"," Kirchhoff ","29.01.1993","21","1.91m","85kg","PG","DEU","TG Würzburg","2011-2012","540-wur","6"
"176","14","Maximilian"," Kleber ","29.01.1992","22","2.07m","98kg","PF","DEU","TG Würzburg","2011-2012","540-wur","6"
"177","23","Chris"," Kramer ","04.04.1988","26","1.91m","90kg","PG","USA","Mets de Guaynabo (PUR)","2011-2012","540-wur","6"
"178","11","John"," Little ","24.09.1984","29","1.82m","88kg","SG","USA","BG Göttingen","2011-2012","540-wur","6"
"179","","David Ruben"," Mann ","12.08.1991","23","1.83m","80kg","PG","DEU","SC Heuchelhof","2011-2012","540-wur","6"
"180","24","Robert"," Tomaszek ","16.06.1981","33","2.05m","115kg","PF","DEU","PGE Turow Zgorzelec (POL)","2011-2012","540-wur","6"
"181","","Maximilian"," Ugrai ","28.07.1995","19","1.98m","90kg","PF","DEU","TG Würzburg","2011-2012","540-wur","6"
"182","33","Nico"," Adamczak ","13.03.1990","24","1.92m","98kg","SG","DEU","ETB Wohnbau Baskets","2011-2012","477-got","18"
"183","11","Kwadzo"," Ahelegbe **","11.07.1988","26","1.88m","95kg","PG","USA","* bis 12/2011 im Verein","2011-2012","477-got","18"
"184","20","Jerel"," Allen ","23.07.1985","29","1.93m","90kg","SF","USA","Rockingham Flames (AUS)","2011-2012","477-got","18"
"185","8","Kyle"," Bailey ","10.03.1982","32","1.89m","89kg","PG","USA","EnBW Ludwigsburg","2011-2012","477-got","18"
"186","15","Matt"," Bauscher ","25.04.1985","29","1.88m","85kg","PG","USA","GasTerra Flames Groningen (NED)","2011-2012","477-got","18"
"187","23","Vitalis"," Chikoko ","11.02.1991","23","2.07m","90kg","PF","ZWE","Heat BC (ZIM)","2011-2012","477-got","18"
"188","12","Louis"," Dale ","20.05.1988","26","1.80m","84kg","PG","USA","Cornell University (USA)","2011-2012","477-got","18"
"189","5","Aaron"," Donkor ","21.03.1995","19","1.85m","80kg","SG","DEU","BBT Göttingen","2011-2012","477-got","18"
"190","5","Sean"," Evans ","20.10.1988","25","2.03m","110kg","PF","USA","Gloria GIANTS Düsseldorf","2011-2012","477-got","18"
"191","4","Marco"," Grimaldi ","29.09.1983","30","1.88m","92kg","SG","DEU","BG 74 Göttingen (RL)","2011-2012","477-got","18"
"192","14","Malte "," Herwig ","07.02.1992","22","2.03m","108kg","PF","DEU","ACT Kassel","2011-2012","477-got","18"
"193","21","Paris"," Horne ","06.08.1987","27","1.90m","83kg","PG","USA","St. John's University (USA)","2011-2012","477-got","18"
"194","44","Roberto"," Mafra **","26.09.1985","28","2.06m","110kg","C","BRA"," * bis 02/2012 im Verein","2011-2012","477-got","18"
"195","9","David Theodor"," Markert ","06.04.1994","20","1.93m","75kg","PG","DEU","BBT Göttingen","2011-2012","477-got","18"
"196","22","Philip"," Noch ","01.04.1989","25","1.99m","100kg","SF","DEU","New Yorker Phantoms Braunschweig","2011-2012","477-got","18"
"197","10","Greg-Emeka"," Onwuegbuzie ","09.03.1993","21","1.90m","80kg","SG","DEU","BBT Göttingen","2011-2012","477-got","18"
"198","25","Damian"," Saunders **","01.11.1988","25","2.01m","96kg","SF","USA","* bis 11/2011 im Verein","2011-2012","477-got","18"
"199","7","Josh"," Slater **","26.03.1989","25","1.90m","89kg","PG","USA","* bis 10/2011 im Verein","2011-2012","477-got","18"
"200","40","Philipp"," Sprung ","25.03.1994","20","1.95m","90kg","SF","DEU","BBT Göttingen","2011-2012","477-got","18"
"201","32","Raymond"," Sykes ","03.07.1986","28","2.06m","100kg","C","USA","Sioux Falls Skyforce (USA)","2011-2012","477-got","18"
"202","10","Darrell"," Tucker ","23.05.1980","34","2.06m","116kg","C","USA","Maccabi Rishon (ISR)","2011-2012","477-got","18"
"203","24","Max"," Weber ","23.04.1985","29","2.01m","97kg","SF","DEU","Saar-Pfalz Braves","2011-2012","477-got","18"
"204","","Johann"," Wiebold ","07.03.1994","20","1.95m","90kg","SF","DEU","BBT Göttingen","2011-2012","477-got","18"
