"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"41","9","Rickey"," Gibson ","07.07.1984","30","1.91m","85kg","PG","USA","SAV Vacallo (SUI)","2012-2013","428-mbc","16"
"42","22","Phillipp"," Heyden ","26.09.1988","25","2.06m","112kg","C","DEU","BBC Bayreuth","2012-2013","428-mbc","16"
"43","8","Osvaldo"," Jeanty ","01.08.1983","31","1.83m","81kg","SG","CAN","BBC Bayreuth","2012-2013","428-mbc","16"
"44","17","Johannes"," Lange ","06.08.1985","29","2.08m","115kg","PF","DEU","BG Karlsruhe","2012-2013","428-mbc","16"
"45","16","Sascha"," Leutloff ","22.10.1982","31","2.02m","99kg","SF","DEU","TuS Lichterfelde","2012-2013","428-mbc","16"
"46","11","Philipp"," Lieser ","17.11.1989","24","1.94m","85kg","PG","DEU","Central Washington (NCAA)","2012-2013","428-mbc","16"
"47","12","Djordje"," Pantelic ","05.07.1985","29","2.04m","113kg","C","SCG","Falco-Szova KC-Szombathely (HUN)","2012-2013","428-mbc","16"
"48","6","Malte"," Schwarz ","30.03.1989","25","1.88m","78kg","SG","DEU","SC Rist Wedel","2012-2013","428-mbc","16"
"49","","Philipp"," Teichert ","27.02.1994","20","1.89m","91kg","PF","DEU","Mitteldeutscher BC","2012-2013","428-mbc","16"
"50","25","Chad"," Timberlake ","01.01.1984","30","1.94m","95kg","SG","USA","Falco Szova KC (HUN)","2012-2013","428-mbc","16"
"51","32","Devin"," Uskoski ","11.10.1985","28","2.01m","102kg","PF","USA","Kirchheim Knights","2012-2013","428-mbc","16"
"52","13","Hördur"," Vilhjalmsson ","18.12.1988","25","1.94m","90kg","PG","ISL","Keflavik (ICE)","2012-2013","428-mbc","16"
"53","","Henry"," Volkert ","04.03.1994","20","1.90m","86kg","SG","DEU","TV Lich","2012-2013","428-mbc","16"
"54","24","Steve"," Wachalski ","05.02.1983","31","2.02m","95kg","PF","DEU","BBC Bayreuth","2012-2013","428-mbc","16"
"55","","Roland"," Winterstein ","17.03.1996","18","1.96m","83kg","PF","DEU","RSV Eintracht Stahnsdorf","2012-2013","428-mbc","16"
"56","11","Jermaine"," Anderson ","08.02.1983","31","1.88m","80kg","PG","CAN","KK Cibona VIP Zagreb (CRO)","2012-2013","422-bra","13"
"57","31","Lubos"," Barton ","07.04.1980","34","2.02m","100kg","SF","CZE","Baloncesto Fuenlabrada (ESP)","2012-2013","422-bra","13"
"58","15","Eric"," Boateng ","20.11.1985","28","2.08m","116kg","C","GBR","Peristeri Athen (GRE)","2012-2013","422-bra","13"
"59","7","Jeremiah William"," Davis ","12.02.1981","33","1.83m","80kg","PG","USA","*bis 02/2013 im Kader","2012-2013","422-bra","13"
"60","19","Lucas"," Gertz ","02.05.1990","24","1.96m","85kg","SG","DEU","SG Braunschweig","2012-2013","422-bra","13"
"61","5","Robert"," Kulawick ","01.02.1986","28","1.93m","90kg","SG","DEU","BG Göttingen","2012-2013","422-bra","13"
"62","22","Erik"," Land ","03.06.1990","24","2.05m","105kg","C","DEU","Saar-Pfalz Braves (ProA)","2012-2013","422-bra","13"
"63","23","Immanuel"," McElroy ","25.03.1980","34","1.94m","95kg","SF","USA","ALBA BERLIN","2012-2013","422-bra","13"
"64","12","Thaddeus"," McFadden **","29.05.1987","27","1.88m","80kg","PG","USA","*bis 01/2013 im Kader","2012-2013","422-bra","13"
"65","10","Casey"," Mitchell **","16.01.1988","26","1.93m","100kg","SF","USA","*bis 12/2012 im Kader","2012-2013","422-bra","13"
"66","6","Nils"," Mittmann ","10.04.1979","35","2.01m","95kg","SF","DEU","EnBW Ludwigsburg","2012-2013","422-bra","13"
"67","8","Harding"," Nana ","17.01.1981","33","2.03m","104kg","PF","CMR","Ilisiakos Athen (GRE)","2012-2013","422-bra","13"
"68","10","Courtney"," Pigram ","14.11.1985","28","1.85m","88kg","PG","USA","s.Oliver Baskets","2012-2013","422-bra","13"
"69","16","Howard"," Sant-Roos ","13.02.1991","23","1.98m","76kg","SF","USA","UCC Casalepusterlengo (ITA)","2012-2013","422-bra","13"
"70","9","Nick"," Schneiders ","20.07.1984","30","2.21m","118kg","C","DEU","USC Upstate (USA)","2012-2013","422-bra","13"
"71","17","Dennis"," Schröder ","15.09.1993","20","1.86m","71kg","PG","DEU","SG FT/MTV Braunschweig","2012-2013","422-bra","13"
"72","","Brian"," Wenzel ","27.03.1991","23","1.96m","112kg","PF","DEU","Science City Jena","2012-2013","422-bra","13"
"73","20","Jörn"," Wessels ","19.07.1991","23","2.06m","100kg","SF","DEU","SG FT/MTV Braunschweig","2012-2013","422-bra","13"
"74","11","Bryan"," Bailey ","13.05.1980","34","1.85m","77kg","SG","USA","Artland Dragons","2012-2013","425-bay","15"
"75","22","Jason"," Cain ","31.03.1985","29","2.09m","110kg","PF","USA","Eisbären Bremerhaven","2012-2013","425-bay","15"
"76","20","Tyree"," Chambers ","14.06.1994","20","1.87m","80kg","PG","DEU","BBC Bayreuth","2012-2013","425-bay","15"
"77","16","Sinan Samuel"," Durant ","17.06.1993","21","1.89m","70kg","SG","DEU","BBC Bayreuth","2012-2013","425-bay","15"
"78","25","Kevin"," Eichelsdörfer ","15.01.1992","22","1.87m","74kg","PG","DEU","TSV Breitengüßbach","2012-2013","425-bay","15"
"79","14","Kevin"," Hamilton ","02.05.1984","30","1.92m","82kg","PG","USA","New Yorker Phantoms Braunschweig","2012-2013","425-bay","15"
"80","52","Gary "," McGhee ","28.10.1988","25","2.08m","113kg","C","USA","Bandirma Kirmizi (TUR)","2012-2013","425-bay","15"
"81","24","Nate"," Rohnert **","18.08.1987","27","1.96m","97kg","SG","USA","*bis 12/2012 im Kader","2012-2013","425-bay","15"
"82","8","Stefan"," Schmidt ","12.05.1989","25","2.07m","110kg","C","DEU","Franken Hexer","2012-2013","425-bay","15"
"83","21","Simon"," Schmitz ","17.02.1990","24","1.88m","77kg","PG","DEU","Science City Jena","2012-2013","425-bay","15"
"84","6","Arvydas"," Siksnius ","10.10.1987","26","1.96m","94kg","SF","LTU","BC Siauliai (LTU) ","2012-2013","425-bay","15"
"85","9","Nicolai"," Simon ","03.01.1987","27","1.90m","89kg","PG","DEU","WALTER Tigers Tübingen","2012-2013","425-bay","15"
"86","7","Tom"," Spöler ","14.04.1988","26","2.07m","100kg","SF","DEU","GiroLive-Ballers Osnabrück","2012-2013","425-bay","15"
"87","12","Joe"," Trapani ","01.07.1988","26","2.03m","105kg","PF","USA","Maine Red Claws (D-League)","2012-2013","425-bay","15"
"88","42","Beckham"," Wyrick ","13.12.1983","30","1.98m","101kg","SF","USA","FC Bayern München","2012-2013","425-bay","15"
"89","17","Peter"," Zeis ","13.05.1989","25","1.96m","96kg","PF","DEU","TSV Tröster Breitengüßbach","2012-2013","425-bay","15"
"90","21","Danilo"," Barthel ","24.10.1991","22","2.07m","100kg","PF","DEU","USC Heidelberg","2012-2013","426-fra","14"
"91","24","Ryan"," Brooks ","12.04.1988","26","1.93m","91kg","SG","USA","Lti GIESSEN 46ers","2012-2013","426-fra","14"
"92","12","Dion"," Dowell ","11.06.1985","29","2.00m","93kg","PF","USA","*bis 02/2013 im Kader","2012-2013","426-fra","14"
"93","31","Devin"," Gibson ","21.05.1989","25","1.82m","80kg","PG","USA","University of Texas (USA)","2012-2013","426-fra","14"
"94","13","Johnathan"," Jones **","01.03.1988","26","1.83m","73kg","PG","USA","*bis 01/2013 im Kader","2012-2013","426-fra","14"
"95","7","Konstantin"," Klein ","21.05.1991","23","1.87m","86kg","PG","DEU","Oettinger Rockets Gotha","2012-2013","426-fra","14"
"96","10","Max"," Merz ","01.02.1994","20","1.83m","80kg","PG","DEU","Eintracht Frankfurt","2012-2013","426-fra","14"
"97","33","Benedikt"," Nicolay ","22.02.1991","23","1.90m","75kg","SF","DEU","Eintracht Frankfurt","2012-2013","426-fra","14"
"98","14","Marius"," Nolte ","21.01.1981","33","2.06m","100kg","C","DEU","Paderborn Baskets","2012-2013","426-fra","14"
"99","15","Jan"," Novak ","11.04.1992","22","1.94m","80kg","PF","DEU","Eintracht Frankfurt","2012-2013","426-fra","14"
"100","8","Tim"," Oldenburg ","16.06.1992","22","2.02m","90kg","PF","DEU","Gymnasion Oberursel","2012-2013","426-fra","14"
"101","35","Zachery"," Peacock ","13.10.1987","26","2.03m","107kg","PF","USA","Eisbären Bremerhaven","2012-2013","426-fra","14"
"102","34","LaQuan"," Prowell ","01.11.1984","29","2.03m","103kg","PF","USA","LTi GIESSEN 46ers","2012-2013","426-fra","14"
"103","23","Quantez"," Robertson ","16.12.1984","29","1.88m","93kg","SG","USA","Auburn Tigers (USA)","2012-2013","426-fra","14"
"104","55","Dawan"," Robinson ","10.02.1982","32","1.86m","86kg","PG","USA","Trenkwalder Reggio Emilia (Italien)","2012-2013","426-fra","14"
"105","9","Ted"," Scott **","19.06.1985","29","1.88m","87kg","SG","USA","*bis 01/2013 im Kader","2012-2013","426-fra","14"
"106","17","Johannes"," Voigtmann ","30.09.1992","21","2.08m","104kg","C","DEU","Science City Jena","2012-2013","426-fra","14"
"107","4","Larry D"," Wright ","11.06.1987","27","1.88m","78kg","PG","USA","Oakland Uni","2012-2013","426-fra","14"
"108","12","Robin"," Benzing ","25.01.1989","25","2.08m","101kg","SF","DEU","ratiopharm ulm","2012-2013","486-fcb","4"
"109","","Alassane"," Dioubate ","18.05.1994","20","1.94m","80kg","SG","DEU","Köln 99ers","2012-2013","486-fcb","4"
"110","24","Demond"," Greene ","15.06.1979","35","1.85m","95kg","SG","DEU","Olympia Larissa (GRE)","2012-2013","486-fcb","4"
"111","9","Yotam"," Halperin ","24.01.1984","30","1.96m","95kg","SG","ISR","Spartak St. Petersburg (RUS)","2012-2013","486-fcb","4"
"112","6","Steffen"," Hamann ","14.06.1981","33","1.94m","90kg","PG","DEU","ALBA BERLIN","2012-2013","486-fcb","4"
"113","51","Jared"," Homan ","06.03.1983","31","2.08m","110kg","C","USA","Virtus Bologna (ITA)","2012-2013","486-fcb","4"
"114","","Markus"," Hübner ","12.04.1987","27","2.04m","106kg","C","DEU","BG Karlsruhe","2012-2013","486-fcb","4"
"115","25","Jan-Hendrik"," Jagla ","25.06.1981","33","2.13m","105kg","PF","DEU","Türk Telekom Ankara (TUR)","2012-2013","486-fcb","4"
"116","17","Mauricio"," Marin ","21.04.1994","20","1.92m","80kg","SG","DEU","ALBA BERLIN","2012-2013","486-fcb","4"
"117","8","Aleksandar"," Nadjfeji ","27.10.1976","37","2.02m","104kg","PF","SCG","WALTER Tigers Tübingen","2012-2013","486-fcb","4"
"118","15","Bogdan"," Radosavljevic ","11.07.1993","21","2.13m","105kg","C","DEU","Team ALBA Urspring (NBBL)","2012-2013","486-fcb","4"
"119","4","Tyrese"," Rice ","15.05.1987","27","1.85m","86kg","PG","USA","Rytas Vilnius (LTU)","2012-2013","486-fcb","4"
"120","11","Lawrence"," Roberts ","20.10.1982","31","2.06m","109kg","PF","USA","Lietuvos Rytas (LTU)","2012-2013","486-fcb","4"
"121","7","Brandon"," Thomas ","17.08.1984","30","1.98m","97kg","SF","USA","Artland Dragons","2012-2013","486-fcb","4"
"122","5","Chevon"," Troutman ","25.11.1981","32","2.02m","105kg","PF","USA","Sidigas Avellino (ITA)","2012-2013","486-fcb","4"
"123","22","Malo"," Valérien ","01.12.1992","21","1.95m","85kg","SF","DEU","Erdgas Ehingen/Urspringschule","2012-2013","486-fcb","4"
"124","","Julius"," Wolf ","26.01.1993","21","2.01m","101kg","PF","DEU","Erdgas Ehingen/Urspringschule","2012-2013","486-fcb","4"
"125","16","Paul"," Zipser ","18.02.1994","20","2.00m","94kg","SG","DEU","MLP Academics Heidelberg","2012-2013","486-fcb","4"
"126","7","Besnik"," Bekteshi ","16.01.1993","21","1.87m","79kg","PG","DEU","BBA Ludwigsburg (NBBL)","2012-2013","433-lud","17"
"127","34","Wayne"," Bernard ","12.09.1981","32","1.90m","87kg","SG","USA","LTi GIESSEN 46ers","2012-2013","433-lud","17"
"128","22","Marqus"," Blakely ","22.10.1988","25","1.96m","102kg","SF","USA","Los Angeles Clippers (NBA)","2012-2013","433-lud","17"
"129","15","Eric"," Coleman ","08.08.1985","29","2.00m","112kg","PF","USA","BC Hoverla (UKR)","2012-2013","433-lud","17"
"130","14","Ivan"," Elliott ","03.11.1986","27","2.03m","104kg","PF","USA","s.Oliver Baskets","2012-2013","433-lud","17"
"131","12","Nedim"," Hadzovic ","20.12.1990","23","2.05m","105kg","C","DEU","BBA Ludwigsburg (NBBL)","2012-2013","433-lud","17"
"132","10","Stefan"," Ilzhöfer ","21.03.1995","19","2.00m","85kg","SF","DEU","VFL Kirchheim","2012-2013","433-lud","17"
"133","55","Joshua"," Jackson ","17.12.1985","28","1.89m","82kg","SG","USA","Sokhumi (GEO)","2012-2013","433-lud","17"
"134","16","Johannes"," Joos ","11.01.1995","19","2.00m","95kg","C","DEU","BG Tamm/ Bietigheim","2012-2013","433-lud","17"
"135","11","Tim"," Koch ","01.02.1989","25","1.96m","90kg","SF","DEU","BSG Ludwigsburg","2012-2013","433-lud","17"
"136","","Justin"," Konietzke ","17.10.1993","20","2.00m","94kg","C","DEU","BBA Ludwigsburg (NBBL)","2012-2013","433-lud","17"
"137","9","Jonathan"," Maier ","09.12.1992","21","2.10m","100kg","SF","DEU","BBA Ludwigsburg (NBBL)","2012-2013","433-lud","17"
"138","8","Lucca"," Staiger ","14.06.1988","26","1.96m","93kg","SG","DEU","ALBA BERLIN","2012-2013","433-lud","17"
"139","23","Kammron "," Taylor **","28.08.1984","29","1.88m","80kg","PG","USA","*bis 01/2013 im Kader","2012-2013","433-lud","17"
"140","4","John"," Turek ","19.02.1983","31","2.06m","110kg","C","USA","Trefl Sopot (POL)","2012-2013","433-lud","17"
"141","32","David"," Weaver **","09.10.1987","26","2.09m","113kg","C","USA","*bis 01/2013 im Kader","2012-2013","433-lud","17"
"142","24","Max"," Weber ","23.04.1985","29","2.01m","97kg","SF","DEU","BG Göttingen","2012-2013","433-lud","17"
"143","20","Lawrence"," Westbrook ","17.01.1988","26","1.83m","84kg","PG","USA","Hapoel Kazrin/Galil (ISR)","2012-2013","433-lud","17"
"144","23","Derrick"," Zimmerman ","02.12.1981","32","1.89m","90kg","PG","USA","BC Dnipro Azot (UKR)","2012-2013","433-lud","17"
"145","13","Robert"," Zinn  ","22.02.1995","19","1.95m","80kg","PG","DEU","BSG Ludwigsburg","2012-2013","433-lud","17"
"146","32","Mustafa"," Abdul-Hamid ","02.06.1988","26","1.88m","88kg","PG","USA","Novo Mesto (SLO)","2012-2013","430-old","2"
"147","","Paul"," Albrecht ","02.04.1993","21","2.03m","103kg","PF","DEU","Science City Jena","2012-2013","430-old","2"
"148","5","Dominik"," Bahiense de Mello ","15.02.1985","29","1.90m","94kg","SG","DEU","DEUTSCHE BANK SKYLINERS","2012-2013","430-old","2"
"149","30","Ronald"," Burrell ","21.07.1983","31","2.04m","102kg","PF","USA","Asseco Prokom Gdynia","2012-2013","430-old","2"
"150","11","Adam"," Chubb ","05.07.1981","33","2.08m","115kg","C","USA","CAI Saragossa (ESP)","2012-2013","430-old","2"
"151","24","Jannik"," Freese ","13.08.1986","28","2.11m","112kg","C","DEU","LTi GIESSEN 46ers","2012-2013","430-old","2"
"152","21","Anselm"," Hartmann ","12.02.1993","21","1.91m","87kg","PG","DEU","Tus Jena","2012-2013","430-old","2"
"153","22","Julius"," Jenkins ","10.02.1981","33","1.87m","81kg","SG","USA","Brose Baskets","2012-2013","430-old","2"
"154","7","Dru"," Joyce ","29.01.1985","29","1.82m","76kg","PG","USA","TBB Trier","2012-2013","430-old","2"
"155","4","Chris"," Kramer ","04.04.1988","26","1.91m","90kg","SG","USA","s.Oliver Baskets","2012-2013","430-old","2"
"156","23","Rickey"," Paulding ","23.10.1982","31","1.96m","100kg","SF","USA","Gravelines Dunkerque (FRA)","2012-2013","430-old","2"
"157","12","Robin"," Smeulders ","19.06.1987","27","2.08m","106kg","C","DEU","Portland (USA)","2012-2013","430-old","2"
"158","20","Kevin"," Smit ","06.04.1991","23","1.83m","70kg","PG","DEU","Junior Baskets Oldenburg","2012-2013","430-old","2"
"159","10","Konrad"," Wysocki ","28.03.1982","32","2.02m","104kg","SF","DEU","PGE Turow Zgorzelec (POL)","2012-2013","430-old","2"
"160","","Phillip"," Daubner ","09.04.1994","20","1.97m","76kg","SG","DEU","Franken Hexer","2012-2013","420-bam","1"
"161","30","Dino"," Dizdarevic ","18.03.1995","19","1.91m","85kg","PG","DEU","Franken Hexer","2012-2013","420-bam","1"
"162","","Alexander"," Engel ","27.09.1993","20","1.87m","80kg","PG","DEU","Franken Hexer","2012-2013","420-bam","1"
"163","15","Sharrod"," Ford ","09.09.1982","31","2.06m","110kg","PF","USA","Erie Bayhawks (NBA D-League)","2012-2013","420-bam","1"
"164","25","Anton"," Gavel ","24.10.1984","29","1.89m","87kg","PG","DEU","Aris Saloniki (GRE)","2012-2013","420-bam","1"
"165","4","Sergerio"," Gipson ","15.02.1980","34","1.93m","89kg","SG","USA","*bis 02/2013 im Kader","2012-2013","420-bam","1"
"166","5","John"," Goldsberry ","19.10.1982","31","1.91m","83kg","PG","USA","Artland Dragons","2012-2013","420-bam","1"
"167","23","Casey"," Jacobsen ","19.03.1981","33","1.98m","97kg","SG","USA","ALBA BERLIN","2012-2013","420-bam","1"
"168","","Tobias"," Korndoerfer ","18.04.1990","24","2.02m","75kg","SF","DEU","Ehingen/Urspringschule","2012-2013","420-bam","1"
"169","24","Jeremiah"," Massey ","22.07.1982","32","2.02m","107kg","PF","USA","*bis 04/2013 im Kader","2012-2013","420-bam","1"
"170","7","Bostjan"," Nachbar ","03.07.1980","34","2.06m","102kg","PF","SVN","UNICS Kazan (RUS)","2012-2013","420-bam","1"
"171","14","Philipp"," Neumann ","20.02.1992","22","2.09m","112kg","C","DEU","TSV Breitengüßbach","2012-2013","420-bam","1"
"172","44","Andrew James"," Ogilvy ","17.06.1988","26","2.11m","113kg","C","AUS","Power Electronics Valencia (ESP)","2012-2013","420-bam","1"
"173","20","Alex"," Renfroe ","23.05.1986","28","1.91m","80kg","PG","USA","Blancos de Rueda Valladolid (ESP)","2012-2013","420-bam","1"
"174","10","Johannes"," Richter ","06.12.1993","20","2.05m","98kg","C","DEU","TTV Neustadt/Aisch","2012-2013","420-bam","1"
"175","18","Manuel"," Rockmann ","04.09.1991","22","1.93m","85kg","SF","DEU","TTL Bamberg","2012-2013","420-bam","1"
"176","12","Daniel"," Schmidt ","16.08.1990","24","1.86m","85kg","PG","DEU","TSV Tröster Breitengüßbach","2012-2013","420-bam","1"
"177","9","Karsten"," Tadda ","02.11.1988","25","1.90m","92kg","SG","DEU","TSV Breitengüßbach","2012-2013","420-bam","1"
"178","","Johannes"," Thiemann ","09.02.1994","20","2.03m","102kg","SF","DEU","Franken Hexer","2012-2013","420-bam","1"
"179","55","Matt"," Walsh ","02.12.1982","31","1.97m","100kg","SG","USA","Spirou Charleroi (BEL)","2012-2013","420-bam","1"
"180","","Latavious"," Williams **","29.03.1989","25","2.03m","88kg","PF","USA","*bis 12/2012 im Kader","2012-2013","420-bam","1"
"181","33","Maik"," Zirbes ","29.01.1990","24","2.07m","115kg","C","DEU","TBB Trier","2012-2013","420-bam","1"
"182","24","Dwayne"," Anderson ","22.06.1986","28","2.01m","98kg","PF","USA","Piacenza (ITA)","2012-2013","540-wur","8"
"183","21","Jason Gregory"," Boone ","08.10.1985","28","2.03m","115kg","C","USA","BG Göttingen","2012-2013","540-wur","8"
"184","25","Oliver"," Clay ","28.08.1987","26","2.06m","98kg","PF","DEU","TBB Trier","2012-2013","540-wur","8"
"185","12","Constantin"," Ebert ","09.01.1996","18","1.82m","65kg","PG","DEU","TB Würzburg","2012-2013","540-wur","8"
"186","17","Osiris"," Eldridge ","18.06.1988","26","1.91m","86kg","SG","USA","Boulazac Basket Dordogne (FRA)","2012-2013","540-wur","8"
"187","22","Christoph"," Henneberger ","22.02.1984","30","1.88m","90kg","SG","DEU","TG Würzburg","2012-2013","540-wur","8"
"188","23","Malte"," Herwig ","07.02.1992","22","2.03m","108kg","PF","DEU","BG Göttingen","2012-2013","540-wur","8"
"189","22","Cornelius"," Höpfner ","11.05.1999","15","1.87m","82kg","SG","DEU","TG Würzburg","2012-2013","540-wur","8"
"190","12","Ben"," Jacobson ","16.09.1983","30","1.90m","88kg","PG","USA","Boulazac Baskets (FRA)","2012-2013","540-wur","8"
"191","7","Alex"," King ","20.02.1985","29","2.00m","100kg","SF","DEU","Telekom Baskets Bonn","2012-2013","540-wur","8"
"192","14","Maximilian"," Kleber ","29.01.1992","22","2.07m","98kg","PF","DEU","TG Würzburg","2012-2013","540-wur","8"
"193","6","Mike"," Lenzly ","01.05.1981","33","1.89m","86kg","PG","GBR","CEZ Basketball Nymburk (CZE)","2012-2013","540-wur","8"
"194","11","John"," Little ","24.09.1984","29","1.82m","88kg","SG","USA","BG Göttingen","2012-2013","540-wur","8"
"195","8","Lamont"," McIntosh ","01.07.1982","32","1.90m","85kg","SG","USA","EK Kavalas (GRE)","2012-2013","540-wur","8"
"196","20","Jimmy"," McKinney ","02.08.1983","31","1.92m","90kg","SG","USA","FRAPORT SKYLINERS","2012-2013","540-wur","8"
"197","13","Chris"," McNaughton ","11.10.1982","31","2.11m","110kg","C","DEU","Eisbären Bremerhaven","2012-2013","540-wur","8"
"198","5","Courtney"," Pigram **","14.11.1985","28","1.85m","88kg","PG","USA","*bis 02/2013 im Kader","2012-2013","540-wur","8"
"199","","Manuel"," Pohl ","03.11.1993","20","1.93m","80kg","SG","DEU","TG Würzburg","2012-2013","540-wur","8"
"200","5","Frank"," Robinson ","01.06.1984","30","1.94m","94kg","SF","USA","Budivelynk (UKR)","2012-2013","540-wur","8"
"201","9","Maurice"," Stuckey ","30.05.1990","24","1.87m","88kg","PG","DEU","Brose Baskets","2012-2013","540-wur","8"
"202","18","Maximilian"," Ugrai ","28.07.1995","19","1.98m","90kg","PF","DEU","TG Würzburg","2012-2013","540-wur","8"
"203","7","Sebastian"," Betz ","12.06.1985","29","1.97m","90kg","SF","DEU","TSV Tröster Breitengüßbach","2012-2013","418-ulm","5"
