"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"104","13","Ernest"," Novak ","05.06.1977","37","1.94m","89kg","","XXX","Geoplin S. Ljubljana (SLO) ","2003-2004","433-lud","14"
"105","5","Derrick"," Phelps ","31.07.1972","42","1.92m","105kg","","XXX","CSP Limoges (FRA)","2003-2004","433-lud","14"
"106","9","Velibor"," Radovic ","16.03.1972","42","2.02m","103kg","","XXX","SLUC Nancy (FRA)","2003-2004","433-lud","14"
"107","8","David"," Rotim ","06.07.1985","29","1.97m","92kg","","DEU","BSG Ludwigsburg ","2003-2004","433-lud","14"
"108","15","Marko"," Samanic ","11.05.1973","41","2.00m","103kg","","XXX","KK Zadar (CRO)","2003-2004","433-lud","14"
"109","","Christopher"," Sneed ","22.04.1974","40","2.00m","96kg","","XXX","ART Düsseldorf","2003-2004","433-lud","14"
"110","","Bruno"," Soce ","01.01.1944","70","2.00m","102kg","","XXX","UBC Münster","2003-2004","433-lud","14"
"111","5","Josip"," Vrankovic ","26.10.1976","37","1.98m","95kg","","XXX","* bis 01/2004 im Verein","2003-2004","433-lud","14"
"112","11","Philipp"," Wildermuth ","19.03.1980","34","1.95m","90kg","","DEU","Crailsheim Merlins","2003-2004","433-lud","14"
"113","","Don"," Beck ","02.06.1953","61","1.83m","0kg","","XXX","TBB Trier","2003-2004","430-old","4"
"114","13","Pavel"," Becka ","07.11.1970","43","2.05m","111kg","","XXX","Lokomotiva Usti Nad Laben","2003-2004","430-old","4"
"115","12","Terry"," Black ","15.09.1978","35","1.95m","90kg","","XXX","Changwon LG Sakers (KOR)","2003-2004","430-old","4"
"116","10","Terrel"," Castle ","12.09.1972","41","1.82m","80kg","","XXX","SIG Strabourg (FRA)","2003-2004","430-old","4"
"117","7","Jasmin"," Catovic ","18.11.1983","30","2.01m","96kg","","XXX","Savinjski Hopsi Polzela (SLO) ","2003-2004","430-old","4"
"118","8","Mike"," Doyle ","26.04.1968","46","2.00m","102kg","","XXX","Honka Espoo (FIN)","2003-2004","430-old","4"
"119","11","Gary"," Gray ","02.09.1969","44","2.04m","107kg","","XXX","UCSB (USA)","2003-2004","430-old","4"
"120","","Ralph"," Held ","28.11.1957","56","1.94m","0kg","","DEU","TBB Trier","2003-2004","430-old","4"
"121","15","Steven"," Hutchinson ","17.01.1968","46","2.00m","96kg","","DEU","Bayer Giants Leverkusen","2003-2004","430-old","4"
"122","9","Sean"," Jackson ","26.07.1973","41","1.95m","90kg","","XXX","TBB Trier","2003-2004","430-old","4"
"123","","Nenad"," Josipovic ","18.04.1963","51","1.93m","80kg","","XXX","K.K. Split","2003-2004","430-old","4"
"124","7","Tom"," Lipke ","01.01.2003","11","0.00m","0kg","","XXX","","2003-2004","430-old","4"
"125","15","Michael"," Martin ","20.02.1974","40","2.01m","100kg","","XXX","* bis 01/2004 im Verein","2003-2004","430-old","4"
"126","14","Tyron"," McCoy ","20.11.1972","41","1.94m","93kg","","XXX","OPEL SKYLINERS","2003-2004","430-old","4"
"127","","Tony"," Moore ","01.01.2003","11","0.00m","0kg","SF","XXX","","2003-2004","430-old","4"
"128","5","Elvir"," Ovcina ","16.07.1976","38","2.12m","117kg","","XXX","KK Pivovarna Lasko","2003-2004","430-old","4"
"129","4","Götz"," Rohdewald ","01.07.1975","39","1.95m","90kg","","DEU","TSV Quakenbrück","2003-2004","430-old","4"
"130","6","Daniel"," Strauch ","08.01.1981","33","2.00m","108kg","","DEU","Artland Dragons","2003-2004","430-old","4"
"131","15","Marko"," Verginella ","06.06.1978","36","2.03m","0kg","","XXX","ALBA BERLIN","2003-2004","430-old","4"
"132","","Jörg"," von Döllen ","21.03.1982","32","2.04m","92kg","","DEU","Rasta Vechta","2003-2004","430-old","4"
"133","","Dirk"," Bauermann ","10.12.1957","56","1.86m","0kg","","DEU","BC Dafni Athen (GRE)","2003-2004","420-bam","5"
"134","8","Jugoslav"," Dasic ","03.01.1980","34","1.97m","95kg","","XXX","Reggio Calabria (ITA)","2003-2004","420-bam","5"
"135","4","Chris"," Ensminger ","08.12.1973","40","2.09m","118kg","","XXX","MBC","2003-2004","420-bam","5"
"136","6","Steffen"," Hamann ","14.06.1981","33","1.86m","75kg","","DEU","TSV Tröster Breitengüßbach","2003-2004","420-bam","5"
"137","","Raymond"," Hasler ","19.01.1984","30","2.10m","108kg","","DEU","TV Schwabach","2003-2004","420-bam","5"
"138","9","Uvis"," Helmanis ","10.06.1972","42","2.02m","118kg","","XXX","Bayer Giants Leverkusen","2003-2004","420-bam","5"
"139","12","Gert"," Kullamäe ","03.06.1971","43","1.96m","97kg","","XXX","BBC Oostende (BEL)","2003-2004","420-bam","5"
"140","11","Mike"," Nahar ","07.05.1971","43","2.11m","112kg","","XXX","BC Oostende (BEL)","2003-2004","420-bam","5"
"141","","Florian"," Neumann ","21.05.1982","32","1.94m","88kg","","DEU","TSV Breitengüßbach","2003-2004","420-bam","5"
"142","14","Andreas"," Saller ","03.09.1982","31","2.05m","100kg","","DEU","TSV Tröster Breitengüßbach","2003-2004","420-bam","5"
"143","15","Jason"," Sasser ","03.01.1974","40","2.00m","100kg","","XXX","Gary Steelheads (ENG)","2003-2004","420-bam","5"
"144","7","Rick"," Stafford ","19.04.1972","42","1.90m","92kg","","DEU","Avitos Gießen","2003-2004","420-bam","5"
"145","","Volker"," Stix ","04.07.1974","40","1.78m","0kg","","DEU","TSV Breitengüßbach","2003-2004","420-bam","5"
"146","5","Derrick"," Taylor ","20.11.1963","50","1.83m","85kg","","DEU","OPEL SKYLINERS","2003-2004","420-bam","5"
"147","15","Derek"," Vogel ","10.06.1974","40","1.97m","92kg","","XXX","Avitos Gießen","2003-2004","420-bam","5"
"148","8","Max"," Weber ","23.04.1985","29","2.00m","99kg","","DEU","Lima (PER)","2003-2004","420-bam","5"
"149","10","Volkmar"," Zapf ","19.08.1970","43","1.94m","85kg","","DEU","TSV Tröster Breitengüßbach","2003-2004","420-bam","5"
"150","13","Radisa"," Zdravkovic ","30.06.1976","38","1.92m","92kg","","DEU","TSK Würzburg","2003-2004","420-bam","5"
"151","11","James-Earl"," Duncan ","15.06.1977","37","1.88m","79kg","","XXX","College Kanada ","2003-2004","435-art","9"
"152","","Ingo"," Eislage ","06.11.1985","28","1.85m","78kg","","DEU","TSV Quakenbrück","2003-2004","435-art","9"
"153","","Chris"," Fleming ","03.03.1970","44","1.00m","90kg","","XXX","Uni of Richmond (USA) ","2003-2004","435-art","9"
"154","14","Jens-Uwe"," Gordon ","13.08.1967","47","2.06m","100kg","","DEU","EWE Oldenburg","2003-2004","435-art","9"
"155","9","Aaron-Joseph"," Granger ","24.04.1978","36","2.00m","104kg","","XXX","Adecco Madrid (ESP) ","2003-2004","435-art","9"
"156","","Lauritz"," Ingram ","16.06.1950","64","1.00m","80kg","","XXX","DJK Würzburg","2003-2004","435-art","9"
"157","5","Michael-Hakim"," Jordan ","24.06.1977","37","1.83m","83kg","","XXX","CB Murcia (ESP) ","2003-2004","435-art","9"
"158","13","Sotiris"," Karapostolou ","15.07.1979","35","1.94m","83kg","","XXX","New Hampshire Uni (USA) ","2003-2004","435-art","9"
"159","","Marek"," Kulinski ","06.04.1985","29","1.87m","85kg","","DEU","TSV Quakenbrück","2003-2004","435-art","9"
"160","4","Johnny-Jacob"," McNeil ","27.02.1968","46","2.00m","114kg","","XXX","Fürstenfeld (AUT) ","2003-2004","435-art","9"
"161","","Stefen"," Müller ","20.04.1984","30","1.89m","80kg","","DEU","Artland Dragons Jugend","2003-2004","435-art","9"
"162","10","Jan"," Rohdewald ","22.03.1973","41","1.94m","89kg","","DEU","EnBW Ludwigsburg","2003-2004","435-art","9"
"163","","Alexander"," Schwarz ","20.10.1984","29","1.97m","87kg","","DEU","Artland Dragons Jugend","2003-2004","435-art","9"
"164","8","Konstantinos"," Stavropoulos ","07.02.1975","39","1.98m","85kg","","XXX","Epinal (FRA)","2003-2004","435-art","9"
"165","","Silvio"," Turkovic ","15.11.1978","35","2.09m","110kg","","XXX","Detal Inowroclaw (POL)","2003-2004","435-art","9"
"166","7","Mislav"," Ucovic ","01.05.1975","39","1.95m","84kg","","XXX","BG Zagreb (CRO) ","2003-2004","435-art","9"
"167","6","Zoran"," Viskovic ","14.07.1975","39","2.11m","110kg","","XXX","Aveiro Basket (POL)","2003-2004","435-art","9"
"168","","Steve"," Wachalski ","05.02.1983","31","2.02m","95kg","","DEU","QSC Osnabrück","2003-2004","435-art","9"
"169","6","Hakeem"," Ward ","04.07.1974","40","2.02m","111kg","","XXX","Los Barrios (ESP)","2003-2004","435-art","9"
"170","15","Arne"," Woltmann ","22.08.1974","39","2.00m","101kg","","DEU","Oldenburger TB ","2003-2004","435-art","9"
"171","","Frank"," Baum ","15.03.1970","44","1.95m","95kg","","DEU","TBB Trier","2003-2004","414-tri","8"
"172","12","Simon"," Casel ","21.09.1981","32","2.00m","95kg","","DEU","St.Anselm College (USA)","2003-2004","414-tri","8"
"173","8","Tomasz"," Celej ","17.02.1978","36","1.96m","90kg","","XXX","ZKS UNIA Tarnow ","2003-2004","414-tri","8"
"174","11","Frank"," Drmic ","07.02.1978","36","2.02m","100kg","","XXX","","2003-2004","414-tri","8"
"175","","Henning"," Fröhlich ","16.03.1982","32","1.83m","82kg","","DEU","eigene Jugend","2003-2004","414-tri","8"
"176","10","James"," Havrilla ","22.07.1969","45","2.00m","120kg","","XXX","Ionikos Thessaloniki (GRE) ","2003-2004","414-tri","8"
"177","13","Sebastian"," Häfele ","10.09.1983","30","2.04m","100kg","","DEU","Bayer Giants Leverkusen","2003-2004","414-tri","8"
"178","5","Mike"," Lenzly ","01.05.1981","33","1.90m","86kg","","XXX","Wofford College (USA) ","2003-2004","414-tri","8"
"179","7","James"," Marsh ","14.07.1970","44","1.93m","92kg","SF","DEU","Davidson University","2003-2004","414-tri","8"
"180","9","Bjorn-Aubre"," McKie ","07.04.1977","37","1.87m","90kg","","XXX","Avitos Gießen","2003-2004","414-tri","8"
"181","15","Detlef"," Musch ","28.03.1970","44","2.12m","112kg","","DEU","ratiopharm Ulm","2003-2004","414-tri","8"
"182","14","Oliver"," Narr-Bolduan ","21.07.1976","38","2.22m","120kg","","DEU","TSK uniVersa Bamberg","2003-2004","414-tri","8"
"183","8","Federico-Andres"," Pascual ","07.05.1982","32","1.98m","97kg","","XXX","Belgrano (ARG)","2003-2004","414-tri","8"
"184","14","Adrian-Scott"," Smith ","21.05.1977","37","2.02m","102kg","","XXX","BF Kopenhagen (DEN)","2003-2004","414-tri","8"
"185","4","Jarrett"," Stephens ","22.04.1977","37","1.98m","110kg","","XXX","Cantu (ITA)","2003-2004","414-tri","8"
"186","6","Sandis"," Valters ","31.08.1978","35","1.90m","85kg","","XXX","BK Skonto Riga (LET) ","2003-2004","414-tri","8"
"187","","Joseph"," Whelton ","15.02.1956","58","1.82m","85kg","","XXX","Avitos Gießen","2003-2004","414-tri","8"
"188","","Stephen"," Arigbabu ","15.02.1972","42","2.06m","117kg","","DEU","RheinEnergie Cologne","2003-2004","413-ber","1"
"189","5","John"," Best ","27.03.1971","43","2.03m","97kg","","XXX","Giants Leverkusen","2003-2004","413-ber","1"
"190","14","DeJuan"," Collins ","20.11.1976","37","1.87m","85kg","","XXX","WiredMinds Tübingen","2003-2004","413-ber","1"
"191","10","Mithat"," Demirel ","10.05.1978","36","1.85m","75kg","","DEU","MBC","2003-2004","413-ber","1"
"192","","Julius"," Dücker ","09.07.1984","30","0.00m","0kg","","DEU","TuS Lichterfelde","2003-2004","413-ber","1"
"193","10","Chuck"," Evans ","17.12.1971","42","1.80m","78kg","","DEU","Brandt Hagen","2003-2004","413-ber","1"
"194","11","Stefano"," Garris ","21.04.1979","35","1.98m","80kg","SF","DEU","TuS Lichterfelde","2003-2004","413-ber","1"
"195","13","Guido"," Grünheid ","25.10.1982","31","2.06m","92kg","","DEU","TuS Lichterfelde","2003-2004","413-ber","1"
"196","10","Marcel"," Karge ","09.05.1982","32","0.00m","0kg","","DEU","TuS Lichterfelde","2003-2004","413-ber","1"
"197","15","Sascha"," Leutloff ","03.10.1982","31","2.02m","97kg","","DEU","Tus Lichterfelde","2003-2004","413-ber","1"
"198","4","Raed"," Mostafa ","05.04.1984","30","1.98m","86kg","","DEU","TuS Lichterfelde","2003-2004","413-ber","1"
"199","","Emir"," Mutapcic ","27.05.1960","54","2.00m","0kg","","XXX","TuS Lichterfelde","2003-2004","413-ber","1"
"200","7","Marko"," Pesic ","06.12.1976","37","1.98m","90kg","","DEU","Iraklis Saloniki","2003-2004","413-ber","1"
"201","12","Vladimir"," Petrovic ","27.01.1977","37","1.97m","92kg","","XXX","Caceres C.B. (ESP)","2003-2004","413-ber","1"
"202","","Burkhard"," Prigge ","11.06.1964","50","1.88m","0kg","","DEU","","2003-2004","413-ber","1"
"203","4","Henrik"," Rödl ","14.03.1969","45","2.01m","90kg","","DEU","Uni of North Carolina(USA)","2003-2004","413-ber","1"
"204","","Heiko"," Schaffartzik ","03.01.1984","30","1.81m","76kg","","DEU","TuS Lichterfelde","2003-2004","413-ber","1"
"205","6","Jovo"," Stanojevic ","27.09.1977","36","2.07m","110kg","","XXX","Partizan Belgrad","2003-2004","413-ber","1"
"206","8","Szymon"," Szewczyk ","21.12.1982","31","2.08m","109kg","","XXX","TXU Braunschweig","2003-2004","413-ber","1"
"207","","Tommy"," Thorwarth ","01.12.1979","34","1.94m","87kg","","DEU","MBC","2003-2004","413-ber","1"
"208","9","Teoman"," Öztürk ","05.12.1967","46","2.08m","110kg","","DEU","Ülker Istanbul","2003-2004","413-ber","1"
"209","","Stefan"," Baeck ","12.04.1965","49","1.95m","90kg","","DEU","* bis 11/2003 im Verein","2003-2004","431-koel","6"
"210","11","Vladimir"," Bogojevic ","20.04.1976","38","1.94m","93kg","","DEU","Sicilia Messina (ITA)","2003-2004","431-koel","6"
"211","13","Marcin"," Gortat ","17.02.1984","30","2.13m","106kg","","XXX","Lodz (POL) ","2003-2004","431-koel","6"
"212","15","Geert"," Hammink ","12.07.1969","45","2.10m","106kg","","XXX","Aris Saloniki (GRE)","2003-2004","431-koel","6"
"213","8","Clint-Cotis"," Harrison ","23.09.1976","37","1.96m","92kg","","XXX","Mitteldeutscher BC","2003-2004","431-koel","6"
