"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"35","5","John"," Celestand ","01.01.1977","37","1.90m","88kg","","XXX","Skipper Bologna (ITA)","2004-2005","422-bra","12"
"36","","Henrik"," Dettmann ","01.01.1958","56","1.85m","84kg","","XXX","Mitteldeutscher BC","2004-2005","422-bra","12"
"37","10","Peter"," Fehse ","18.05.1983","31","2.11m","100kg","","DEU","Mitteldeutscher BC","2004-2005","422-bra","12"
"38","9","Gordan"," Firic ","01.09.1970","43","1.96m","92kg","","XXX","Sicc Jesi (ITA)","2004-2005","422-bra","12"
"39","15","Adam"," Hall ","01.03.1980","34","1.96m","90kg","","XXX","Tasmania Thunder (AUS)","2004-2005","422-bra","12"
"40","10","Marko"," Jovanovic ","06.01.1982","32","2.12m","100kg","","XXX","RheinEnergie Köln","2004-2005","422-bra","12"
"41","8","Prosper"," Karangwa ","17.05.1978","36","2.01m","87kg","","XXX","Al Ittihad (SYR)","2004-2005","422-bra","12"
"42","","Oliver"," Kostic ","20.02.1973","41","0.00m","0kg","","DEU","","2004-2005","422-bra","12"
"43","4","Jan"," Lipke ","24.07.1983","31","1.92m","89kg","","DEU","Oldenburger TB","2004-2005","422-bra","12"
"44","6","Pete"," Lisicky ","03.03.1976","38","1.90m","85kg","","XXX","Penn State University (USA)","2004-2005","422-bra","12"
"45","13","Mikko"," Noopila ","03.06.1977","37","2.04m","102kg","","XXX","New Mexico State University","2004-2005","422-bra","12"
"46","14","Flavio"," Stückemann ","03.04.1985","29","1.90m","80kg","","DEU","TuS Bramsche","2004-2005","422-bra","12"
"47","12","Zelimir"," Zagorac ","09.03.1981","33","2.04m","97kg","","XXX","Union Ljubljana (SLO)","2004-2005","422-bra","12"
"48","10","Luca"," Zoric ","01.01.2003","11","0.00m","0kg","","XXX","","2004-2005","422-bra","12"
"49","15","Malick"," Badiane ","01.11.1984","29","2.11m","106kg","","XXX","TV Langen","2004-2005","426-fra","4"
"50","","Sebastian"," Barth ","31.01.1985","29","1.93m","90kg","","DEU","TV Langen","2004-2005","426-fra","4"
"51","","Daphne"," Bouzikou ","21.09.1969","44","1.73m","0kg","","DEU","TATAMI Rhöndorf","2004-2005","426-fra","4"
"52","9","Ibrahim"," Diarra ","12.11.1973","40","1.95m","98kg","","XXX","Sodertalje Kings (SWE)","2004-2005","426-fra","4"
"53","","Murat"," Didin ","16.03.1955","59","1.86m","80kg","","XXX","Ankara DSY Spor (TR)","2004-2005","426-fra","4"
"54","5","Tyrone"," Ellis ","06.10.1977","36","1.94m","86kg","","XXX","Casademont Girona (ESP)","2004-2005","426-fra","4"
"55","22","Kavossy"," Franklin ","17.07.1975","39","1.88m","85kg","","XXX","Hunter Pirates (AUS)","2004-2005","426-fra","4"
"56","","Nikita"," Kartchenkov ","12.01.1987","27","2.01m","98kg","","DEU","TV Langen","2004-2005","426-fra","4"
"57","","Berent"," Kavaklioglu ","04.05.1986","28","1.86m","78kg","","XXX","Kolejliler Ankara (TUR)","2004-2005","426-fra","4"
"58","14","Alex"," King ","20.02.1985","29","2.00m","100kg","SF","DEU","MTSV Schwabing","2004-2005","426-fra","4"
"59","16","Fredrick"," Kleemichen ","26.08.1986","27","2.07m","105kg","","DEU","MTV Kronberg","2004-2005","426-fra","4"
"60","7","Bernd"," Kruel ","01.06.1976","38","2.09m","103kg","","DEU","Brandt Hagen","2004-2005","426-fra","4"
"61","10","Jukka"," Matinen ","06.11.1978","35","2.03m","100kg","","XXX","Honka Espoo","2004-2005","426-fra","4"
"62","21","Spyro"," Panteliadis ","30.01.1977","37","1.90m","88kg","","XXX","Maroussi Athen (GRE)","2004-2005","426-fra","4"
"63","11","Pascal"," Roller ","20.11.1976","37","1.80m","72kg","","DEU","USC Freiburg","2004-2005","426-fra","4"
"64","8","Mladjen"," Sljivancanin ","01.07.1985","29","2.00m","92kg","","XXX","Partizan Belgrad (S&M)","2004-2005","426-fra","4"
"65","","Patrick"," Taubert ","27.01.1987","27","1.97m","92kg","","DEU","MTV Kronberg ","2004-2005","426-fra","4"
"66","17","Miroslav"," Todic ","06.01.1985","29","2.05m","94kg","","XXX","Olympia Ljubjana (SLO)","2004-2005","426-fra","4"
"67","12","Christopher"," Williams ","09.07.1980","34","2.01m","108kg","","XXX","Sidney Kings Star (AUS)","2004-2005","426-fra","4"
"68","20","Hasan"," Özkan ","05.06.1981","33","2.05m","112kg","","XXX","Tofas Bursa (TUR)","2004-2005","426-fra","4"
"69","14","Adebayo"," Akinkunle ","15.04.1975","39","2.05m","107kg","","XXX","Matsushita Electric (JAP)","2004-2005","433-lud","8"
"70","9","Mirko"," Anastasov ","03.11.1984","29","2.06m","100kg","","DEU","eigene Jugend","2004-2005","433-lud","8"
"71","","Jermaine"," Dearman ","17.12.1980","33","2.03m","100kg","","XXX","Southern Illinois Uni (NCAA) ","2004-2005","433-lud","8"
"72","12","Ervin"," Dragsic ","22.10.1974","39","1.83m","79kg","","XXX","Avitos Gießen","2004-2005","433-lud","8"
"73","","Ebi"," Ere ","03.08.1981","33","1.96m","93kg","","XXX","University of Oklahoma (USA)","2004-2005","433-lud","8"
"74","8","Andrius"," Giedraitis ","23.07.1973","41","1.96m","93kg","","XXX","Lietuvos Rytas Vilnius (LIT)","2004-2005","433-lud","8"
"75","5","Jerry"," Green ","12.02.1980","34","1.91m","90kg","","XXX","Czarni Slupsk (POL)","2004-2005","433-lud","8"
"76","10","Ermin"," Jazvin ","03.12.1980","33","2.07m","115kg","","XXX","Bosna ASA Sarajewo (BIH)","2004-2005","433-lud","8"
"77","18","Kosta"," Karamatsos ","14.01.1986","28","1.95m","90kg","","DEU","BSG Ludwigsburg ","2004-2005","433-lud","8"
"78","11","Andy"," Kwiatkowski ","17.01.1979","35","2.02m","99kg","","XXX","OPEL SKYLINERS","2004-2005","433-lud","8"
"79","22","Vidal"," Massiah ","01.02.1979","35","1.98m","92kg","","XXX","* bis 11/2004 im Verein","2004-2005","433-lud","8"
"80","13","Ernest"," Novak ","05.06.1977","37","1.94m","89kg","","XXX","Geoplin S. Ljubljana (SLO) ","2004-2005","433-lud","8"
"81","","Silvano"," Poropat ","16.04.1971","43","1.85m","80kg","","XXX","BG Ludwigsburg","2004-2005","433-lud","8"
"82","16","David"," Rotim ","06.07.1985","29","1.97m","92kg","","DEU","BSG Ludwigsburg ","2004-2005","433-lud","8"
"83","15","Marko"," Samanic ","11.05.1973","41","2.00m","103kg","","XXX","KK Zadar (CRO)","2004-2005","433-lud","8"
"84","16","Ismaila"," Sy ","29.05.1979","35","1.92m","86kg","","XXX","SLUC Nancy (FRA)","2004-2005","433-lud","8"
"85","6","Lamayn"," Wilson ","11.06.1980","34","2.03m","101kg","","XXX","Avtodor Saratov (RUS)","2004-2005","433-lud","8"
"86","","Don"," Beck ","02.06.1953","61","1.83m","0kg","","XXX","TBB Trier","2004-2005","430-old","7"
"87","30","Mike"," Bernard ","14.07.1978","36","2.03m","100kg","","XXX","Pallacanestro Cantu (ITA)","2004-2005","430-old","7"
"88","12","Terry"," Black ","15.09.1978","35","1.95m","90kg","","XXX","Changwon LG Sakers (KOR)","2004-2005","430-old","7"
"89","10","Paul"," Burke ","02.08.1972","42","1.88m","87kg","","XXX","Mitteldeutscher BC","2004-2005","430-old","7"
"90","11","Frank"," Drmic ","07.02.1978","36","2.02m","100kg","","XXX","TBB Trier","2004-2005","430-old","7"
"91","","Yannick"," Evans ","02.05.1986","28","2.02m","94kg","","DEU","TuS Lichterfelde","2004-2005","430-old","7"
"92","","Ralph"," Held ","28.11.1957","56","1.94m","0kg","","DEU","TBB Trier","2004-2005","430-old","7"
"93","34","Wilbur"," Johnson ","15.09.1974","39","2.06m","108kg","","XXX","Giessen46ers","2004-2005","430-old","7"
"94","","Nenad"," Josipovic ","18.04.1963","51","1.93m","80kg","","XXX","K.K. Split","2004-2005","430-old","7"
"95","32","Muhammed"," Lasege ","06.05.1980","34","2.08m","100kg","","XXX","Louisville (Coll. USA)","2004-2005","430-old","7"
"96","","Tom"," Lipke ","12.04.1986","28","1.93m","96kg","","DEU","SG Braunschweig","2004-2005","430-old","7"
"97","13","Felipe"," Lopez ","19.12.1974","39","1.96m","93kg","","XXX","Long Beach Jam (USA)","2004-2005","430-old","7"
"98","14","Tyron"," McCoy ","20.11.1972","41","1.94m","93kg","","XXX","OPEL SKYLINERS","2004-2005","430-old","7"
"99","","Marek"," Pazur ","06.10.1983","30","1.89m","85kg","","DEU","BTS Neustadt","2004-2005","430-old","7"
"100","15","Bogdan"," Popescu ","27.11.1978","35","2.01m","98kg","","XXX","Quattro Bree (BEL)","2004-2005","430-old","7"
"101","4","Götz"," Rohdewald ","01.07.1975","39","1.95m","90kg","","DEU","TSV Quakenbrück","2004-2005","430-old","7"
"102","6","Daniel"," Strauch ","08.01.1981","33","2.00m","108kg","","DEU","Artland Dragons","2004-2005","430-old","7"
"103","18","Kristaps"," Valters ","18.09.1981","32","1.85m","78kg","","XXX","ASK Broceni Riga (LAT)","2004-2005","430-old","7"
"104","20","Koko"," Archibong ","10.05.1981","33","2.03m","98kg","","XXX","Pau Orthez (FRA)","2004-2005","420-bam","2"
"105","","Dirk"," Bauermann ","10.12.1957","56","1.86m","0kg","","DEU","BC Dafni Athen (GRE)","2004-2005","420-bam","2"
"106","10","Hurl"," Beechum ","02.05.1973","41","1.95m","95kg","SF","DEU","JP Fuenlabrada (ESP)","2004-2005","420-bam","2"
"107","4","Chris"," Ensminger ","08.12.1973","40","2.09m","118kg","","XXX","Mitteldeutscher BC","2004-2005","420-bam","2"
"108","18","Philip"," Först ","01.01.2003","11","0.00m","0kg","","DEU","","2004-2005","420-bam","2"
"109","6","Steffen"," Hamann ","14.06.1981","33","1.86m","75kg","","DEU","TSV Tröster Breitengüßbach","2004-2005","420-bam","2"
"110","17","Raymond"," Hasler ","19.01.1984","30","2.10m","108kg","","DEU","TV Schwabach","2004-2005","420-bam","2"
"111","9","Uvis"," Helmanis ","10.06.1972","42","2.02m","118kg","","XXX","Bayer Giants Leverkusen","2004-2005","420-bam","2"
"112","5","Demond"," Mallet ","22.02.1978","36","1.85m","81kg","","XXX","BS|ENERGY Braunschweig","2004-2005","420-bam","2"
"113","14","Dirk"," Mädrich ","16.07.1983","31","2.10m","110kg","","DEU","BS|ENERGY Braunschweig","2004-2005","420-bam","2"
"114","22","Mike"," Nahar ","07.05.1971","43","2.11m","112kg","","XXX","Panellinios Athen (GRE)","2004-2005","420-bam","2"
"115","11","Ivan"," Pavic ","30.09.1981","32","2.00m","99kg","","DEU","TSV Tröster Breitengüßbach","2004-2005","420-bam","2"
"116","12","Adam"," Radomirovic ","16.03.1986","28","1.91m","80kg","","DEU","Brandt Hagen","2004-2005","420-bam","2"
"117","7","Rick"," Stafford ","19.04.1972","42","1.90m","92kg","","DEU","Avitos Gießen","2004-2005","420-bam","2"
"118","","Volker"," Stix ","04.07.1974","40","1.78m","0kg","","DEU","TSV Breitengüßbach","2004-2005","420-bam","2"
"119","41","Derrick"," Taylor ","20.11.1963","50","1.83m","85kg","","DEU","OPEL SKYLINERS","2004-2005","420-bam","2"
"120","8","Max"," Weber ","23.04.1985","29","2.00m","99kg","","DEU","Lima (PER)","2004-2005","420-bam","2"
"121","19","Volkmar"," Zapf ","19.08.1970","43","1.94m","85kg","","DEU","TSV Tröster Breitengüßbach","2004-2005","420-bam","2"
"122","12","Bryan"," Bailey ","13.05.1980","34","1.85m","77kg","","XXX","Landstede Zwolle (NED)","2004-2005","435-art","5"
"123","7","Marko"," Bulic ","26.03.1974","40","1.94m","89kg","","XXX","KK Zadar (CRO)","2004-2005","435-art","5"
"124","18","Ben"," Ebong ","20.01.1976","38","2.01m","100kg","","XXX","Maratonistas de Coamo (PUR)","2004-2005","435-art","5"
"125","","Ingo"," Eislage ","06.11.1985","28","1.85m","78kg","","DEU","TSV Quakenbrück","2004-2005","435-art","5"
"126","","Chris"," Fleming ","03.03.1970","44","1.90m","90kg","","XXX","Uni of Richmond (USA) ","2004-2005","435-art","5"
"127","11","Darius"," Hall ","16.03.1973","41","2.01m","95kg","","XXX","BC Pepinster (BEL)","2004-2005","435-art","5"
"128","14","Jan-Hendrik"," Jagla ","25.06.1981","33","2.12m","105kg","","DEU","Panellionis Athen (GRE)","2004-2005","435-art","5"
"129","6","Igor"," Jokic ","13.08.1980","34","2.03m","100kg","","XXX","Pivovarna Lasko (SLO)","2004-2005","435-art","5"
"130","23","Michael-Hakim"," Jordan ","24.06.1977","37","1.83m","83kg","","XXX","CB Murcia (ESP) ","2004-2005","435-art","5"
"131","4","Johnny-Jacob"," McNeil ","27.02.1968","46","2.00m","114kg","","XXX","Fürstenfeld (AUT) ","2004-2005","435-art","5"
"132","","Steffen"," Müller ","20.04.1984","30","1.89m","80kg","","DEU","Artland Dragons Jugend","2004-2005","435-art","5"
"133","5","Hrvoje"," Puljko ","13.02.1983","31","1.93m","90kg","","XXX","KK Zrinjevac Zagreb (CRO)","2004-2005","435-art","5"
"134","","Ralf"," Rehberger ","20.10.1967","46","1.88m","80kg","","DEU","Giessen46ers","2004-2005","435-art","5"
"135","10","Jan"," Rohdewald ","22.03.1973","41","1.94m","89kg","","DEU","EnBW Ludwigsburg","2004-2005","435-art","5"
"136","8","Konstantinos"," Stavropoulos ","07.02.1975","39","1.98m","85kg","","XXX","Epinal (FRA)","2004-2005","435-art","5"
"137","15","Arne"," Woltmann ","22.08.1974","39","2.00m","101kg","","DEU","Oldenburger TB ","2004-2005","435-art","5"
"138","8","Uka"," Agbai ","07.05.1981","33","2.03m","100kg","","XXX","Boston College (USA)","2004-2005","414-tri","11"
"139","16","Dwayne"," Archbold ","07.03.1980","34","1.98m","93kg","SF","XXX","Clermont-Ferrand (FRA)","2004-2005","414-tri","11"
"140","","Frank"," Baum ","15.03.1970","44","1.95m","95kg","","DEU","TBB Trier","2004-2005","414-tri","11"
"141","4","Brian"," Brown ","14.02.1979","35","1.89m","97kg","","XXX","Fayetteville Patriots (NBDL)","2004-2005","414-tri","11"
"142","11","Nikola"," Dacevic ","05.09.1979","34","1.90m","85kg","","XXX","* bis 01/2005 im Verein","2004-2005","414-tri","11"
"143","17","Miloud"," Doubal ","02.12.1981","32","1.89m","85kg","","XXX","JDA Dijon (FRA)","2004-2005","414-tri","11"
"144","13","James"," Gillingham ","20.08.1981","32","1.92m","95kg","","XXX","Bradley University (USA)","2004-2005","414-tri","11"
"145","10","James"," Havrilla ","22.07.1969","45","2.10m","120kg","","XXX","Ionikos Thessaloniki (GRE) ","2004-2005","414-tri","11"
"146","7","James"," Marsh ","14.07.1970","44","1.93m","92kg","SF","DEU","Davidson University","2004-2005","414-tri","11"
"147","9","Bjorn-Aubre"," McKie ","07.04.1977","37","1.87m","90kg","","XXX","Avitos Gießen","2004-2005","414-tri","11"
"148","15","Detlef"," Musch ","28.03.1970","44","2.12m","112kg","","DEU","ratiopharm Ulm","2004-2005","414-tri","11"
"149","14","Slobodan"," Ocokoljic ","15.01.1980","34","2.03m","100kg","","XXX","Ohio State (USA)","2004-2005","414-tri","11"
"150","6","Patrick"," Palzer ","04.05.1980","34","1.85m","83kg","","DEU","eigene Jugend","2004-2005","414-tri","11"
"151","12","Johannes"," Stolz ","24.08.1984","29","1.99m","87kg","","DEU","eigene Jugend","2004-2005","414-tri","11"
"152","5","Derek"," Vogel ","10.06.1974","40","1.97m","92kg","","DEU","TSV Breitengüßbach","2004-2005","414-tri","11"
"153","","Joseph"," Whelton ","15.02.1956","58","1.82m","85kg","","XXX","Avitos Gießen","2004-2005","414-tri","11"
"154","5","Gerald"," Brown ","28.07.1975","39","1.93m","89kg","","XXX","Partizan Belgrad (S+M)","2004-2005","413-ber","1"
"155","15","Justin"," Brown ","13.05.1980","34","2.12m","105kg","","XXX","Snaidero Udine (ITA)","2004-2005","413-ber","1"
"156","10","Mithat"," Demirel ","10.05.1978","36","1.85m","75kg","","DEU","MBC","2004-2005","413-ber","1"
"157","11","Stefano"," Garris ","21.04.1979","35","1.98m","80kg","SF","DEU","TuS Lichterfelde","2004-2005","413-ber","1"
"158","13","Guido"," Grünheid ","25.10.1982","31","2.06m","92kg","","DEU","TuS Lichterfelde","2004-2005","413-ber","1"
"159","11","Robert"," Kulawick ","01.02.1986","28","1.95m","89kg","","DEU","TuS Lichterfelde","2004-2005","413-ber","1"
"160","15","Sascha"," Leutloff ","03.10.1982","31","2.02m","97kg","","DEU","Tus Lichterfelde","2004-2005","413-ber","1"
"161","6","Matej"," Mamic ","13.01.1975","39","2.03m","98kg","","XXX","Cibona Zagreb (CRO)","2004-2005","413-ber","1"
"162","8","Martynas"," Mazeika ","29.01.1985","29","1.92m","80kg","","XXX","Neptunas Kleipeda (LIT)","2004-2005","413-ber","1"
"163","","Burkhard"," Prigge ","11.06.1964","50","1.88m","0kg","","DEU","","2004-2005","413-ber","1"
"164","","Henrik"," Rödl ","14.03.1969","45","2.01m","90kg","","DEU","TuS Lichterfelde","2004-2005","413-ber","1"
"165","9","Jovo"," Stanojevic ","27.09.1977","36","2.07m","110kg","","XXX","Partizan Belgrad","2004-2005","413-ber","1"
"166","12","Szymon"," Szewczyk ","21.12.1982","31","2.08m","109kg","","XXX","TXU Braunschweig","2004-2005","413-ber","1"
"167","4","Tanel"," Tein ","10.01.1978","36","1.94m","90kg","","XXX","Idea Slask Wroclaw (POL)","2004-2005","413-ber","1"
"168","7","Michael"," Wright ","08.01.1980","34","2.03m","98kg","","XXX","Hapoel Tel Aviv (ISR)","2004-2005","413-ber","1"
"169","","Armin"," Andres ","05.04.1959","55","1.80m","77kg","","DEU","Brandt Hagen","2004-2005","431-koel","3"
"170","12","William"," Edwards ","22.08.1971","42","2.00m","105kg","","XXX","Hapoel Jerusalem (ISR)","2004-2005","431-koel","3"
"171","10","Joaquim"," Gomes ","23.12.1980","33","2.03m","100kg","","XXX","Valparaiso (USA)","2004-2005","431-koel","3"
"172","13","Marcin"," Gortat ","17.02.1984","30","2.13m","106kg","","XXX","Lodz (POL) ","2004-2005","431-koel","3"
"173","","Zoran"," Kukic ","01.12.1973","40","2.06m","111kg","","XXX","BC Borak Nectar","2004-2005","431-koel","3"
"174","","Philipp"," Köchling ","01.01.1977","37","0.00m","0kg","","DEU","","2004-2005","431-koel","3"
"175","42","Jörg"," Lütcke ","12.12.1975","38","2.01m","95kg","","DEU","TuS Lichterfelde","2004-2005","431-koel","3"
"176","7","Sebastian"," Machowski ","18.01.1972","42","2.00m","96kg","","DEU","erdgas basket Jena","2004-2005","431-koel","3"
"177","","Veselin"," Matic ","01.01.1960","54","1.80m","83kg","","XXX","","2004-2005","431-koel","3"
"178","23","Immanuel"," McElroy ","25.03.1980","34","1.94m","90kg","","XXX","Grand Rapids Michigan (USA)","2004-2005","431-koel","3"
"179","31","Savo"," Milovic ","13.02.1986","28","1.90m","85kg","","XXX","2BA Dragons ","2004-2005","431-koel","3"
"180","6","Sasa"," Obradovic ","29.01.1969","45","1.97m","95kg","","XXX","KK Buduconost (JUG)","2004-2005","431-koel","3"
"181","5","Elvir"," Ovcina ","16.07.1976","38","2.12m","117kg","","XXX","Olympiakos Piräus (GRE)","2004-2005","431-koel","3"
"182","20","Marko"," Pesic ","06.12.1976","37","1.98m","90kg","","DEU","ALBA Berlin","2004-2005","431-koel","3"
"183","","Ante"," Samodol ","19.10.1986","27","1.98m","95kg","","DEU","Hertener Löwen ","2004-2005","431-koel","3"
"184","9","Johannes"," Strasser ","13.06.1982","32","1.89m","80kg","","DEU","SER Rhöndorf","2004-2005","431-koel","3"
"185","8","Janar"," Talts ","07.04.1983","31","2.05m","102kg","","XXX","Tallin Kalev (EST)","2004-2005","431-koel","3"
"186","21","Marvin"," Willoughby ","31.01.1978","36","2.02m","100kg","","DEU","EB Pau-Orthez (FRA)","2004-2005","431-koel","3"
"187","16","Jannik"," Zimmer ","12.02.1986","28","1.92m","83kg","","DEU","2BA Dragons","2004-2005","431-koel","3"
"188","12","Jamal"," Basit ","17.09.1978","35","2.06m","103kg","","XXX","Avitos Gießen","2004-2005","416-lev","13"
"189","17","Maik"," Berger ","24.02.1984","30","1.75m","70kg","","DEU","SV Halle","2004-2005","416-lev","13"
"190","4","Carl"," Brown ","30.04.1967","47","1.77m","72kg","","XXX","Uni of Arkansas","2004-2005","416-lev","13"
"191","21","Nate"," Fox ","14.07.1977","37","2.04m","100kg","","XXX","MPC Groningen (NED)","2004-2005","416-lev","13"
"192","","Heimo"," Förster ","12.12.1964","49","1.90m","0kg","","DEU","TV Leichlingen","2004-2005","416-lev","13"
"193","6","Gordon"," Geib ","06.10.1983","30","1.80m","75kg","","DEU","ATV Wuppertal","2004-2005","416-lev","13"
"194","10","Demond"," Greene ","15.06.1979","35","1.85m","86kg","","DEU","s.Oliver Würzburg","2004-2005","416-lev","13"
"195","15","Lars"," Grübler ","22.08.1980","33","2.10m","103kg","","DEU","College (USA)","2004-2005","416-lev","13"
"196","7","Kristjan"," Kangur ","23.10.1982","31","2.02m","99kg","","XXX","Kalev Tallin (EST)","2004-2005","416-lev","13"
"197","14","Artur"," Kolodziejski ","18.09.1979","34","1.95m","90kg","","DEU","SSV Ulm","2004-2005","416-lev","13"
"198","","Achim"," Kuczmann ","11.03.1955","59","1.84m","0kg","","DEU","","2004-2005","416-lev","13"
"199","","Jakob"," Mayerhöfer ","23.05.1984","30","1.91m","86kg","","DEU","eigene Jugend","2004-2005","416-lev","13"
"200","9","Sven"," Schultze ","11.07.1978","36","2.06m","110kg","","DEU","ALBA BERLIN","2004-2005","416-lev","13"
"201","5","Alexander"," Seggelke ","02.11.1979","34","1.94m","94kg","","DEU","Rhöndorfer TV ","2004-2005","416-lev","13"
"202","11","Thomas"," Soltau ","11.03.1982","32","2.10m","115kg","","XXX","Sisu Kopenhagen (DEN)","2004-2005","416-lev","13"
"203","","Michal"," Twarog ","11.09.1983","30","1.88m","84kg","","XXX","eigene Jugend","2004-2005","416-lev","13"
"204","13","Matthias"," Weber ","01.02.1980","34","1.98m","83kg","","DEU","Bayer Giants","2004-2005","416-lev","13"
"205","8","Denis"," Wucherer ","07.05.1973","41","1.95m","95kg","","DEU","OPEL SKYLINERS","2004-2005","416-lev","13"
"206","4","Kyle"," Bankhead ","01.01.1980","34","1.84m","80kg","","XXX","*bis 12/2004 im Verein","2004-2005","445-sch","16"
"207","11","Achim"," Beiersmann ","26.10.1979","34","1.80m","85kg","","DEU","RE Schwelm","2004-2005","445-sch","16"
"208","9","Ryan"," Bond ","20.05.1974","40","2.07m","118kg","","XXX","Mabetex Pristina (ALB)","2004-2005","445-sch","16"
"209","18","Shannon"," Crooks ","11.12.1978","35","1.86m","87kg","","XXX","Boston Frenzy/ABA (USA)","2004-2005","445-sch","16"
"210","","Torsten"," Daume ","02.02.1971","43","1.85m","85kg","","DEU","RE Schwelm","2004-2005","445-sch","16"
"211","17","Lamont"," Evans ","25.07.1977","37","1.93m","89kg","","XXX","Dakota Lightning (USA)","2004-2005","445-sch","16"
"212","10","Vilius"," Gabsys ","26.09.1979","34","1.98m","98kg","","XXX","Atletas Kaunas (LIT)","2004-2005","445-sch","16"
