"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"62","21","Stefano"," Garris ","21.04.1979","35","1.98m","80kg","SF","DEU","TuS Lichterfelde","2005-2006","426-fra","14"
"63","14","Alex"," King ","20.02.1985","29","2.00m","100kg","SF","DEU","MTSV Schwabing","2005-2006","426-fra","14"
"64","7","Bernd"," Kruel ","01.06.1976","38","2.09m","103kg","","DEU","Brandt Hagen","2005-2006","426-fra","14"
"65","10","Jukka"," Matinen ","06.11.1978","35","2.03m","100kg","","FIN","Honka Espoo","2005-2006","426-fra","14"
"66","22","Rudy"," Mbemba ","29.08.1987","26","1.78m","73kg","","SWE","Stockholm Human Rights (SWE)","2005-2006","426-fra","14"
"67","12","Darren"," McLinton ","02.05.1974","40","1.82m","75kg","","USA","RheinEnergie Köln","2005-2006","426-fra","14"
"68","34","Antonio"," Meeking ","24.08.1981","32","2.03m","113kg","","USA","Charlotte Bobcats (USA)","2005-2006","426-fra","14"
"69","13","Mate"," Milisa ","07.01.1976","38","2.08m","110kg","","HRV","St.Petersburg (RUS)","2005-2006","426-fra","14"
"70","11","Pascal"," Roller ","20.11.1976","37","1.80m","72kg","","DEU","USC Freiburg","2005-2006","426-fra","14"
"71","17","Miroslav"," Todic ","06.01.1985","29","2.05m","94kg","","BIH","Olympia Ljubjana (SLO)","2005-2006","426-fra","14"
"72","","Ante"," Zaper ","17.01.1987","27","1.88m","82kg","","HRV","KK Split","2005-2006","426-fra","14"
"73","33","Brian"," Boddicker ","08.06.1981","33","2.00m","98kg","","USA","Galatasaray Istanbul (TUR)","2005-2006","433-lud","6"
"74","11","Radovan"," Cavlin ","23.09.1985","28","1.92m","90kg","","HRV","ABS Trimorje (SLO)","2005-2006","433-lud","6"
"75","21","Justin"," Davis ","22.04.1981","33","2.05m","105kg","","USA","Apollon Patras (GRE)","2005-2006","433-lud","6"
"76","8","Miljan"," Goljovic ","27.08.1971","42","2.03m","103kg","SF","SCG","MENT Vassilakis (GRE)","2005-2006","433-lud","6"
"77","5","Jerry"," Green ","12.02.1980","34","1.91m","90kg","","USA","Czarni Slupsk (POL)","2005-2006","433-lud","6"
"78","10","Ermin"," Jazvin ","03.12.1980","33","2.07m","115kg","","BIH","Bosna ASA Sarajewo (BIH)","2005-2006","433-lud","6"
"79","9","Nemanja"," Jelesijevic ","01.07.1979","35","2.08m","100kg","","SCG","Roter Stern Belgrad","2005-2006","433-lud","6"
"80","4","Goram"," Kalamiza ","05.02.1974","40","1.89m","85kg","","HRV","Dukagjini Pejë (SCG)","2005-2006","433-lud","6"
"81","13","Sascha"," Kesselring ","21.03.1985","29","2.09m","115kg","","DEU","BG Ludwigsburg","2005-2006","433-lud","6"
"82","7","Justin"," Love ","06.11.1978","35","1.89m","82kg","","USA","BK Ventspils (LAT)","2005-2006","433-lud","6"
"83","12","Nils"," Mittmann ","10.04.1979","35","2.01m","92kg","","DEU","TSK Würzburg","2005-2006","433-lud","6"
"84","15","Aleksej"," Nesovic ","14.03.1985","29","1.89m","88kg","","BIH","KK Crvena Beograd (SCG)","2005-2006","433-lud","6"
"85","","Silvano"," Poropat ","16.04.1971","43","1.85m","80kg","","HRV","BG Ludwigsburg","2005-2006","433-lud","6"
"86","23","Gordon"," Scott ","26.12.1976","37","1.94m","92kg","SF","USA","SOBA Dragons Rhöndorf","2005-2006","433-lud","6"
"87","21","Wesley-Gerard"," Wilson ","25.01.1980","34","2.11m","107kg","","USA","Shell Turbo Charges (PHI)","2005-2006","433-lud","6"
"88","","Miroslav"," Zujevic ","06.07.1967","47","2.05m","110kg","","SCG","VfL Kirchheim","2005-2006","433-lud","6"
"89","","Don"," Beck ","02.06.1953","61","1.83m","79kg","","USA","TBB Trier","2005-2006","430-old","8"
"90","13","Pavel"," Becka ","07.11.1970","43","2.05m","111kg","","CZE","EWE Baskets Oldenburg","2005-2006","430-old","8"
"91","30","LaVell"," Blanchard ","23.02.1981","33","2.01m","102kg","","USA","Reggio Calabria (ITA)","2005-2006","430-old","8"
"92","4","Carl"," Brown ","30.04.1967","47","1.77m","72kg","","USA","Bayer Giants Leverkusen","2005-2006","430-old","8"
"93","10","Paul"," Burke ","02.08.1972","42","1.88m","87kg","","SWE","Mitteldeutscher BC","2005-2006","430-old","8"
"94","50","David"," Dixon ","21.11.1976","37","2.11m","120kg","","USA","Tekelspor Istanbul (TUR)","2005-2006","430-old","8"
"95","42","William"," Edwards ","22.08.1971","42","2.00m","105kg","","USA","RheinEnergie Köln","2005-2006","430-old","8"
"96","12","Yannick"," Evans ","02.05.1986","28","2.03m","94kg","","DEU","Oldenburger TB","2005-2006","430-old","8"
"97","","Ralph"," Held ","28.11.1957","56","1.94m","86kg","","DEU","TBB Trier","2005-2006","430-old","8"
"98","34","Wilbur"," Johnson ","15.09.1974","39","2.06m","108kg","","GBR","Giessen46ers","2005-2006","430-old","8"
"99","11","Jasper"," Knoch ","04.04.1986","28","1.93m","85kg","","DEU","Oldenburger TB","2005-2006","430-old","8"
"100","14","Tyron"," McCoy ","20.11.1972","41","1.94m","93kg","","USA","OPEL SKYLINERS","2005-2006","430-old","8"
"101","7","Desmond"," Penigar ","16.07.1981","33","2.01m","111kg","","USA","LG Sakers (KOR)","2005-2006","430-old","8"
"102","15","Bogdan"," Popescu ","27.11.1978","35","2.01m","98kg","","ROU","Quattro Bree (BEL)","2005-2006","430-old","8"
"103","6","Daniel"," Strauch ","08.01.1981","33","2.00m","108kg","","DEU","Artland Dragons","2005-2006","430-old","8"
"104","18","Kristaps"," Valters ","18.09.1981","32","1.85m","78kg","","LVA","ASK Broceni Riga (LAT)","2005-2006","430-old","8"
"105","20","Koko"," Archibong ","10.05.1981","33","2.03m","98kg","","NGA","Pau Orthez (FRA)","2005-2006","420-bam","2"
"106","","Dirk"," Bauermann ","10.12.1957","56","1.86m","78kg","","DEU","BC Dafni Athen (GRE)","2005-2006","420-bam","2"
"107","31","Tim"," Begley ","08.08.1983","31","1.98m","104kg","SF","USA","University of Pennsylvania ","2005-2006","420-bam","2"
"108","4","Chris"," Ensminger ","08.12.1973","40","2.09m","118kg","","USA","Mitteldeutscher BC","2005-2006","420-bam","2"
"109","12","Robert"," Garrett ","18.03.1977","37","1.92m","96kg","SF","DEU","Pompea Neapel (ITA)","2005-2006","420-bam","2"
"110","24","Roy"," Hairston ","15.07.1973","41","2.03m","100kg","","USA","* bis 10/2005 im Verein","2005-2006","420-bam","2"
"111","6","Steffen"," Hamann ","14.06.1981","33","1.86m","75kg","","DEU","TSV Tröster Breitengüßbach","2005-2006","420-bam","2"
"112","17","Sajmen"," Hauer ","14.03.1988","26","1.93m","88kg","","DEU","Franken Hexern","2005-2006","420-bam","2"
"113","9","Uvis"," Helmanis ","10.06.1972","42","2.02m","118kg","","LVA","Bayer Giants Leverkusen","2005-2006","420-bam","2"
"114","5","Demond"," Mallet ","22.02.1978","36","1.85m","81kg","","USA","BS|ENERGY Braunschweig","2005-2006","420-bam","2"
"115","22","Mike"," Nahar ","07.05.1971","43","2.11m","112kg","","NLD","Panellinios Athen (GRE)","2005-2006","420-bam","2"
"116","33","Spencer"," Nelson ","18.07.1980","34","2.03m","102kg","","USA","Utah Jazz (USA)","2005-2006","420-bam","2"
"117","11","Ivan"," Pavic ","30.09.1981","32","2.00m","99kg","","DEU","TSV Tröster Breitengüßbach","2005-2006","420-bam","2"
"118","15","Derrick"," Phelps ","31.07.1972","42","1.92m","105kg","","USA","Eiffeltowers Nijmegen (NED)","2005-2006","420-bam","2"
"119","14","Michael"," Schröder ","06.07.1984","30","2.08m","124kg","","DEU","BG Göttingen","2005-2006","420-bam","2"
"120","21","LuBara Dixon"," Simpkins ","06.04.1972","42","2.08m","110kg","","USA","Blue Stars Lebanon (LIB)","2005-2006","420-bam","2"
"121","7","Rick"," Stafford ","19.04.1972","42","1.90m","92kg","","DEU","Avitos Gießen","2005-2006","420-bam","2"
"122","","Volker"," Stix ","04.07.1974","40","1.78m","70kg","","DEU","TSV Breitengüßbach","2005-2006","420-bam","2"
"123","","Derrick"," Taylor ","20.11.1963","50","1.83m","85kg","","DEU","OPEL SKYLINERS","2005-2006","420-bam","2"
"124","8","Max"," Weber ","23.04.1985","29","2.00m","99kg","","DEU","Lima (PER)","2005-2006","420-bam","2"
"125","17","Charles"," Bennett ","20.09.1977","36","2.00m","98kg","SF","USA","Keravnos Nicosia (CYP)","2005-2006","439-bre","4"
"126","4","John Redder"," Bynum ","23.02.1978","36","1.91m","83kg","","USA","COOCOON Baskets Weiden","2005-2006","439-bre","4"
"127","7","Lukas"," Dawidowski ","20.03.1983","31","1.98m","98kg","","DEU","BSG Bremerhaven","2005-2006","439-bre","4"
"128","10","Darren"," Fenn ","17.02.1980","34","2.08m","112kg","","USA","Bosna Sarajewo (BOS)","2005-2006","439-bre","4"
"129","6","Nick"," Jacobson ","25.10.1980","33","1.93m","92kg","","USA","Galatasaray Istanbul (TUR)","2005-2006","439-bre","4"
"130","11","Evaldas"," Jocys ","25.05.1975","39","1.95m","92kg","","LTU","Dexia Mons-Hainaut (BEL)","2005-2006","439-bre","4"
"131","8","Tarick"," Johnson ","01.12.1981","32","1.93m","86kg","","GBR","* bis 1/2006 im Verein","2005-2006","439-bre","4"
"132","5","Brian"," Jones ","17.01.1978","36","1.90m","89kg","","USA","WALTER TIGERS Tübingen","2005-2006","439-bre","4"
"133","9","Audrius"," Maneikis ","05.06.1984","30","2.03m","105kg","","LTU","Motlow State JC (USA)","2005-2006","439-bre","4"
"134","15","Dainius"," Miliunas ","25.04.1971","43","2.02m","100kg","","LTU","BSG Bremerhaven","2005-2006","439-bre","4"
"135","12","Axel"," Pleuger ","14.08.1978","36","2.15m","125kg","","DEU","NVV Lions Mönchengladbach","2005-2006","439-bre","4"
"136","","Sarunas"," Sakalauskas ","24.09.1960","53","2.00m","96kg","","LTU","","2005-2006","439-bre","4"
"137","","Vidmantas"," Slapokas ","03.01.1951","63","1.92m","86kg","","LTU","","2005-2006","439-bre","4"
"138","13","Alon"," Stein ","04.01.1978","36","1.88m","83kg","","DEU","Geneva Devils","2005-2006","439-bre","4"
"139","14","Charles-Judson"," Wallace ","31.12.1982","31","2.06m","102kg","","USA","Princeton Tigers (USA)","2005-2006","439-bre","4"
"140","12","Bryan"," Bailey ","13.05.1980","34","1.85m","77kg","","USA","Landstede Zwolle (NED)","2005-2006","435-art","5"
"141","14","Ryan"," Bond ","20.05.1974","40","2.07m","118kg","","USA","Union Baskets Schwelm","2005-2006","435-art","5"
"142","7","Marko"," Bulic ","26.03.1974","40","1.94m","89kg","","HRV","KK Zadar (CRO)","2005-2006","435-art","5"
"143","","Chris"," Fleming ","03.03.1970","44","1.90m","90kg","","USA","Uni of Richmond (USA) ","2005-2006","435-art","5"
"144","11","Darius"," Hall ","16.03.1973","41","2.01m","95kg","","USA","BC Pepinster (BEL)","2005-2006","435-art","5"
"145","8","Barisa"," Krasic ","19.09.1978","35","2.03m","90kg","","BIH","* bis 01/2006 im Verein","2005-2006","435-art","5"
"146","22","Shawn"," Lampley ","09.09.1979","34","2.01m","100kg","","USA","Dakota Wizards (USA)","2005-2006","435-art","5"
"147","4","Chad"," Prewitt ","06.04.1980","34","2.06m","107kg","","USA","Dakota Wizards (CBA)","2005-2006","435-art","5"
"148","6","Hrvoje"," Puljko ","13.02.1983","31","1.93m","90kg","","HRV","KK Zrinjevac Zagreb (CRO)","2005-2006","435-art","5"
"149","","Ralf"," Rehberger ","20.10.1967","46","1.88m","80kg","","DEU","Giessen46ers","2005-2006","435-art","5"
"150","9","Filiberto"," Rivera ","28.09.1982","31","1.75m","70kg","","PRI","Cleveland Cavaliers (USA)","2005-2006","435-art","5"
"151","10","Jan"," Rohdewald ","22.03.1973","41","1.94m","89kg","","DEU","EnBW Ludwigsburg","2005-2006","435-art","5"
"152","20","Tommy-Lee"," Smith ","04.12.1980","33","2.07m","115kg","","USA","Yakima Sun Kings (USA)","2005-2006","435-art","5"
"153","21","Tory"," Walker ","16.08.1979","35","2.03m","95kg","","USA","Cajun Pelicans (USA)","2005-2006","435-art","5"
"154","15","Arne"," Woltmann ","22.08.1974","39","2.00m","101kg","","DEU","Oldenburger TB ","2005-2006","435-art","5"
"155","24","Dwayne"," Archbold ","07.03.1980","34","1.98m","93kg","SF","USA","Clermont-Ferrand (FRA)","2005-2006","414-tri","9"
"156","","Frank"," Baum ","15.03.1970","44","1.95m","95kg","","DEU","TBB Trier","2005-2006","414-tri","9"
"157","9","Daniel"," Bobik ","26.06.1979","35","1.95m","88kg","","USA","Oklahoma State Uni (USA)","2005-2006","414-tri","9"
"158","4","Brian"," Brown ","14.02.1979","35","1.89m","97kg","","USA","Fayetteville Patriots (NBDL)","2005-2006","414-tri","9"
"159","8","Jermaine"," Dearman ","17.12.1980","33","2.03m","100kg","","USA","Kouvolan Kouvot (FIN)","2005-2006","414-tri","9"
"160","10","Nate"," Doornekamp ","09.10.1982","31","2.12m","114kg","","CAN","Boston College (NCAA)","2005-2006","414-tri","9"
"161","11","Brandon"," Gay ","08.08.1982","32","2.03m","100kg","SF","USA","San Diego University (USA)","2005-2006","414-tri","9"
"162","13","James"," Gillingham ","20.08.1981","32","1.92m","95kg","","DOM","Bradley University (USA)","2005-2006","414-tri","9"
"163","14","Quentin"," Hall ","01.07.1977","37","1.74m","89kg","","BHS","MyLeaseCar Giants (NED)","2005-2006","414-tri","9"
"164","","James"," Marsh ","14.07.1970","44","1.93m","92kg","SF","DEU","Davidson University","2005-2006","414-tri","9"
"165","15","Detlef"," Musch ","28.03.1970","44","2.12m","112kg","","DEU","ratiopharm Ulm","2005-2006","414-tri","9"
"166","5","Slobodan"," Ocokoljic ","15.01.1980","34","2.03m","100kg","","SCG","Ohio State (USA)","2005-2006","414-tri","9"
"167","6","Patrick"," Palzer ","04.05.1980","34","1.85m","83kg","","DEU","eigene Jugend","2005-2006","414-tri","9"
"168","","Johannes"," Stolz ","24.08.1984","29","1.99m","87kg","","DEU","eigene Jugend","2005-2006","414-tri","9"
"169","","Joseph"," Whelton ","15.02.1956","58","1.82m","85kg","","USA","Avitos Gießen","2005-2006","414-tri","9"
"170","55","Stephen"," Arigbabu ","15.02.1972","42","2.06m","117kg","","DEU","Euro Roseto (ITA)","2005-2006","413-ber","1"
"171","13","Nenad"," Canak ","24.04.1976","38","2.04m","98kg","","SCG","Makedonikos Kozani (GRE)","2005-2006","413-ber","1"
"172","17","Thomas"," Compaoré ","09.09.1987","26","2.02m","103kg","","BFA","TuS Lichterfelde","2005-2006","413-ber","1"
"173","19","Oskar"," Faßler ","08.07.1988","26","1.98m","90kg","","DEU","TuS Lichterfelde","2005-2006","413-ber","1"
"174","25","Sharrod"," Ford ","09.01.1982","32","2.06m","110kg","","USA","Fayetteville Patriots (USA)","2005-2006","413-ber","1"
"175","10","Demond"," Greene ","15.06.1979","35","1.85m","86kg","","DEU","Giants Leverkusen","2005-2006","413-ber","1"
"176","5","Robert"," Kulawick ","01.02.1986","28","1.95m","89kg","","DEU","TuS Lichterfelde","2005-2006","413-ber","1"
"177","16","Sascha"," Leutloff ","03.10.1982","31","2.02m","97kg","","DEU","Tus Lichterfelde","2005-2006","413-ber","1"
"178","4","Quadre"," Lollis ","12.04.1973","41","2.00m","98kg","","USA","AEK Athen","2005-2006","413-ber","1"
"179","","Konstantin"," Lwowsky ","13.01.1974","40","1.83m","77kg","","DEU","TuS Lichterfelde","2005-2006","413-ber","1"
"180","6","Matej"," Mamic ","13.01.1975","39","2.03m","98kg","","HRV","Cibona Zagreb (CRO)","2005-2006","413-ber","1"
"181","8","Martynas"," Mazeika ","29.01.1985","29","1.92m","80kg","","LTU","Neptunas Kleipeda (LTU)","2005-2006","413-ber","1"
"182","","Calvin"," Oldham ","19.02.1961","53","2.06m","102kg","","USA","","2005-2006","413-ber","1"
"183","20","Mike"," Penberthy ","29.11.1974","39","1.91m","86kg","","USA","Pompea Napoli (ITA)","2005-2006","413-ber","1"
"184","15","Hollis"," Price ","29.10.1979","34","1.86m","80kg","","USA","Le Mans Sarthe Basket (FRA)","2005-2006","413-ber","1"
"185","","Henrik"," Rödl ","14.03.1969","45","2.01m","90kg","","DEU","TuS Lichterfelde","2005-2006","413-ber","1"
"186","9","Jovo"," Stanojevic ","27.09.1977","36","2.07m","110kg","","SCG","Partizan Belgrad (SCG)","2005-2006","413-ber","1"
"187","24","Luke"," Whitehead ","09.02.1981","33","1.99m","95kg","","USA","Seoul SK Knights (KOR)","2005-2006","413-ber","1"
"188","11","Philip"," Zwiener ","23.07.1985","29","2.01m","93kg","","DEU","Bremen Roosters","2005-2006","413-ber","1"
"189","13","Marcin"," Gortat ","17.02.1984","30","2.13m","106kg","","POL","Lodz (POL) ","2005-2006","431-koel","3"
"190","31","Guido"," Grünheid ","25.10.1982","31","2.06m","92kg","","DEU","ALBA Berlin","2005-2006","431-koel","3"
"191","33","Titus"," Ivory ","13.08.1979","35","1.93m","89kg","","USA","Carife Ferrara (ITA)","2005-2006","431-koel","3"
"192","5","Michael-Hakim"," Jordan ","24.06.1977","37","1.83m","83kg","","USA","BK Ventspils (LAT)","2005-2006","431-koel","3"
"193","","Philipp"," Köchling ","11.03.1977","37","1.85m","79kg","","DEU","","2005-2006","431-koel","3"
"194","23","Immanuel"," McElroy ","25.03.1980","34","1.94m","90kg","","USA","Grand Rapids Michigan (USA)","2005-2006","431-koel","3"
"195","14","Glen"," McGowan ","23.03.1981","33","2.06m","105kg","","USA","Pepperdine University (USA)","2005-2006","431-koel","3"
"196","4","Savo"," Milovic ","13.02.1986","28","1.90m","85kg","","SVN","2BA Dragons ","2005-2006","431-koel","3"
"197","8","Aleksandar"," Nadjfeji ","27.10.1976","37","2.02m","104kg","","SCG","Telekom Baskets Bonn","2005-2006","431-koel","3"
"198","","Sasa"," Obradovic ","29.01.1969","45","1.97m","95kg","","SCG","KK Buduconost (JUG)","2005-2006","431-koel","3"
"199","19","Ademola"," Okulaja ","07.10.1975","38","2.03m","100kg","","DEU","*bis 01/2006 im Verein","2005-2006","431-koel","3"
"200","","Drasko"," Prodanovic ","05.01.1947","67","1.88m","84kg","","BIH","Lukoil Akademik Sofia (BUL)","2005-2006","431-koel","3"
"201","10","Philipp"," Schwethelm ","01.05.1989","25","1.98m","90kg","","DEU","eigene Jugend","2005-2006","431-koel","3"
"202","32","Mladjen"," Sljivancanin ","01.07.1985","29","2.00m","92kg","","SCG","Deutsche Bank SKYLINERS","2005-2006","431-koel","3"
"203","9","Johannes"," Strasser ","13.06.1982","32","1.89m","80kg","","DEU","SER Rhöndorf","2005-2006","431-koel","3"
"204","12","Janar"," Talts ","07.04.1983","31","2.05m","102kg","","EST","Tallin Kalev (EST)","2005-2006","431-koel","3"
"205","24","Nikola"," Vucurovic ","17.05.1980","34","2.00m","100kg","","SCG","Stade Clermont-Ferrand (FRA)","2005-2006","431-koel","3"
"206","7","Jannik"," Zimmer ","12.02.1986","28","1.92m","83kg","","DEU","2BA Dragons","2005-2006","431-koel","3"
"207","12","Jamal"," Basit ","17.09.1978","35","2.06m","116kg","","USA","Avitos Gießen","2005-2006","416-lev","10"
"208","8","Maik"," Berger ","24.02.1984","30","1.75m","70kg","","DEU","SV Halle","2005-2006","416-lev","10"
"209","44","Chris"," Brown ","08.01.1983","31","2.01m","99kg","","USA","University Tennessee","2005-2006","416-lev","10"
"210","32","Nate"," Fox ","14.07.1977","37","2.04m","116kg","","USA","MPC Groningen (NED)","2005-2006","416-lev","10"
"211","6","Gordon"," Geib ","06.10.1983","30","1.80m","75kg","","DEU","ATV Wuppertal","2005-2006","416-lev","10"
