"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"76","13","Kevin"," Bright ","09.07.1992","22","1.96m","95kg","SF","DEU","Vanderbilt University (NCAA)","2013-2014","426-fra","11"
"77","25","Jacob"," Burtschi ","21.05.1984","30","2.01m","103kg","PF","USA","Eisbären Bremerhaven","2013-2014","426-fra","11"
"78","","Johnathan"," Bähre ","12.09.1996","18","1.80m","70kg","SF","DEU","BC Wiesbaden","2013-2014","426-fra","11"
"79","33","Jarred"," DuBois ","16.04.1990","24","1.90m","81kg","PG","USA","University of Utah (USA)","2013-2014","426-fra","11"
"80","4","Ramon"," Galloway ","10.02.1991","23","1.90m","82kg","SG","USA","BC Igokea Aleksandrovac (BIH)","2013-2014","426-fra","11"
"81","12","Stefan"," Ilzhöfer ","21.03.1995","19","2.00m","85kg","SF","DEU","Neckar RIESEN Ludwigsburg","2013-2014","426-fra","11"
"82","7","Konstantin"," Klein ","21.05.1991","23","1.87m","86kg","PG","DEU","Oettinger Rockets Gotha","2013-2014","426-fra","11"
"83","10","Max"," Merz ","01.02.1994","20","1.83m","80kg","PG","DEU","Eintracht Frankfurt","2013-2014","426-fra","11"
"84","14","Marius"," Nolte ","21.01.1981","33","2.06m","100kg","C","DEU","Paderborn Baskets","2013-2014","426-fra","11"
"85","15","Jan"," Novak ","11.04.1992","22","1.94m","80kg","PF","DEU","Eintracht Frankfurt","2013-2014","426-fra","11"
"86","55","Aziz"," N´Diaye ","16.05.1988","26","2.13m","118kg","C","SEN","University of Washington (USA)","2013-2014","426-fra","11"
"87","","Lennart"," Okeke ","15.09.1996","17","1.91m","84kg","SG","DEU","Eintracht Frankfurt","2013-2014","426-fra","11"
"88","8","Tim"," Oldenburg ","16.06.1992","22","2.02m","90kg","PF","DEU","Gymnasion Oberursel","2013-2014","426-fra","11"
"89","9","Andrew"," Rautins ","02.11.1986","27","1.93m","86kg","SG","CAN","Tulsa 66ers (USA)","2013-2014","426-fra","11"
"90","22","Johannes"," Richter ","06.12.1993","20","2.05m","98kg","C","DEU","Bike-Cafe Messingschlager Baunach","2013-2014","426-fra","11"
"91","23","Quantez"," Robertson ","16.12.1984","29","1.88m","93kg","SG","USA","Auburn Tigers (USA)","2013-2014","426-fra","11"
"92","5","Dawan"," Robinson **","10.02.1982","32","1.86m","86kg","PG","USA","*NICHT MEHR IM KADER","2013-2014","426-fra","11"
"93","17","Johannes"," Voigtmann ","30.09.1992","21","2.08m","104kg","C","DEU","Science City Jena","2013-2014","426-fra","11"
"94","31","Nikolaj"," Vukovic ","28.02.1993","21","1.87m","80kg","SG","DEU","TuS Jena","2013-2014","426-fra","11"
"95","34","Dane"," Watts ","20.04.1986","28","2.03m","102kg","PF","USA","ratiopharm ulm","2013-2014","426-fra","11"
"96","12","Robin"," Benzing ","25.01.1989","25","2.08m","101kg","SF","DEU","ratiopharm ulm","2013-2014","486-fcb","1"
"97","54","John"," Bryant ","13.06.1987","27","2.11m","127kg","C","USA","ratiopharm ulm","2013-2014","486-fcb","1"
"98","23","Malcolm"," Delaney ","11.03.1989","25","1.91m","86kg","PG","USA","BK Budivelnik Kiew (UKR)","2013-2014","486-fcb","1"
"99","14","Nihad"," Djedovic ","12.01.1990","24","1.96m","86kg","SF","BIH","ALBA BERLIN","2013-2014","486-fcb","1"
"100","24","Demond"," Greene ","15.06.1979","35","1.85m","95kg","SG","DEU","Olympia Larissa (GRE)","2013-2014","486-fcb","1"
"101","6","Steffen"," Hamann ","14.06.1981","33","1.94m","90kg","PG","DEU","ALBA BERLIN","2013-2014","486-fcb","1"
"102","32","Yassin"," Idbihi ","24.07.1983","31","2.08m","107kg","C","DEU","ALBA BERLIN","2013-2014","486-fcb","1"
"103","17","Mauricio"," Marin ","21.04.1994","20","1.92m","80kg","SG","DEU","ALBA BERLIN","2013-2014","486-fcb","1"
"104","41","Boris"," Savovic ","18.06.1987","27","2.10m","105kg","PF","SCG","Roter Stern Belgrad (SRB)","2013-2014","486-fcb","1"
"105","8","Heiko"," Schaffartzik ","03.01.1984","30","1.83m","83kg","PG","DEU","ALBA BERLIN","2013-2014","486-fcb","1"
"106","10","Lucca"," Staiger ","14.06.1988","26","1.96m","93kg","SG","DEU","Neckar RIESEN Ludwigsburg","2013-2014","486-fcb","1"
"107","44","Bryce"," Taylor ","27.09.1986","27","1.95m","95kg","SF","USA","Artland Dragons","2013-2014","486-fcb","1"
"108","9","Deon"," Thompson ","16.09.1988","25","2.04m","109kg","PF","USA","ALBA BERLIN","2013-2014","486-fcb","1"
"109","5","Chevon"," Troutman ","25.11.1981","32","2.02m","105kg","PF","USA","Sidigas Avellino (ITA)","2013-2014","486-fcb","1"
"110","","Malo"," Valérien ","01.12.1992","21","1.95m","85kg","SF","DEU","Erdgas Ehingen/Urspringschule","2013-2014","486-fcb","1"
"111","16","Paul"," Zipser ","18.02.1994","20","2.00m","94kg","SG","DEU","MLP Academics Heidelberg","2013-2014","486-fcb","1"
"112","23","Gregory"," Echenique **","23.11.1990","23","2.06m","118kg","C","VEN","*NICHT MEHR IM KADER","2013-2014","433-lud","8"
"113","15","Patrick"," Flomo ","19.07.1980","34","2.03m","101kg","C","DEU","Düsseldorf Baskets","2013-2014","433-lud","8"
"114","8","Keaton"," Grant ","08.12.1986","27","1.93m","90kg","SG","USA","Apollon Patras (GRE)","2013-2014","433-lud","8"
"115","12","Calvin"," Harris ","19.02.1991","23","1.91m","86kg","SG","USA","Wake Forest (USA)","2013-2014","433-lud","8"
"116","","Tobias"," Heintzen ","24.01.1995","19","1.94m","92kg","SF","DEU","BSG Ludwigsburg; SV Möhringen","2013-2014","433-lud","8"
"117","7","Shawn"," Huff ","05.05.1984","30","1.98m","98kg","SF","FIN","Capo D’Orlando (ITA)","2013-2014","433-lud","8"
"118","6","Takumi"," Ishizaki ","06.07.1984","30","1.88m","89kg","PG","JPN","BV Chemnitz 99","2013-2014","433-lud","8"
"119","22","Johannes"," Joos ","11.01.1995","19","2.00m","95kg","C","DEU","BG Tamm/ Bietigheim","2013-2014","433-lud","8"
"120","21","Coby"," Karl ","08.06.1983","31","1.96m","97kg","SG","USA","Pallacanestro Reggiana (ITA)","2013-2014","433-lud","8"
"121","","Achim"," Klenk ","10.06.1993","21","1.92m","85kg","SG","DEU","BSG Vaihingen/Sachsenheim","2013-2014","433-lud","8"
"122","11","Tim"," Koch ","01.02.1989","25","1.96m","90kg","SF","DEU","Kirchheim Knights","2013-2014","433-lud","8"
"123","52","Gary"," McGhee ","28.10.1988","25","2.08m","113kg","C","USA","BCM Gravelines (FRA)","2013-2014","433-lud","8"
"124","","Amadi"," McKenzie ","17.08.1986","28","2.01m","107kg","PF","USA","Dnipro Azot (UKR)","2013-2014","433-lud","8"
"125","5","Tanner"," Smith **","30.03.1990","24","1.96m","95kg","SG","USA","*NICHT MEHR IM KADER","2013-2014","433-lud","8"
"126","20","Michael"," Stockton ","07.05.1989","25","1.85m","81kg","PG","USA","BG Karlsruhe","2013-2014","433-lud","8"
"127","19","Mario"," Stojic ","06.05.1980","34","1.98m","100kg","SF","DEU","BC Oostende (BEL)","2013-2014","433-lud","8"
"128","24","Robert"," Tomaszek ","16.06.1981","33","2.05m","115kg","PF","DEU","Energa Czarni (POL)","2013-2014","433-lud","8"
"129","10","Adam"," Waleskowski ","19.11.1982","31","2.03m","109kg","PF","DEU","Düsseldorf Baskets","2013-2014","433-lud","8"
"130","25","Paul"," Albrecht ","02.04.1993","21","2.03m","103kg","PF","DEU","Science City Jena","2013-2014","430-old","4"
"131","32","Nemanja"," Aleksandrov ","04.10.1987","26","2.10m","100kg","PF","SCG","Basquet Manresa (ESP)","2013-2014","430-old","4"
"132","5","Dominik"," Bahiense de Mello ","15.02.1985","29","1.90m","94kg","SG","DEU","DEUTSCHE BANK SKYLINERS","2013-2014","430-old","4"
"133","13","Travon"," Bryant ","05.02.1983","31","2.06m","116kg","PF","USA","Cholet Basket (FRA)","2013-2014","430-old","4"
"134","11","Adam"," Chubb ","05.07.1981","33","2.08m","115kg","C","USA","CAI Saragossa (ESP)","2013-2014","430-old","4"
"135","35","Andrea"," Crosariol **","11.11.1984","29","2.11m","114kg","C","ITA","*NICHT MEHR IM KADER","2013-2014","430-old","4"
"136","24","Jannik"," Freese ","13.08.1986","28","2.11m","112kg","C","DEU","LTi GIESSEN 46ers","2013-2014","430-old","4"
"137","22","Julius"," Jenkins ","10.02.1981","33","1.87m","81kg","SG","USA","Brose Baskets","2013-2014","430-old","4"
"138","7","Dru"," Joyce ","29.01.1985","29","1.82m","76kg","PG","USA","TBB Trier","2013-2014","430-old","4"
"139","4","Chris"," Kramer ","04.04.1988","26","1.91m","90kg","SG","USA","s.Oliver Baskets","2013-2014","430-old","4"
"140","21","Dominic"," Lockhart ","03.07.1994","20","1.98m","97kg","PG","DEU","VfB Giessen Pointers","2013-2014","430-old","4"
"141","34","Philipp"," Neumann ","20.02.1992","22","2.09m","112kg","C","DEU","Brose Baskets","2013-2014","430-old","4"
"142","23","Rickey"," Paulding ","23.10.1982","31","1.96m","100kg","SF","USA","Gravelines Dunkerque (FRA)","2013-2014","430-old","4"
"143","12","Robin"," Smeulders ","19.06.1987","27","2.08m","106kg","C","DEU","Portland (USA)","2013-2014","430-old","4"
"144","20","Kevin"," Smit ","06.04.1991","23","1.83m","70kg","PG","DEU","Junior Baskets Oldenburg","2013-2014","430-old","4"
"145","","Stefan"," Wess ","30.05.1994","20","2.03m","95kg","SF","DEU","Artland Dragons","2013-2014","430-old","4"
"146","30","Jan Niklas"," Wimberg ","11.02.1996","18","2.03m","95kg","SF","DEU","Baskets Akademie Weser-Ems","2013-2014","430-old","4"
"147","","Alexander"," Witte ","03.04.1990","24","2.07m","105kg","PF","DEU","Baskets Akademie Weser-Ems","2013-2014","430-old","4"
"148","10","Konrad"," Wysocki ","28.03.1982","32","2.02m","104kg","SF","DEU","PGE Turow Zgorzelec (POL)","2013-2014","430-old","4"
"149","22","Rashad "," Bishop  ","25.03.1988","26","1.98m","100kg","SF","USA","Tijuca TC (BRA)","2013-2014","541-vec","18"
"150","8","Brandon Kyle"," Bowman ","15.10.1984","29","2.04m","100kg","PF","USA","GreenTops Netanja (ISR)","2013-2014","541-vec","18"
"151","4","Isaac"," Butts ","28.05.1989","25","2.08m","134kg","C","USA","Moncton Miracles (CAN)","2013-2014","541-vec","18"
"152","10","William"," Conroy ","08.12.1982","31","1.88m","88kg","PG","USA","medi bayreuth","2013-2014","541-vec","18"
"153","5","Jacob"," Doerksen ","16.10.1987","26","2.02m","106kg","PF","CAN","UBC Hannover Tigers","2013-2014","541-vec","18"
"154","25","Steven Michael"," Esterkamp **","08.01.1981","33","1.96m","98kg","SF","USA","*NICHT MEHR IM KADER","2013-2014","541-vec","18"
"155","","Christian"," Fischer ","26.09.1994","19","2.02m","78kg","PF","DEU","RASTA Vechta","2013-2014","541-vec","18"
"156","","Paul"," Heitzhausen ","11.01.1989","25","1.95m","90kg","SG","DEU","RASTA Vechta","2013-2014","541-vec","18"
"157","17","Urule "," Igbavboa ","25.04.1987","27","2.05m","105kg","PF","DEU","SF Basket Lulea (SWE)","2013-2014","541-vec","18"
"158","6","Axel"," Jarchow ","22.02.1989","25","1.95m","89kg","SG","DEU","USC Leipzig","2013-2014","541-vec","18"
"159","7","Daniel"," Krause ","31.12.1988","25","1.95m","85kg","SG","DEU","Quakenbrücker TSV","2013-2014","541-vec","18"
"160","50","Oliver"," Mackeldanz ","20.07.1990","24","2.11m","112kg","C","DEU","Cuxhaven BasCats","2013-2014","541-vec","18"
"161","20","Dirk"," Mädrich ","16.07.1983","31","2.11m","112kg","C","DEU","Gießen 46ers","2013-2014","541-vec","18"
"162","30","Marcus"," Neal **","14.02.1986","28","1.96m","90kg","SG","USA","*NICHT MEHR IM KADER","2013-2014","541-vec","18"
"163","32","Andrew"," Rudowitz ","04.01.1988","26","1.98m","92kg","SF","USA","ASC Theresianum Mainz","2013-2014","541-vec","18"
"164","","Marc"," Stertenbrink ","19.09.1991","22","2.03m","98kg","PF","DEU","RASTA Vechta","2013-2014","541-vec","18"
"165","9","Flavio"," Stückemann ","03.04.1985","29","1.87m","84kg","PG","DEU","BG Karlsruhe","2013-2014","541-vec","18"
"166","15","Dylan "," Talley ","28.12.1989","24","1.96m","97kg","SG","USA","Nebraska (USA)","2013-2014","541-vec","18"
"167","","Jan"," Treichel ","07.07.1994","20","1.96m","86kg","SF","DEU","RASTA Vechta","2013-2014","541-vec","18"
"168","24","Max"," Weber ","23.04.1985","29","2.01m","97kg","SF","DEU","Neckar RIESEN Ludwigsburg","2013-2014","541-vec","18"
"169","33","Richard"," Williams ","22.08.1987","27","1.78m","80kg","PG","USA","UBC Hannover Tigers","2013-2014","541-vec","18"
"170","","Dino"," Dizdarevic ","18.03.1995","19","1.91m","85kg","PG","DEU","TSV Tröster Breitengüßbach","2013-2014","420-bam","2"
"171","","Alexander"," Engel ","27.09.1993","20","1.87m","80kg","PG","DEU","TSV Tröster Breitengüßbach","2013-2014","420-bam","2"
"172","40","D'Or"," Fischer ","12.10.1981","32","2.08m","115kg","C","USA","Bilbao Basket (ESP)","2013-2014","420-bam","2"
"173","15","Sharrod"," Ford ","09.09.1982","32","2.06m","110kg","PF","USA","Brose Baskets","2013-2014","420-bam","2"
"174","25","Anton"," Gavel ","24.10.1984","29","1.89m","87kg","SG","DEU","Aris Saloniki (GRE)","2013-2014","420-bam","2"
"175","5","John"," Goldsberry ","19.10.1982","31","1.91m","83kg","PG","USA","Brose Baskets","2013-2014","420-bam","2"
"176","20","Elias"," Harris ","06.07.1989","25","1.99m","95kg","PF","DEU","Los Angeles Lakers (USA)","2013-2014","420-bam","2"
"177","23","Casey"," Jacobsen ","19.03.1981","33","1.98m","97kg","SF","USA","ALBA BERLIN","2013-2014","420-bam","2"
"178","10","Jared"," Jordan ","14.10.1984","29","1.88m","87kg","PG","USA","Telekom Baskets","2013-2014","420-bam","2"
"179","22","Damir"," Markota **","26.12.1985","28","2.09m","118kg","PF","HRV","*NICHT MEHR IM KADER","2013-2014","420-bam","2"
"180","14","Philipp"," Neumann **","20.02.1992","22","2.09m","112kg","C","DEU","*NICHT MEHR IM KADER","2013-2014","420-bam","2"
"181","18","Manuel"," Rockmann ","04.09.1991","23","1.93m","85kg","SF","DEU","TTL Bamberg","2013-2014","420-bam","2"
"182","7","Rakim"," Sanders ","08.07.1989","25","1.96m","103kg","SF","USA","Hapoel Gilboa Galil (ISR)","2013-2014","420-bam","2"
"183","12","Daniel"," Schmidt ","16.08.1990","24","1.86m","85kg","PG","DEU","TSV Tröster Breitengüßbach","2013-2014","420-bam","2"
"184","31","Jamar "," Smith ","07.04.1987","27","1.91m","84kg","SG","USA","Hapoel Gilboa Galil (ISR)","2013-2014","420-bam","2"
"185","9","Karsten"," Tadda ","02.11.1988","25","1.90m","92kg","SG","DEU","TSV Breitengüßbach","2013-2014","420-bam","2"
"186","32","Johannes"," Thiemann ","09.02.1994","20","2.03m","102kg","SF","DEU","TSV Tröster Breitengüßbach","2013-2014","420-bam","2"
"187","21","Novica"," Velickovic **","05.10.1986","27","2.05m","109kg","PF","SCG","*NICHT MEHR IM KADER","2013-2014","420-bam","2"
"188","8","Zackary"," Wright **","05.02.1985","29","1.85m","95kg","PG","USA","*NICHT MEHR IM KADER","2013-2014","420-bam","2"
"189","","Robert"," Zinn ","22.02.1995","19","1.95m","80kg","PG","DEU","Neckar RIESEN Ludwigsburg","2013-2014","420-bam","2"
"190","33","Maik"," Zirbes ","29.01.1990","24","2.07m","115kg","C","DEU","TBB Trier","2013-2014","420-bam","2"
"191","8","Sebastian"," Betz ","12.06.1985","29","1.97m","90kg","SF","DEU","ratiopharm ulm","2013-2014","540-wur","17"
"192","21","Jason Gregory"," Boone ","08.10.1985","28","2.03m","115kg","C","USA","BG Göttingen","2013-2014","540-wur","17"
"193","10","Jamal"," Boykin **","27.04.1987","27","2.03m","106kg","PF","USA","*NICHT MEHR IM KADER","2013-2014","540-wur","17"
"194","45","Demond"," Carter **","25.10.1986","27","1.80m","84kg","PG","USA","*NICHT MEHR IM KADER","2013-2014","540-wur","17"
"195","16","Constantin"," Ebert ","09.01.1996","18","1.82m","65kg","PG","DEU","TB Würzburg","2013-2014","540-wur","17"
"196","25","Steven Michael"," Esterkamp **","08.01.1981","33","1.96m","98kg","SF","USA","*NICHT MEHR IM KADER","2013-2014","540-wur","17"
"197","","Christian"," Ettinger ","20.09.1995","18","1.79m","70kg","SG","DEU","SC Heuchelhof Würzburg","2013-2014","540-wur","17"
"198","","Daniel"," Gintschel ","10.03.1993","21","1.93m","92kg","PF","DEU","TG Würzburg","2013-2014","540-wur","17"
"199","5","Ricky"," Harris **","12.08.1987","27","1.85m","78kg","PG","USA","*NICHT MEHR IM KADER","2013-2014","540-wur","17"
"200","12","Ben"," Jacobson ","16.09.1983","30","1.90m","88kg","PG","USA","Boulazac Baskets (FRA)","2013-2014","540-wur","17"
"201","14","Maximilian"," Kleber ","29.01.1992","22","2.07m","98kg","PF","DEU","TG Würzburg","2013-2014","540-wur","17"
"202","11","John"," Little ","24.09.1984","29","1.82m","88kg","SG","USA","BG Göttingen","2013-2014","540-wur","17"
"203","15","Lamont"," Mack **","16.03.1987","27","2.01m","104kg","PF","USA","*NICHT MEHR IM KADER","2013-2014","540-wur","17"
