"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"20","4","Waldemar"," Buchmiller ","13.06.1980","34","1.93m","82kg","","DEU","SSV ratiopharm Ulm","2001-2002","415-bon","1"
"21","10","Paul"," Burke ","02.08.1972","42","1.88m","87kg","","XXX","Norköpping Dolphins","2001-2002","415-bon","1"
"22","11","Peter"," Huber-Saffer ","11.11.1980","33","2.08m","98kg","","DEU","SER Rhöndorf","2001-2002","415-bon","1"
"23","14","Branko"," Klepac ","14.09.1979","34","2.06m","97kg","","DEU","TSV Speyer","2001-2002","415-bon","1"
"24","9","Thilo"," Klette ","18.12.1977","36","2.06m","105kg","","DEU","Brandt Hagen","2001-2002","415-bon","1"
"25","","Predrag"," Krunic ","01.01.1967","47","1.81m","0kg","","XXX","","2001-2002","415-bon","1"
"26","12","Mike"," Mardesich ","29.07.1977","37","2.12m","120kg","","XXX","University of Maryland (USA)","2001-2002","415-bon","1"
"27","6","Aleksandar"," Nadjfeji ","24.10.1976","37","2.02m","104kg","","XXX","KK Radnicki Belgrad (JUG)","2001-2002","415-bon","1"
"28","5","Terrence"," Rencher ","19.02.1973","41","1.92m","84kg","","XXX","KK Split (JUG)","2001-2002","415-bon","1"
"29","8","Marc"," Suhr ","09.01.1969","45","2.15m","125kg","","DEU","BCJ Hamburg","2001-2002","415-bon","1"
"30","13","Aleksandar"," Zecevic ","29.06.1975","39","2.02m","88kg","","XXX","KK Hemofarm (JUG)","2001-2002","415-bon","1"
"31","12","Giedrius"," Aidietis ","12.03.1975","39","2.05m","0kg","","XXX","Lietuvos rytas Vilnius","2001-2002","428-mbc","14"
"32","6","Anthony"," Allison ","23.11.1973","40","1.96m","0kg","","XXX","Honka Espoo (FIN)","2001-2002","428-mbc","14"
"33","8","Matthew"," Alosa ","25.01.1972","42","1.88m","0kg","","XXX","Panalinious (GRE)","2001-2002","428-mbc","14"
"34","9","Mario"," Bosnjak ","00.00.0000","2014","0.00m","0kg","","XXX","*nicht mehr im Verein","2001-2002","428-mbc","14"
"35","4","Robert"," Bukvic ","14.07.1980","34","2.04m","0kg","","DEU","Daytona Beach College","2001-2002","428-mbc","14"
"36","7","Philip"," Dejworek ","17.08.1978","36","2.04m","0kg","","DEU","University of Portland","2001-2002","428-mbc","14"
"37","8","Toni"," Feireisl ","27.01.1984","30","1.84m","0kg","","DEU","SSV Einheit Weißenfels","2001-2002","428-mbc","14"
"38","","Sabit"," Hadzic ","01.01.1958","56","0.00m","0kg","","XXX","Nationalteam Bosnien-Herzegowina","2001-2002","428-mbc","14"
"39","10","Chris"," Haslam ","27.05.1974","40","2.08m","0kg","","XXX","Go Pass Pepinster (BEL)","2001-2002","428-mbc","14"
"40","9","Clinton"," Holtz ","23.05.1969","45","2.05m","0kg","","XXX","","2001-2002","428-mbc","14"
"41","13","Ivo"," Kresta ","12.06.1977","37","2.04m","0kg","","XXX","Iona College","2001-2002","428-mbc","14"
"42","10","Matthew"," Langel ","01.01.1977","37","1.96m","0kg","","XXX","*nicht mehr im Verein","2001-2002","428-mbc","14"
"43","5","Dante"," Mathis ","13.07.1977","37","1.90m","0kg","","XXX","Billings Rockers (CBA)","2001-2002","428-mbc","14"
"44","","Toni"," Radic ","01.01.1967","47","0.00m","0kg","","DEU","","2001-2002","428-mbc","14"
"45","11","Stefan"," Selle ","02.09.1980","33","1.98m","0kg","","DEU","SV Halle","2001-2002","428-mbc","14"
"46","8","Shawn"," Swords ","00.00.0000","2014","0.00m","0kg","","XXX","*nicht mehr im Verein","2001-2002","428-mbc","14"
"47","15","Sergej"," Using ","16.05.1977","37","2.13m","0kg","","DEU","BSG Bremerhaven","2001-2002","428-mbc","14"
"48","6","Derek"," Vogel ","10.06.1974","40","1.97m","0kg","","XXX","*nicht mehr im Verein","2001-2002","428-mbc","14"
"49","15","Joakim"," Blom ","16.03.1976","38","2.11m","0kg","","XXX","ASVEL Villeurbanne (FRA)","2001-2002","422-bra","12"
"50","6","Joel"," Burns ","27.02.1975","39","1.88m","0kg","","XXX","University of Western Michigan","2001-2002","422-bra","12"
"51","9","Gordan"," Firic ","01.09.1970","43","1.96m","0kg","","XXX","Asvel Villeurbanne (FRA)","2001-2002","422-bra","12"
"52","10","Steve"," Goodrich ","18.03.1976","38","2.08m","0kg","","XXX","New Jersey Nets (NBA)","2001-2002","422-bra","12"
"53","8","Markku"," Larkio ","04.09.1972","41","2.03m","0kg","","XXX","Bayer 04 Lev","2001-2002","422-bra","12"
"54","4","Jan"," Lipke ","24.07.1983","31","1.92m","0kg","","DEU","Oldenburger TB","2001-2002","422-bra","12"
"55","5","Benjamin"," Lotze ","14.03.1982","32","1.85m","0kg","","DEU","eigene Jugend","2001-2002","422-bra","12"
"56","8","Matthias"," Lück ","25.04.1980","34","2.00m","0kg","","DEU","Hameln","2001-2002","422-bra","12"
"57","7","Demond"," Mallet ","22.02.1978","36","1.85m","0kg","","XXX","McNeese State (NCAA)","2001-2002","422-bra","12"
"58","11","Nicolas"," Meier ","16.07.1982","32","1.92m","0kg","","DEU","eigene Jugend","2001-2002","422-bra","12"
"59","11","Dirk"," Mädrich ","16.07.1983","31","2.10m","0kg","","DEU","BG Dorsten","2001-2002","422-bra","12"
"60","13","Mikko"," Noopila ","01.01.1977","37","2.04m","0kg","","XXX","University of New Mexico","2001-2002","422-bra","12"
"61","","Ken"," Scalabroni ","02.09.1956","57","1.86m","0kg","","XXX","Fribourg (SWI)","2001-2002","422-bra","12"
"62","14","Sergej"," Smirnov ","04.03.1975","39","2.15m","0kg","","XXX","USC Freiburg ","2001-2002","422-bra","12"
"63","12","Marko"," Verginella ","06.06.1978","36","2.03m","0kg","","XXX","St. Peterburg (RUS)","2001-2002","422-bra","12"
"64","10","Jayson"," Wells ","22.12.1976","37","1.98m","0kg","","XXX","*nicht mehr im Kader","2001-2002","422-bra","12"
"65","9","Thomas"," Wempe ","18.03.1980","34","2.06m","0kg","","DEU","eigene Jugend","2001-2002","422-bra","12"
"66","12","Chad"," Austin ","05.06.1975","39","1.90m","88kg","","XXX","Gary Steelheads (CBA)","2001-2002","426-fra","2"
"67","","Daphne"," Bouzikou ","21.09.1969","44","1.73m","0kg","","DEU","TATAMI Rhöndorf","2001-2002","426-fra","2"
"68","6","Ibrahim"," Diarra ","12.11.1973","40","1.95m","98kg","","XXX","BSC RAIKA Fürstenfeld","2001-2002","426-fra","2"
"69","8","Marcus"," Goree ","11.10.1977","36","2.03m","112kg","","XXX","STB Le Havre (FRA)","2001-2002","426-fra","2"
"70","5","Dominik"," Hennen ","07.08.1981","33","2.01m","100kg","","DEU","TV Langen","2001-2002","426-fra","2"
"71","","Gordon"," Herbert ","16.02.1959","55","1.90m","0kg","","XXX","s.Oliver Würzburg","2001-2002","426-fra","2"
"72","","Ingmar"," Janke ","08.01.1981","33","2.07m","105kg","","DEU","TSV Bayer 04 Leverkusen","2001-2002","426-fra","2"
"73","15","Andy"," Kwiatkowsky ","01.01.1978","36","1.99m","0kg","","XXX","University of Western Ontario (CAN)","2001-2002","426-fra","2"
"74","15","Alexander"," Lokhmanchuk ","28.05.1973","41","2.06m","102kg","","XXX","Bayer 04 Lev","2001-2002","426-fra","2"
"75","14","Niklas"," Lütcke ","12.12.1974","39","1.99m","95kg","","DEU","TTL universa Bamberg","2001-2002","426-fra","2"
"76","13","Robert"," Maras ","20.10.1978","35","2.15m","119kg","","DEU","ALBA Berlin","2001-2002","426-fra","2"
"77","7","Kai"," Nürnberger ","07.06.1966","48","1.83m","81kg","","DEU","TTL universa Bamberg","2001-2002","426-fra","2"
"78","11","Pascal"," Roller ","20.11.1976","37","1.80m","72kg","","DEU","USC Freiburg","2001-2002","426-fra","2"
"79","9","Eric"," Schraeder ","10.03.1977","37","2.04m","105kg","","XXX","TV Langen","2001-2002","426-fra","2"
"80","4","Virgil"," Stanescu ","09.01.1977","37","2.09m","122kg","","XXX","University of South Alabama","2001-2002","426-fra","2"
"81","9","Robert"," Wintermantel ","10.12.1970","43","2.00m","0kg","","DEU","*nicht mehr im Verein","2001-2002","426-fra","2"
"82","10","Denis"," Wucherer ","07.05.1973","41","1.95m","95kg","","DEU","s.Oliver Würzburg","2001-2002","426-fra","2"
"83","15","Marco"," Adamczewski ","29.04.1981","33","1.92m","85kg","","DEU","eigene Jugend","2001-2002","430-old","13"
"84","6","Andre"," Bade ","21.01.1973","41","1.95m","90kg","","DEU","SC Rist Wedel","2001-2002","430-old","13"
"85","8","Pavel"," Becka ","07.11.1970","43","2.05m","111kg","","XXX","Lokomotiva Usti Nad Laben","2001-2002","430-old","13"
"86","12","Robert"," Churchwell ","20.02.1972","42","2.01m","94kg","","XXX","Bourg en Bresse (FRA)","2001-2002","430-old","13"
"87","13","Rogerio"," Fernandes ","01.01.1970","44","2.04m","107kg","","XXX","TV 1860 Lich","2001-2002","430-old","13"
"88","","Henning"," Haseleu ","28.01.1980","34","2.03m","103kg","","DEU","eigene Jugend","2001-2002","430-old","13"
"89","4","Johannes"," Högemann ","16.06.1980","34","1.93m","98kg","","DEU","","2001-2002","430-old","13"
"90","","Nenad"," Josipovic ","18.04.1963","51","1.93m","80kg","","XXX","K.K. Split","2001-2002","430-old","13"
"91","14","Clinton"," Ladine ","21.01.1971","43","1.95m","94kg","","XXX","ETB Essen","2001-2002","430-old","13"
"92","10","Tyron"," McCoy ","20.11.1972","41","1.94m","93kg","","XXX","OPEL SKYLINERS","2001-2002","430-old","13"
"93","11","Maik"," Mertens ","10.04.1974","40","2.12m","110kg","","DEU","College of Sioux Falls","2001-2002","430-old","13"
"94","5","Elvir"," Ovcina ","16.07.1976","38","2.12m","117kg","","XXX","KK Pivovarna Lasko","2001-2002","430-old","13"
"95","9","Maurizio"," Pratesi ","02.02.1975","39","1.90m","85kg","","XXX","Telekom Baskets Bonn","2001-2002","430-old","13"
"96","","Jörg"," Püschel ","01.01.1982","32","1.98m","84kg","","DEU","eigene Jugend","2001-2002","430-old","13"
"97","10","Porter"," Roberts ","01.01.1974","40","1.88m","82kg","","XXX","*nicht mehr im Verein","2001-2002","430-old","13"
"98","","Mike"," Robinson ","01.01.1972","42","2.03m","111kg","","XXX","*nicht mehr im Verein","2001-2002","430-old","13"
"99","14","William"," Sanders ","00.00.0000","2014","1.95m","0kg","","XXX","*nicht mehr im Verein","2001-2002","430-old","13"
"100","7","Jens"," Schaefermeyer ","09.05.1975","39","2.00m","88kg","","DEU","Forbo Paderborn","2001-2002","430-old","13"
"101","","Christoph"," Aas ","06.01.1983","31","1.95m","0kg","","DEU","*nicht mehr im Verein","2001-2002","420-bam","7"
"102","12","Christian"," Anderson ","04.12.1974","39","1.98m","0kg","","DEU","*nicht mehr im Verein","2001-2002","420-bam","7"
"103","15","David"," Arigbabu ","05.07.1975","39","2.03m","0kg","","DEU","Apolon Patras (GRE)","2001-2002","420-bam","7"
"104","","Dirk"," Bauermann ","10.12.1957","56","1.86m","0kg","","DEU","BC Dafni Athen (GRE)","2001-2002","420-bam","7"
"105","","Christian"," Bischoff ","01.01.1976","38","2.02m","0kg","","DEU","Landshut","2001-2002","420-bam","7"
"106","9","Yugoslav"," Dasic ","03.01.1980","34","1.97m","0kg","","XXX","*nicht mehr im Verein","2001-2002","420-bam","7"
"107","15","Martin"," Dzuho ","27.03.1972","42","1.97m","0kg","","DEU","*nicht mehr im Verein","2001-2002","420-bam","7"
"108","4","Chris"," Ensminger ","08.12.1973","40","2.09m","0kg","","XXX","MBC","2001-2002","420-bam","7"
"109","6","Steffen"," Hamann ","14.06.1981","33","1.86m","75kg","","DEU","TSV Tröster Breitengüßbach","2001-2002","420-bam","7"
"110","13","Oliver"," Herkelmann ","21.08.1968","45","2.08m","0kg","","DEU","*nicht mehr im Verein","2001-2002","420-bam","7"
"111","7","Goran"," Karadzic ","22.12.1974","39","2.00m","100kg","","XXX","Zepter Slask","2001-2002","420-bam","7"
"112","8","Michael"," Kirkpatrick ","01.01.1982","32","1.80m","0kg","","DEU","USC Mainz","2001-2002","420-bam","7"
"113","13","Gert"," Kullamae ","03.06.1971","43","1.96m","0kg","","XXX","BBC Oostende (BEL)","2001-2002","420-bam","7"
"114","","Chris"," McNaughton ","11.10.1982","31","2.08m","0kg","","DEU","TV Ansbach","2001-2002","420-bam","7"
"115","","Ivan"," Pavic ","01.01.1981","33","2.00m","0kg","","DEU","TSV Tröster Breitengüßbach","2001-2002","420-bam","7"
"116","10","Jan"," Rohdewald ","22.03.1973","41","1.94m","0kg","","DEU","TSV Quakenbrück","2001-2002","420-bam","7"
"117","14","Andreas"," Saller ","03.09.1982","31","2.05m","0kg","","DEU","TSV Tröster Breitengüßbach","2001-2002","420-bam","7"
"118","","Christoph"," Sieben ","08.07.1981","33","1.96m","0kg","","DEU","TSV Tröster Breitengüßbach","2001-2002","420-bam","7"
"119","13","Jan"," Stephan ","07.07.1981","33","2.00m","0kg","","DEU","eigene Jugend","2001-2002","420-bam","7"
"120","5","Derrick"," Taylor ","20.11.1963","50","1.83m","0kg","","DEU","OPEL SKYLINERS","2001-2002","420-bam","7"
"121","11","Fred"," Williams ","14.04.1973","41","2.00m","104kg","","XXX","TV 1860 Lich","2001-2002","420-bam","7"
"122","","Don"," Beck ","02.06.1953","61","1.83m","0kg","","XXX","Sunair Oostende (BEL)","2001-2002","414-tri","11"
"123","4","Carl"," Brown ","30.04.1968","46","1.77m","0kg","","XXX","University of Little Rock Arkansas","2001-2002","414-tri","11"
"124","","Simon"," Casel ","00.00.0000","2014","2.00m","0kg","","DEU","*nicht mehr im Verein","2001-2002","414-tri","11"
"125","10","Michael"," Coleman ","00.00.0000","2014","2.03m","0kg","","XXX","*nicht mehr im Verein","2001-2002","414-tri","11"
"126","8","Malik"," El-Tamer ","31.05.1977","37","2.05m","0kg","","DEU","*nicht mehr im Verein","2001-2002","414-tri","11"
"127","10","Frank"," Fotsing-Kandem ","00.00.0000","2014","0.00m","0kg","","DEU","*nicht mehr im Verein","2001-2002","414-tri","11"
"128","13","Derrick"," Freeman ","08.03.1969","45","1.94m","0kg","","DEU","BG Chemnitz","2001-2002","414-tri","11"
"129","5","Keith"," Gray ","22.03.1963","51","1.88m","92kg","","DEU","Apolon Patras (GRE)","2001-2002","414-tri","11"
"130","","Ralph"," Held ","28.11.1957","56","1.94m","0kg","","DEU","BG Aachen","2001-2002","414-tri","11"
"131","10","Mario"," Hubert ","30.10.1980","33","1.96m","0kg","","DEU","eigene Jugend","2001-2002","414-tri","11"
"132","8","Sean"," Jackson ","11.01.1978","36","1.95m","0kg","","XXX","Irvine University of California","2001-2002","414-tri","11"
"133","12","Orlando"," Lightfoot ","04.12.1970","43","2.02m","0kg","","XXX","Ciutat D'Inca","2001-2002","414-tri","11"
"134","7","James"," Marsh ","14.07.1970","44","1.93m","0kg","SF","DEU","Davidson University","2001-2002","414-tri","11"
"135","6","Patrick"," Palzer ","04.05.1980","34","1.85m","0kg","","DEU","eigene Jugend","2001-2002","414-tri","11"
"136","15","Scott"," Paterson ","07.10.1965","48","2.07m","0kg","","XXX","*nicht mehr im Verein","2001-2002","414-tri","11"
"137","9","Helge"," Patzak ","02.09.1974","39","1.88m","0kg","","DEU","eigene Jugend","2001-2002","414-tri","11"
"138","11","Bruno"," Roschnafsky ","04.04.1970","44","2.06m","0kg","","DEU","TSK uniVersa Bamberg","2001-2002","414-tri","11"
"139","14","James"," Shields ","14.05.1970","44","2.08m","0kg","","DEU","OPEL SKYLINERS","2001-2002","414-tri","11"
"140","15","Terrence"," Skyrm ","29.04.1977","37","2.08m","0kg","","XXX","","2001-2002","414-tri","11"
"141","","Robert"," Youngblood ","31.03.1969","45","2.01m","0kg","","XXX","*nicht mehr im Verein","2001-2002","414-tri","11"
"142","12","Wendell"," Alexis ","31.07.1964","50","2.04m","99kg","","XXX","Levallois","2001-2002","413-ber","5"
"143","15","Mithat"," Demirel ","10.05.1978","36","1.85m","75kg","","DEU","MBC","2001-2002","413-ber","5"
"144","11","Stefano"," Garris ","21.04.1979","35","1.98m","80kg","SF","DEU","TuS Lichterfelde","2001-2002","413-ber","5"
"145","15","Guido"," Grünheid ","25.10.1982","31","2.06m","92kg","","DEU","TuS Lichterfelde","2001-2002","413-ber","5"
"146","10","Dejan"," Koturovic ","31.03.1972","42","2.10m","120kg","","XXX","Ülker Istanbul","2001-2002","413-ber","5"
"147","5","Jörg"," Lütcke ","12.12.1975","38","2.01m","95kg","","DEU","TuS Lichterfelde","2001-2002","413-ber","5"
"148","","Emir"," Mutapcic ","27.05.1960","54","1.94m","0kg","","XXX","TuS Lichterfelde","2001-2002","413-ber","5"
"149","14","Stipo"," Papic ","20.11.1978","35","2.04m","108kg","","DEU","TuS Lichterfelde","2001-2002","413-ber","5"
"150","7","Marko"," Pesic ","06.12.1976","37","1.98m","90kg","","DEU","Iraklis Saloniki","2001-2002","413-ber","5"
"151","8","Derrick"," Phelps ","31.07.1972","42","1.92m","105kg","","XXX","Telekom Baskets Bonn","2001-2002","413-ber","5"
"152","","Burkhard"," Prigge ","11.06.1964","50","1.88m","0kg","","DEU","","2001-2002","413-ber","5"
"153","4","Henrik"," Rödl ","14.03.1969","45","2.01m","90kg","","DEU","Uni of North Carolina(USA)","2001-2002","413-ber","5"
"154","6","Sven"," Schultze ","11.07.1978","36","2.06m","110kg","","DEU","TTL universa Bamberg","2001-2002","413-ber","5"
"155","13","Tommy"," Thorwarth ","01.12.1979","34","1.94m","87kg","","DEU","TuS Lichterfelde","2001-2002","413-ber","5"
"156","10","Jiri"," Zidek ","02.08.1973","41","2.12m","0kg","","XXX","Real Madrid (ESP)","2001-2002","413-ber","5"
"157","9","Teoman"," Öztürk ","05.12.1967","46","2.08m","110kg","","DEU","Ülker Istanbul","2001-2002","413-ber","5"
"158","12","Stephen"," Arigbabu ","15.02.1972","42","2.06m","117kg","","DEU","BC Dafni Athen (GRE)","2001-2002","431-koel","3"
"159","","Michael"," Baier ","27.11.1980","33","2.04m","98kg","","DEU","Sierra College Sacramento","2001-2002","431-koel","3"
"160","5","Reggie"," Bassette ","01.01.1978","36","2.07m","100kg","","XXX","Avitos Gießen","2001-2002","431-koel","3"
"161","7","Vladimir"," Bogojevic ","20.04.1976","38","1.94m","93kg","","DEU","Roter Stern Belgrad","2001-2002","431-koel","3"
"162","9","Babis"," Douloudis ","28.06.1981","33","1.86m","78kg","","DEU","BG Göttingen","2001-2002","431-koel","3"
"163","8","Clint-Cotis"," Harrison ","23.09.1976","37","1.96m","92kg","","XXX","Mitteldeutscher BC","2001-2002","431-koel","3"
"164","13","Bastian"," Kordyaka ","02.06.1982","32","2.08m","100kg","","DEU","Brandt Hagen","2001-2002","431-koel","3"
"165","11","Zoran"," Kukic ","01.01.1973","41","2.06m","111kg","","XXX","BC Borak Nectar","2001-2002","431-koel","3"
"166","","Philipp"," Köchling ","01.01.1977","37","0.00m","0kg","","DEU","","2001-2002","431-koel","3"
"167","14","Gregor"," Linke ","29.09.1977","36","2.02m","102kg","","DEU","eigene Jugend","2001-2002","431-koel","3"
"168","","Vesela"," Matic ","01.01.1960","54","0.00m","0kg","","XXX","","2001-2002","431-koel","3"
"169","15","Christian"," Mehrens ","19.01.1972","42","2.15m","98kg","","DEU","HERZOGtel Trier","2001-2002","431-koel","3"
"170","6","Sasa"," Obradovic ","01.01.1969","45","1.97m","0kg","","XXX","91","2001-2002","431-koel","3"
"171","","Svetislav"," Pesic ","01.01.1949","65","0.00m","0kg","","XXX","ALBA BERLIN","2001-2002","431-koel","3"
"172","6","Johannes"," Strasser ","13.06.1982","32","1.89m","80kg","","DEU","SER Rhöndorf","2001-2002","431-koel","3"
"173","9","Gerrit"," Terdenge ","30.01.1975","39","2.05m","97kg","","DEU","OPEL SKYLINERS","2001-2002","431-koel","3"
"174","10","Drazan"," Tomic ","27.04.1975","39","1.97m","90kg","","DEU","Elan Chalonnais (FRA)","2001-2002","431-koel","3"
"175","7","John"," Best ","27.03.1971","43","2.03m","0kg","","XXX","Shell (PH)","2001-2002","416-lev","4"
"176","6","Gordon"," Geib ","06.10.1983","30","1.80m","0kg","","DEU","ATV Wuppertal","2001-2002","416-lev","4"
"177","10","Mike"," Hansen ","17.04.1970","44","1.85m","0kg","","XXX","Juver Munica","2001-2002","416-lev","4"
"178","9","Uvis"," Helmanis ","10.06.1972","42","2.02m","0kg","","XXX","Slask Wroclaw (POL)","2001-2002","416-lev","4"
"179","15","Steven"," Hutchinson ","17.01.1968","46","2.00m","96kg","","DEU","Telekom Baskets Bonn","2001-2002","416-lev","4"
"180","8","Evaldas"," Jocys ","01.01.1975","39","1.95m","0kg","","XXX","Galil Elyon (ISR)","2001-2002","416-lev","4"
"181","","Artur"," Kolodziejski ","18.09.1979","34","1.95m","0kg","","DEU","SSV Ulm","2001-2002","416-lev","4"
"182","","Achim"," Kuczmann ","11.03.1955","59","1.84m","0kg","","DEU","","2001-2002","416-lev","4"
"183","12","Sebastian"," Machowski ","18.01.1972","42","2.00m","0kg","","DEU","Panionios Athen (GRE)","2001-2002","416-lev","4"
"184","14","Jürgen"," Malbeck ","05.04.1974","40","2.15m","0kg","","DEU","Uni of Hawai","2001-2002","416-lev","4"
"185","4","Darnell"," Mee ","11.02.1971","43","1.96m","0kg","","XXX","","2001-2002","416-lev","4"
"186","","Marin"," Petric ","21.02.1980","34","1.90m","0kg","","XXX","TSK uniVersa Bamberg","2001-2002","416-lev","4"
"187","11","Matthias"," Weber ","01.02.1980","34","1.98m","83kg","","DEU","TSG Ober-Ramstadt","2001-2002","416-lev","4"
"188","15","Paris"," Bryant ","01.01.1971","43","1.83m","0kg","","XXX","*nicht mehr im Verein","2001-2002","423-wuer","9"
"189","9","Kelubia"," Ekoemeye ","01.01.1981","33","1.98m","0kg","","XXX","SpVgg Rattelsdorf","2001-2002","423-wuer","9"
"190","12","Robert"," Garrett ","23.03.1977","37","1.92m","96kg","SF","DEU","TV Ochsenfurt","2001-2002","423-wuer","9"
"191","14","Björn"," Gieseck ","03.08.1975","39","2.06m","107kg","","DEU","Brandt Hagen","2001-2002","423-wuer","9"
"192","7","Demond"," Greene ","15.06.1979","35","1.85m","86kg","","DEU","Tus Aschaffenburg-Damm","2001-2002","423-wuer","9"
"193","5","Zoran"," Kresic ","16.08.1979","35","1.88m","0kg","","DEU","BCJ Hamburg","2001-2002","423-wuer","9"
"194","4","Darko"," Krezic ","25.03.1977","37","1.95m","0kg","","DEU","SC Rist Wedel","2001-2002","423-wuer","9"
"195","11","Kresimir"," Loncar ","01.01.1983","31","2.08m","0kg","","XXX","Benetton Treviso (ITA)","2001-2002","423-wuer","9"
"196","","Mindaugas"," Lukosius ","01.01.1960","54","0.00m","0kg","","XXX","","2001-2002","423-wuer","9"
"197","8","Bryan"," Myers ","01.01.1974","40","2.05m","0kg","","XXX","TV Ansbach","2001-2002","423-wuer","9"
"198","13","Eric"," Poole ","01.01.1980","34","2.04m","0kg","","XXX","Brandt Hagen","2001-2002","423-wuer","9"
"199","","Pit"," Stahl ","00.00.0000","2014","0.00m","0kg","","DEU","","2001-2002","423-wuer","9"
"200","6","Burkhard"," Steinbach ","03.07.1970","44","2.12m","125kg","","DEU","TV Ansbach","2001-2002","423-wuer","9"
"201","10","Marvin"," Willoughby ","31.01.1978","36","2.02m","100kg","","DEU","Rist-Wedel","2001-2002","423-wuer","9"
"202","9","Bryan"," Christiansen ","23.08.1975","38","1.95m","0kg","","XXX","Memphis Houn Dawgs (ABA)","2001-2002","417-hag","8"
"203","4","Raphael"," De Vol ","21.01.1982","32","1.82m","0kg","","XXX","SV Derne Dortmund","2001-2002","417-hag","8"
"204","","Brad"," Dean ","12.01.1953","61","1.85m","0kg","","XXX","Okapi Aalst (SWE)","2001-2002","417-hag","8"
"205","6","Mike"," Doyle ","26.04.1968","46","2.00m","0kg","","XXX","Telindus Oostende (BEL)","2001-2002","417-hag","8"
"206","14","Ryan"," Fletcher ","11.09.4670","-2657","2.03m","0kg","","XXX","Anjon BC Angers","2001-2002","417-hag","8"
"207","7","Hans-Jürgen"," Gnad ","04.06.1963","51","2.08m","0kg","","DEU","Bayer Leverkusen","2001-2002","417-hag","8"
"208","12","Matthias"," Grothe ","16.05.1978","36","2.00m","0kg","","DEU","Tus Iserlohn","2001-2002","417-hag","8"
"209","15","Bernd"," Kruel ","01.06.1976","38","2.09m","0kg","","DEU","eigene Jugend","2001-2002","417-hag","8"
"210","11","Hakan"," Larsson ","11.06.1974","40","1.85m","0kg","","XXX","JDA Dijon (FRA)","2001-2002","417-hag","8"
"211","5","Mats"," Levin ","15.06.1977","37","1.87m","0kg","","XXX","St. Pölten (AUT)","2001-2002","417-hag","8"
"212","13","Edis"," Subasic ","15.04.1974","40","1.96m","0kg","","XXX","KK Bosna Sarajevo","2001-2002","417-hag","8"
"213","13","Mantia"," Callender ","14.07.1973","41","2.03m","0kg","","XXX","Larissa (GRE)","2001-2002","432-lud","10"
"214","14","DeJuan"," Collins ","20.11.1976","37","1.85m","0kg","","XXX","University of Lousiana (USA)","2001-2002","432-lud","10"
"215","5","Alexander"," Frisch ","12.09.1975","38","2.05m","0kg","","DEU","SKYLINERS","2001-2002","432-lud","10"
