"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"18","5","Anthony"," Smith ","04.10.1986","27","1.96m","99kg","SG","USA","CB Cornella (ESP)","2010-2011","421-gie","15"
"19","8","Folarin"," Campbell **","27.02.1986","28","1.90m","96kg","SG","USA","* bis 03/2011 im Verein","2010-2011","415-bon","13"
"20","5","Chris"," Ensminger ","08.12.1973","40","2.09m","118kg","C","USA","Paderborn Baskets","2010-2011","415-bon","13"
"21","13","Patrick"," Flomo ","19.07.1980","34","2.04m","105kg","C","LBR","Hertener Löwen","2010-2011","415-bon","13"
"22","4","Sajmen"," Hauer ","14.03.1988","26","1.93m","88kg","PG","DEU","RSV Eintracht Stahnsdorf","2010-2011","415-bon","13"
"23","6","Jeremy"," Hunt ","18.08.1983","31","1.96m","92kg","SG","USA","Porto Ferpinta (POR)","2010-2011","415-bon","13"
"24","11","Jacob"," Jaacks ","24.04.1977","37","2.10m","113kg","C","USA","Hapoel Afula (ISR)","2010-2011","415-bon","13"
"25","7","Alex"," King ","20.02.1985","29","2.00m","100kg","SF","DEU","Deutsche Bank SKYLINERS","2010-2011","415-bon","13"
"26","20","Florian"," Koch ","26.03.1992","22","1.97m","86kg","SF","DEU","Telekom Baskets Bonn","2010-2011","415-bon","13"
"27","22","Marqus"," Ledoux ","18.07.1980","34","2.00m","100kg","SF","USA","Telekom Baskets Bonn II","2010-2011","415-bon","13"
"28","14","Tim"," Ohlbrecht ","30.08.1988","25","2.10m","98kg","C","DEU","Brose Baskets","2010-2011","415-bon","13"
"29","9","Fabian"," Thülig ","21.09.1989","24","1.95m","88kg","PF","DEU","Telekom Baskets Bonn","2010-2011","415-bon","13"
"30","","Arber"," Tolaj ","10.10.1993","20","1.91m","95kg","SG","DEU","Telekom Baskets Bonn","2010-2011","415-bon","13"
"31","25","Mark"," Tyndale ","04.01.1986","28","1.96m","104kg","SG","USA","Iowa Energy (USA)","2010-2011","415-bon","13"
"32","10","Nic"," Wise ","08.09.1987","26","1.78m","82kg","PG","USA","University of Arizona (USA)","2010-2011","415-bon","13"
"33","15","Jonas"," Wohlfarth-Bottermann ","20.02.1990","24","2.07m","95kg","C","DEU","Team Bonn/Rhöndorf (NBBL)","2010-2011","415-bon","13"
"34","","Vincent"," Yarbrough ","21.03.1981","33","2.01m","96kg","SF","USA","EnBW Ludwigsburg","2010-2011","415-bon","13"
"35","34","Wayne"," Bernard ","12.09.1981","32","1.90m","87kg","SG","USA","Kouvot Kouvola (FIN)","2010-2011","428-mbc","17"
"36","6","Rastko"," Dramicanin ","02.12.1986","27","2.07m","105kg","PF","SCG","Mega Vizura (SRB)","2010-2011","428-mbc","17"
"37","","Robert"," Dölle ","18.04.1990","24","1.84m","76kg","SG","DEU","Hallescher SC 96","2010-2011","428-mbc","17"
"38","12","Vassil"," Evtimov **","30.05.1977","37","2.07m","125kg","PF","FRA","* bis 01/2011 im Verein","2010-2011","428-mbc","17"
"39","9","Johnnie"," Gilbert ","08.03.1981","33","2.03m","106kg","PF","USA","MBC II","2010-2011","428-mbc","17"
"40","25","Guido"," Grünheid ","25.10.1982","31","2.08m","114kg","PF","DEU","Egaleo AO Athen (GRE)","2010-2011","428-mbc","17"
"41","16","Sascha"," Leutloff ","22.10.1982","31","2.02m","99kg","SF","DEU","TuS Lichterfelde","2010-2011","428-mbc","17"
"42","22","Paul"," Münsinger ","09.04.1991","23","1.98m","98kg","SF","DEU","BSW Sixers Sandersdorf","2010-2011","428-mbc","17"
"43","15","Radenko"," Pilcevic ","15.12.1986","27","1.88m","99kg","PG","SCG","KK Borac Cacak","2010-2011","428-mbc","17"
"44","50","Velimir"," Radinovic ","17.01.1981","33","2.12m","125kg","C","CAN","Iraklis Thessaloniki (GRE)","2010-2011","428-mbc","17"
"45","35","Davon"," Roberts ","20.06.1986","28","1.98m","100kg","PF","USA","BV Chemnitz 99","2010-2011","428-mbc","17"
"46","20","Ronald"," Ross ","11.02.1983","31","1.88m","84kg","PG","USA","Artland Dragons","2010-2011","428-mbc","17"
"47","7","Richard"," Shields **","27.07.1982","32","1.93m","85kg","SG","USA","* bis 03/2011 im Verein","2010-2011","428-mbc","17"
"48","","Alexander"," Stops ","10.06.1992","22","1.83m","75kg","PG","DEU","SSV Einheit Weißenfels","2010-2011","428-mbc","17"
"49","8","Philipp"," Teichert ","27.02.1994","20","1.89m","91kg","PF","DEU","SSV Weißenfels","2010-2011","428-mbc","17"
"50","6","Jerome"," Tillman ","25.04.1987","27","1.98m","98kg","SF","USA","ES Chalon-Sur-Saone (FRA)","2010-2011","428-mbc","17"
"51","8","Tim"," Vogt ","11.02.1990","24","1.81m","61kg","PG","DEU","BSW Sixers Sandersdorf","2010-2011","428-mbc","17"
"52","33","Christian"," von Fintel ","28.04.1990","24","1.88m","88kg","SF","DEU","Dragons Rhöndorf","2010-2011","428-mbc","17"
"53","11","Jason"," Cain ","31.03.1985","29","2.09m","110kg","PF","USA","Virginia Cavaliers Uni. (USA)","2010-2011","422-bra","5"
"54","13","Uros"," Duvnjak ","19.11.1986","27","1.90m","97kg","PG","SCG","Basket Poznan (SBR)","2010-2011","422-bra","5"
"55","17","Jusuf"," El Domiaty ","11.10.1990","23","1.87m","78kg","PG","DEU","eigene Jugend","2010-2011","422-bra","5"
"56","19","Lucas"," Gertz ","02.05.1990","24","1.93m","80kg","SG","DEU","SG Braunschweig","2010-2011","422-bra","5"
"57","33","Marcus"," Goree ","11.10.1977","36","2.01m","106kg","PF","USA","Triumph Lyubertsy (RUS)","2010-2011","422-bra","5"
"58","12","LaMarr"," Greer ","16.05.1976","38","1.96m","90kg","PG","USA","Ironi Nahariya (ISR)","2010-2011","422-bra","5"
"59","14","Kevin"," Hamilton ","02.05.1984","30","1.92m","86kg","PG","USA","Kotwica (POL)","2010-2011","422-bra","5"
"60","6","Nils"," Mittmann ","10.04.1979","35","2.01m","92kg","PF","DEU","EnBW Ludwigsburg","2010-2011","422-bra","5"
"61","18","Philip"," Noch ","01.04.1989","25","1.99m","89kg","PF","DEU","eigene Jugend","2010-2011","422-bra","5"
"62","16","Milan"," Obradovic **","28.07.1990","24","1.89m","85kg","PG","DEU","* bis 2/2011 im Verein","2010-2011","422-bra","5"
"63","9","Nick"," Schneiders ","20.07.1984","30","2.21m","120kg","C","DEU","USC Upstate (USA)","2010-2011","422-bra","5"
"64","4","Tony"," Skinn ","08.03.1983","31","1.85m","80kg","PG","USA","Carmatic Pistoia (ITA)","2010-2011","422-bra","5"
"65","21","Daniel"," Theis ","04.04.1992","22","2.00m","96kg","C","DEU","Spot Up Medien Baskets Braunschweig","2010-2011","422-bra","5"
"66","5","Brandon"," Thomas ","17.08.1984","30","1.98m","97kg","SG","USA","WBC Wels (AUT)","2010-2011","422-bra","5"
"67","7","Kyle"," Visser ","19.10.1985","28","2.11m","113kg","C","USA","EnBW Ludwigsburg","2010-2011","422-bra","5"
"68","20","Jörn"," Wessels ","19.07.1991","23","2.05m","87kg","SF","DEU","SG FT/MTV Braunschweig","2010-2011","422-bra","5"
"69","7","Koko"," Archibong ","10.05.1981","33","2.03m","98kg","SF","USA","Düsseldorf Giants","2010-2011","425-bay","16"
"70","23","Kenny"," Barker ","11.06.1986","28","1.91m","95kg","SG","USA","FC Bayern München","2010-2011","425-bay","16"
"71","34","Pete"," Campbell ","23.09.1984","29","2.01m","106kg","PF","USA","Sioux Fall Skyforce (USA)","2010-2011","425-bay","16"
"72","12","Danny"," Gibson ","28.01.1984","30","1.80m","81kg","PG","USA","ZZ Leiden (NED)","2010-2011","425-bay","16"
"73","10","Marcus"," Ginyard ","08.05.1987","27","1.96m","94kg","SF","USA","University of North Carolina (USA)","2010-2011","425-bay","16"
"74","","Philipp"," Glaser ","19.07.1994","20","1.92m","83kg","C","DEU","BBC Bayreuth","2010-2011","425-bay","16"
"75","9","Jaivon"," Harris ","23.06.1982","32","1.97m","88kg","SG","USA","BV Chemnitz 99","2010-2011","425-bay","16"
"76","24","Phillipp"," Heyden ","26.09.1988","25","2.06m","112kg","C","DEU","Kirchheim Knights","2010-2011","425-bay","16"
"77","6","Ekenechukwu"," Ibekwe ","19.07.1985","29","2.06m","100kg","PF","USA","Ironi Ashkelon/ISR","2010-2011","425-bay","16"
"78","43","Osvaldo"," Jeanty ","01.08.1983","31","1.83m","92kg","SG","CAN","LTi Giessen 46ers","2010-2011","425-bay","16"
"79","","Lukas Rolf"," Jäger ","04.03.1993","21","1.96m","100kg","C","DEU","BBC Bayreuth","2010-2011","425-bay","16"
"80","","Andrè"," Keller ","15.04.1992","22","1.90m","85kg","SG","DEU","BBC Bayreuth","2010-2011","425-bay","16"
"81","11","Drew"," Neitzel ","07.05.1985","29","1.83m","84kg","SG","USA","TBB Trier","2010-2011","425-bay","16"
"82","11","Haminn"," Ouaintance ","14.08.1985","29","2.01m","100kg","PF","USA","Eroni Star Kiryat Ata (ISR)","2010-2011","425-bay","16"
"83","25","Jared"," Reiner ","08.04.1982","32","2.11m","115kg","C","USA","Gallitos de Isabela (PUR)","2010-2011","425-bay","16"
"84","8","Stefan"," Schmidt ","12.05.1989","25","2.07m","110kg","C","DEU","Franken Hexer","2010-2011","425-bay","16"
"85","21","Simon"," Schmitz ","17.02.1990","24","1.85m","65kg","SG","DEU","Science City Jena","2010-2011","425-bay","16"
"86","14","Steve"," Wachalski ","05.02.1983","31","2.02m","95kg","PF","DEU","MTV Lingen","2010-2011","425-bay","16"
"87","5","Dominik"," Bahiense de Mello ","15.02.1985","29","1.89m","94kg","SG","DEU","SOBA Dragons Rhöndorf","2010-2011","426-fra","2"
"88","24","Filmore"," Beck ","22.06.1991","23","1.89m","80kg","SG","DEU","Eintracht Frankfurt","2010-2011","426-fra","2"
"89","18","Bradley"," Buckman **","11.01.1984","30","2.03m","102kg","PF","USA","* bis 10/2010 im Verein","2010-2011","426-fra","2"
"90","16","Jermaine"," Bucknor **","01.11.1983","30","2.01m","93kg","SF","CAN","* bis 01/2011 im Verein","2010-2011","426-fra","2"
"91","22","Joe"," Dabbert **","16.06.1981","33","2.10m","115kg","C","USA","* bis 12/2010 im Verein","2010-2011","426-fra","2"
"92","13","Fabian"," Franke ","15.08.1988","26","1.98m","99kg","SF","DEU","Bremen Roosters","2010-2011","426-fra","2"
"93","9","Carl"," Lindbom ","10.11.1991","22","2.04m","100kg","PF","FIN","Honka Espoo Playboys (FIN)","2010-2011","426-fra","2"
"94","20","Jimmy"," McKinney ","02.08.1983","31","1.92m","91kg","SG","USA","Missouri Tigers Uni. (USA)","2010-2011","426-fra","2"
"95","31","Chris"," Moss ","07.02.1980","34","2.04m","109kg","PF","USA","CB Murcia (ESP)","2010-2011","426-fra","2"
"96","40","Ajene Malaki"," Moye ","07.02.1982","32","1.93m","106kg","SG","USA","Kouvot Kouvola (FIN)","2010-2011","426-fra","2"
"97","32","Grayson"," Moyer **","16.06.1986","28","1.96m","90kg","SG","USA","* bis 10/2010 im Verein","2010-2011","426-fra","2"
"98","7","Kimmo"," Muurinen ","23.02.1981","33","2.02m","100kg","PF","FIN","Scafati Basket (ITA)","2010-2011","426-fra","2"
"99","33","Benedikt"," Nicolay ","22.02.1991","23","1.90m","80kg","SF","DEU","Eintracht Frankfurt","2010-2011","426-fra","2"
"100","14","Marius"," Nolte ","21.01.1981","33","2.06m","115kg","C","DEU","Paderborn Baskets","2010-2011","426-fra","2"
"101","8","Tim "," Oldenburg ","16.06.1992","22","2.02m","90kg","PF","DEU","Gymnasion Oberursel","2010-2011","426-fra","2"
"102","43","Roger"," Powell ","15.01.1983","31","1.98m","100kg","PF","USA","JDA Dijon Bourgogne (FRA)","2010-2011","426-fra","2"
"103","23","Quantez"," Robertson ","16.12.1984","29","1.88m","95kg","SG","USA","Auburn Tigers (USA)","2010-2011","426-fra","2"
"104","11","Pascal"," Roller ","20.11.1976","37","1.80m","76kg","PG","DEU","Angelico Biella (ITA)","2010-2011","426-fra","2"
"105","4","Jevohn"," Shepherd ","08.04.1986","28","1.96m","98kg","SF","CAN","GiroLive-Ballers Osnabrück","2010-2011","426-fra","2"
"106","12","Falko"," Theilig ","02.03.1992","22","1.80m","75kg","PG","DEU","TV Lich","2010-2011","426-fra","2"
"107","15","DaShaun"," Wood ","29.09.1985","28","1.85m","73kg","PG","USA","Benetton Treviso (ITA)","2010-2011","426-fra","2"
"108","21","Toby"," Bailey ","19.11.1975","38","1.97m","87kg","SF","USA","Artland Dragons","2010-2011","433-lud","9"
"109","7","Besnik"," Bekteshi ","16.01.1993","21","1.86m","73kg","PG","DEU","Ludwigsburg (NBBL)","2010-2011","433-lud","9"
"110","42","John"," Bowler ","04.04.1984","30","2.04m","123kg","C","USA","Telekom Baskets Bonn","2010-2011","433-lud","9"
"111","4","Ziyed"," Chennoufi ","29.11.1988","25","2.00m","100kg","SF","DEU","Kirchheim Knights","2010-2011","433-lud","9"
"112","5","Jerry"," Green ","12.02.1980","34","1.91m","93kg","PG","USA","NGC Cantu (ITA)","2010-2011","433-lud","9"
"113","12","Nedim"," Hadzovic ","20.12.1990","23","2.04m","102kg","C","DEU","Ludwigsburg (NBBL)","2010-2011","433-lud","9"
"114","20","Alex"," Harris ","30.06.1986","28","1.96m","84kg","SG","USA","Energa Czarni Slupsk (POL)","2010-2011","433-lud","9"
"115","11","Tim"," Koch ","01.02.1989","25","1.96m","89kg","SF","DEU","BSG Ludwigsburg","2010-2011","433-lud","9"
"116","10","Justin"," Konietzke ","17.10.1993","20","1.99m","88kg","C","DEU","BBA Ludwigsburg (NBBL)","2010-2011","433-lud","9"
"117","13","Johannes"," Lischka ","02.04.1987","27","2.03m","108kg","SF","DEU","LTi Giessen 46ers","2010-2011","433-lud","9"
"118","9","Jonathan"," Maier ","09.12.1992","21","2.09m","90kg","SF","DEU","BBA Ludwigsburg","2010-2011","433-lud","9"
"119","8","David"," McCray ","06.11.1986","27","1.87m","84kg","PG","DEU","BG Karlsruhe","2010-2011","433-lud","9"
"120","33","Bingo"," Merriex ","24.11.1980","33","2.04m","112kg","PF","USA","Generalie Okapi Aalstar (BEL)","2010-2011","433-lud","9"
"121","6","David"," Michalczyk ","01.09.1989","24","1.80m","78kg","PG","DEU","BSG Ludwigsburg","2010-2011","433-lud","9"
"122","24","Rick"," Rickert ","11.02.1983","31","2.11m","110kg","C","USA","New Zealand Breakers (AUS)","2010-2011","433-lud","9"
"123","35","Siim-Sander"," Vene ","12.11.1990","23","2.03m","94kg","SF","EST","Aisciai Kaunas (LTU)","2010-2011","433-lud","9"
"124","14","Donatas"," Zavackas ","23.04.1980","34","2.03m","102kg","PF","LTU","Lietuvos Rytas (LTU)","2010-2011","433-lud","9"
"125","","Johannes"," Averbeck ","07.07.1991","23","2.00m","82kg","SG","DEU","Junior Baskets Oldenburg","2010-2011","430-old","6"
"126","11","Aron"," Baynes ","09.12.1986","27","2.06m","122kg","C","AUS","Lietuvos Rytas (LTU)","2010-2011","430-old","6"
"127","21","Luka"," Bogdanovic ","11.02.1985","29","2.04m","105kg","PF","SCG","Chorale Roanne (FRA)","2010-2011","430-old","6"
"128","13","Louis"," Campbell ","01.04.1979","35","1.91m","91kg","PG","USA","Eisbären Bremerhaven","2010-2011","430-old","6"
"129","7","Eddie"," Gill ","16.08.1978","36","1.83m","80kg","PG","USA","Telindus Oostende (BEL)","2010-2011","430-old","6"
"130","19","Daniel"," Hain ","19.07.1985","29","1.95m","90kg","PG","DEU","Hertener Löwen","2010-2011","430-old","6"
"131","","Anselm"," Hartmann ","12.02.1993","21","1.91m","87kg","PG","DEU","Tus Jena","2010-2011","430-old","6"
"132","","Frederik Lothar"," Jörg ","11.08.1992","22","2.15m","130kg","C","DEU","SC Bayer 05 Uerdingen","2010-2011","430-old","6"
"133","","Joscha"," Kolnisko ","31.08.1990","23","2.01m","95kg","PF","DEU","Oldenburger TB","2010-2011","430-old","6"
"134","5","Mindaugas"," Lukauskis ","19.09.1979","34","1.98m","94kg","SF","LTU","ASVEL Vielleurbanne (FRA)","2010-2011","430-old","6"
"135","32","Chris"," McNaughton ","11.10.1982","31","2.11m","110kg","C","DEU","BG Göttingen","2010-2011","430-old","6"
"136","4","Djordje"," Micic ","11.09.1983","30","1.98m","95kg","SF","SCG","Rubin Krusevac (SRB)","2010-2011","430-old","6"
"137","9","Acha"," Njei ","19.03.1985","29","1.95m","91kg","SG","DEU","Bremen Roosters","2010-2011","430-old","6"
"138","23","Rickey"," Paulding ","23.10.1982","31","1.96m","100kg","SF","USA","Gravelines Dunkerque (FRA)","2010-2011","430-old","6"
"139","16","Nemanja"," Protic **","13.08.1986","28","1.82m","81kg","PG","SCG","* bis 12/2010 im Verein","2010-2011","430-old","6"
"140","12","Robin"," Smeulders ","19.06.1987","27","2.06m","106kg","C","DEU","Portland (USA)","2010-2011","430-old","6"
"141","","Kevin"," Smit ","06.04.1991","23","1.83m","68kg","PG","DEU","Junior Baskets Oldenburg","2010-2011","430-old","6"
"142","30","Steven"," Smith **","12.04.1983","31","2.05m","117kg","PF","USA","* bis 12/2010 im Verein","2010-2011","430-old","6"
"143","17","Oliver"," Stevic ","18.01.1984","30","2.04m","104kg","PF","SCG","KK Crvena Belgrad (SRB)","2010-2011","430-old","6"
"144","","Alexander"," Witte ","03.04.1990","24","2.07m","110kg","C","DEU","Oldenburger TB","2010-2011","430-old","6"
"145","12","Michael"," Crowell ","09.12.1985","28","1.97m","94kg","SF","DEU","Glasgow Rocks (SCO)","2010-2011","420-bam","1"
"146","25","Anton"," Gavel ","24.10.1984","29","1.89m","87kg","PG","SVK","Aris Saloniki (GRE)","2010-2011","420-bam","1"
"147","5","John"," Goldsberry ","19.10.1982","31","1.91m","85kg","PG","USA","Artland Dragons","2010-2011","420-bam","1"
"148","42","Kyle"," Hines ","02.09.1986","27","1.96m","104kg","PF","USA","Prima Veroli (ITA)","2010-2011","420-bam","1"
"149","","Felix"," Hoffmann ","11.07.1989","25","1.94m","90kg","SF","DEU","SC Heuchelhof Würzburg","2010-2011","420-bam","1"
"150","23","Casey"," Jacobsen ","19.03.1981","33","1.98m","98kg","SG","USA","ALBA Berlin","2010-2011","420-bam","1"
"151","19","Erik"," Land ","03.06.1990","24","2.05m","105kg","C","DEU","TSV Breitengüßbach","2010-2011","420-bam","1"
"152","","Daniel"," Leithner ","12.01.1991","23","2.00m","85kg","SG","DEU","TSV Breitengüßbach","2010-2011","420-bam","1"
"153","14","Philipp"," Neumann ","20.02.1992","22","2.09m","101kg","C","DEU","TSV Breitengüßbach","2010-2011","420-bam","1"
"154","21","Tibor"," Pleiß ","02.11.1989","24","2.15m","110kg","C","DEU","Köln 99ers","2010-2011","420-bam","1"
"155","22","Brian"," Roberts ","03.12.1985","28","1.88m","78kg","PG","USA","Galil Gilboa (ISR)","2010-2011","420-bam","1"
"156","11","Daniel"," Schmidt ","16.08.1990","24","1.86m","79kg","PG","DEU","TSV Tröster Breitengüßbach","2010-2011","420-bam","1"
"157","13","Maurice"," Stuckey ","30.05.1990","24","1.87m","81kg","PG","DEU","Erdgas Ehingen/Urspringschule","2010-2011","420-bam","1"
"158","8","Predrag"," Suput ","01.06.1977","37","2.00m","103kg","PF","SCG","KK Hemofarm Vrsac (SRB)","2010-2011","420-bam","1"
"159","9","Karsten"," Tadda ","02.11.1988","25","1.90m","87kg","SG","DEU","TSV Breitengüßbach","2010-2011","420-bam","1"
"160","7","Reyshawn"," Terry ","07.04.1984","30","2.03m","107kg","SF","USA","Xacobeo Blue Sens (ESP)","2010-2011","420-bam","1"
"161","","Peter"," Zeis ","13.05.1989","25","1.96m","96kg","PF","DEU","DIMPLEX Falke Nürnberg","2010-2011","420-bam","1"
"162","42","Walt"," Baxley **","06.08.1984","30","1.91m","88kg","SG","USA","* bis 12/2010 im Verein","2010-2011","418-ulm","14"
"163","21","Robin"," Benzing ","25.01.1989","25","2.09m","101kg","SF","DEU","TV 1862 Langen","2010-2011","418-ulm","14"
"164","7","Sebastian"," Betz ","12.06.1985","29","1.97m","92kg","SF","DEU","TSV Tröster Breitengüßbach","2010-2011","418-ulm","14"
"165","54","John"," Bryant ","13.06.1987","27","2.11m","135kg","C","USA","Erie Bay Hawks (USA)","2010-2011","418-ulm","14"
"166","","Julian"," Buntz ","22.07.1992","22","1.84m","80kg","SG","DEU","","2010-2011","418-ulm","14"
"167","45","Coleman"," Collins ","22.07.1986","28","2.06m","108kg","C","USA","Fort Wayne (USA)","2010-2011","418-ulm","14"
"168","25","Daniel"," Fitzgerald ","12.08.1984","30","2.06m","105kg","PF","USA","SAM Basket Massagno (SUI)","2010-2011","418-ulm","14"
"169","25","Christian"," Grosse ","04.08.1984","30","1.81m","72kg","PG","DEU","SOBA Dragons Rhöndorf","2010-2011","418-ulm","14"
"170","6","Per"," Günther ","05.02.1988","26","1.84m","80kg","PG","DEU","Phoenix Hagen","2010-2011","418-ulm","14"
"171","20","Marcel"," Heberlein ","16.07.1990","24","1.96m","90kg","SG","DEU","HolidayCheck Baskets Konstanz","2010-2011","418-ulm","14"
"172","22","Lee"," Humphrey ","26.04.1984","30","1.88m","87kg","SG","USA","Energa Czarni (POL)","2010-2011","418-ulm","14"
"173","9","Nemanja"," Kekic ","15.03.1990","24","1.95m","115kg","SF","DEU","DJK Sportbund München","2010-2011","418-ulm","14"
"174","","Boris"," Link ","01.01.1992","22","1.88m","77kg","SG","DEU","TSG Gingen","2010-2011","418-ulm","14"
"175","5","Tommy"," Mason-Griffin ","29.09.1990","23","1.80m","104kg","PG","USA","Sioux Falls Skyforce (USA)","2010-2011","418-ulm","14"
"176","15","Sean"," Sonderleiter ","17.12.1980","33","2.09m","96kg","PF","USA","Fort Wayne Mad Ants (USA)","2010-2011","418-ulm","14"
"177","","Nikola"," Stevanovic ","28.12.1992","21","1.91m","82kg","SG","SCG","KK Novi Sad (SRB)","2010-2011","418-ulm","14"
"178","24","Roderick"," Trice ","14.06.1984","30","1.91m","82kg","SG","USA","MEG Göttingen","2010-2011","418-ulm","14"
"179","8","Philip"," Vojkovic ","30.10.1990","23","1.85m","75kg","PG","DEU","Basketballakademie Ulm","2010-2011","418-ulm","14"
"180","11","Travis"," Walton ","24.08.1987","26","1.88m","85kg","PG","USA","Lugano Tigers (SUI)","2010-2011","418-ulm","14"
"181","16","Michael"," Wenzl ","06.02.1991","23","2.09m","110kg","C","DEU","Basketballakademie Ulm","2010-2011","418-ulm","14"
"182","17","Andreas"," Wenzl ","07.02.1993","21","2.09m","105kg","C","DEU","Basketballakademie Ulm","2010-2011","418-ulm","14"
"183","9","John"," Allen ","01.11.1982","31","1.96m","91kg","SF","USA","Kaujahoki Karhu (FIN)","2010-2011","439-bre","8"
"184","14","Tyrone"," Brazelton ","30.03.1986","28","1.85m","82kg","PG","USA","Asseco Prokom Gdynia (POL)","2010-2011","439-bre","8"
"185","32","Jamison"," Brewer ","19.11.1980","33","1.93m","82kg","PG","USA","BC Odessa (UKR)","2010-2011","439-bre","8"
"186","33","Andreas"," Büchert **","06.10.1986","27","2.04m","106kg","C","DEU","* bis 11/2010 im Verein","2010-2011","439-bre","8"
"187","13","Craig"," Callahan ","26.05.1981","33","2.03m","104kg","PF","USA","Dexia Mons-Hainaut (BEL)","2010-2011","439-bre","8"
"188","7","Anthony"," Canty ","12.02.1991","23","1.83m","70kg","PG","DEU","Eisbären Bremerhaven (NBBL)","2010-2011","439-bre","8"
"189","22","Richard"," Chaney **","23.01.1984","30","1.96m","92kg","SF","USA","* bis 01/2011 im Verein","2010-2011","439-bre","8"
"190","11","Donald"," Copeland  **","11.02.1984","30","1.78m","77kg","PG","USA","* bis 02/2011 im Verein","2010-2011","439-bre","8"
"191","30","Sean"," Denison ","26.08.1985","28","2.10m","113kg","C","CAN","Tofas Bursa (TUR)","2010-2011","439-bre","8"
"192","8","Andrew"," Drevo ","04.03.1981","33","2.02m","100kg","PF","USA","Sant Josep Girona (ESP)","2010-2011","439-bre","8"
"193","","Sadam"," Eco ","06.05.1991","23","1.95m","95kg","SF","DEU","Eisbären Bremerhaven","2010-2011","439-bre","8"
"194","21","Terrell"," Everett ","30.06.1984","30","1.93m","84kg","PG","USA","Cibona VIP Zagreb (CRO)","2010-2011","439-bre","8"
"195","","Steffen"," Gorgas ","14.01.1988","26","1.95m","90kg","SF","DEU","BSG Bremerhaven","2010-2011","439-bre","8"
"196","","Robert"," Huelsewede ","19.04.1990","24","1.98m","90kg","SG","DEU","Paderborn Baskets","2010-2011","439-bre","8"
"197","23","Dominique"," Johnson ","27.05.1992","22","1.93m","85kg","SF","DEU","BSG Bremerhaven","2010-2011","439-bre","8"
"198","4","Jan"," Lipke ","24.07.1983","31","1.91m","92kg","SG","DEU","Leuven (BEL)","2010-2011","439-bre","8"
"199","12","Torrell"," Martin ","13.02.1985","29","1.98m","90kg","SG","USA","Kavala/Panorama (GRE)","2010-2011","439-bre","8"
"200","16","Ceyhan"," Pfeil ","23.02.1991","23","1.91m","88kg","PG","DEU","Eisbären Bremerhaven","2010-2011","439-bre","8"
"201","25","Maurice"," Pluskota ","30.05.1992","22","2.04m","91kg","PF","DEU","Bremerhaven (NBBL)","2010-2011","439-bre","8"
"202","","Joleik"," Schaffrath ","15.12.1988","25","2.06m","105kg","PF","DEU","Hertener Löwen","2010-2011","439-bre","8"
"203","10","Philipp"," Schwethelm ","01.05.1989","25","2.00m","94kg","SF","DEU","Köln99ers","2010-2011","439-bre","8"
