"","jersey_number","first_name","last_name","dob","age","height","weight","position","nationality","last_team","season","team","standing"
"85","14","Tyron"," McCoy ","20.11.1972","41","1.94m","93kg","SG","USA","OPEL SKYLINERS","2006-2007","430-old","9"
"86","13","Tim"," Modersitzki ","30.07.1985","29","1.96m","85kg","PG","DEU","TuS Lichterfelde","2006-2007","430-old","9"
"87","7","Desmond"," Penigar ","16.07.1981","33","2.01m","111kg","PF","USA","LG Sakers (KOR)","2006-2007","430-old","9"
"88","30","Doron"," Perkins ","06.05.1983","31","1.88m","86kg","PG","USA","Toyota Alverk (JAP)","2006-2007","430-old","9"
"89","8","Heiko"," Schaffartzik ","03.01.1984","30","1.83m","76kg","PG","DEU","sellbytel Nürnberg","2006-2007","430-old","9"
"90","30","Edward"," Scott ","29.03.1981","33","1.81m","80kg","PG","USA","*bis 11/2006 im Verein","2006-2007","430-old","9"
"91","6","Daniel"," Strauch ","08.01.1981","33","2.00m","108kg","PF","DEU","Artland Dragons","2006-2007","430-old","9"
"92","10","Armin"," Willemsen ","27.01.1985","29","2.01m","110kg","SF","DEU","TuS Lichterfelde","2006-2007","430-old","9"
"93","9","Jermaine"," Anderson ","08.02.1983","31","1.89m","85kg","PG","USA","* bis 12/2006 im Verein","2006-2007","420-bam","3"
"94","31","Tim"," Begley ","08.08.1983","31","1.98m","104kg","SF","USA","University of Pennsylvania","2006-2007","420-bam","3"
"95","7","Sebastian"," Betz ","12.06.1985","29","1.97m","92kg","PF","DEU","FC Baunach","2006-2007","420-bam","3"
"96","15","DeJuan"," Collins ","20.11.1976","37","1.87m","85kg","PG","USA","* bis 1/2007 im Verein","2006-2007","420-bam","3"
"97","8","Sean"," Dockery ","05.01.1983","31","1.88m","86kg","PG","USA","Artland Dragons","2006-2007","420-bam","3"
"98","4","Chris"," Ensminger ","08.12.1973","40","2.09m","118kg","C","USA","Mitteldeutscher BC","2006-2007","420-bam","3"
"99","10","Darren"," Fenn ","17.02.1980","34","2.08m","112kg","C","USA","Eisbären Bremerhaven","2006-2007","420-bam","3"
"100","12","Robert"," Garrett ","18.03.1977","37","1.92m","96kg","SG","DEU","Pompea Neapel (ITA)","2006-2007","420-bam","3"
"101","6","Steffen"," Hamann ","14.06.1981","33","1.86m","75kg","PG","DEU","Climamio Bologna (ITA)","2006-2007","420-bam","3"
"102","21","Adam"," Harrington ","07.05.1980","34","1.96m","90kg","SF","USA","* bis 12/2006 im Verein","2006-2007","420-bam","3"
"103","5","Sajmen"," Hauer ","14.03.1988","26","1.93m","88kg","PG","DEU","Franken Hexer","2006-2007","420-bam","3"
"104","23","Casey"," Jacobsen ","19.03.1981","33","1.98m","98kg","PF","USA","Tau Ceramica Vitoria (ESP)","2006-2007","420-bam","3"
"105","14","Tim"," Ohlbrecht ","30.08.1988","25","2.10m","98kg","C","DEU","Bayer Giants Leverkusen","2006-2007","420-bam","3"
"106","11","Ivan"," Pavic ","30.09.1981","32","2.00m","99kg","PF","DEU","TSV Tröster Breitengüßbach","2006-2007","420-bam","3"
"107","44","K´Zell"," Wesson ","24.06.1977","37","2.02m","104kg","PF","USA","SIG Strasbourg (FRA)","2006-2007","420-bam","3"
"108","22","Vincent"," Yarbrough ","21.03.1981","33","2.01m","100kg","SF","USA","Viola Reggio Calabria (ITA)","2006-2007","420-bam","3"
"109","24","Derrick"," Zimmerman ","02.12.1981","32","1.95m","90kg","PG","USA","* bis 12/2006 im Verein","2006-2007","420-bam","3"
"110","10","Emeka Obinna"," Erege ","08.11.1978","35","1.95m","98kg","SF","DEU","Bourg (FRA)","2006-2007","418-ulm","12"
"111","12","Ernest-Joseph"," Gallup ","26.09.1981","32","1.93m","86kg","PG","USA","Coastal Carolina (USA)","2006-2007","418-ulm","12"
"112","34","Jeff"," Gibbs ","04.08.1980","34","1.88m","110kg","PF","USA","TSG Ehingen","2006-2007","418-ulm","12"
"113","7","Christian"," Grosse ","04.08.1984","30","1.81m","72kg","PG","DEU","SSV Ulm 1846","2006-2007","418-ulm","12"
"114","5","Jonathan"," Levy ","15.11.1982","31","1.93m","93kg","SG","USA","Fürstenfeld (AUT)","2006-2007","418-ulm","12"
"115","55","Bryan"," Lucas ","25.09.1978","35","2.03m","100kg","C","USA","Wörthersee Piraten (AUT)","2006-2007","418-ulm","12"
"116","","Bryson"," McKenzie ","19.07.1983","31","2.10m","125kg","C","USA","* bis 3/2007 im Verein","2006-2007","418-ulm","12"
"117","14","Florian"," Möbius ","16.03.1979","35","2.02m","96kg","PF","DEU","Sportfreunde Böblingen","2006-2007","418-ulm","12"
"118","31","Austen"," Rowland ","30.07.1981","33","1.85m","86kg","PG","USA","erdgas baskets Jena","2006-2007","418-ulm","12"
"119","15","Maksym"," Shtein ","07.05.1980","34","2.06m","106kg","C","UKR","BG Ludwigsburg","2006-2007","418-ulm","12"
"120","9","Jan"," Sprünken ","05.11.1976","37","1.93m","90kg","SF","DEU","Union Baskets Schwelm","2006-2007","418-ulm","12"
"121","4","Martin"," Thuesen ","28.06.1979","35","1.81m","79kg","PG","DNK","* bis 1/2007 im Verein","2006-2007","418-ulm","12"
"122","13","Konrad"," Wysocki ","28.03.1982","32","2.02m","104kg","PF","DEU","Erdgas Ehingen/Urspringschule","2006-2007","418-ulm","12"
"123","8","Ian"," Young ","27.09.1981","32","1.91m","90kg","PG","USA","Nebraska Cranes (USA)","2006-2007","418-ulm","12"
"124","4","John Redder"," Bynum ","23.02.1978","36","1.91m","83kg","PG","USA","COOCOON Baskets Weiden","2006-2007","439-bre","4"
"125","15","Adam"," Chubb ","05.07.1981","33","2.07m","110kg","C","USA","Giessen46ers","2006-2007","439-bre","4"
"126","13","Vytas"," Danelius ","16.07.1982","32","2.03m","110kg","PF","LTU","Giessen 46ers","2006-2007","439-bre","4"
"127","10","Kevin"," Gardner ","26.09.1983","30","2.03m","105kg","C","USA","* bis 12/2006 im Verein","2006-2007","439-bre","4"
"128","17","Mark"," Grube ","31.05.1990","24","2.00m","90kg","SF","DEU","BSG Bremerhaven","2006-2007","439-bre","4"
"129","16","Richard-Thomas"," Guinn ","19.02.1981","33","2.08m","120kg","C","USA","Södertälje Kings (SWE)","2006-2007","439-bre","4"
"130","6","Nick"," Jacobson ","25.10.1980","33","1.93m","92kg","SG","USA","Galatasaray Istanbul (TUR)","2006-2007","439-bre","4"
"131","5","Brian"," Jones ","17.01.1978","36","1.90m","89kg","PG","USA","WALTER TIGERS Tübingen","2006-2007","439-bre","4"
"132","7","Zygimantas"," Jonusas ","22.02.1982","32","2.00m","87kg","SF","LTU","KS Polpak wiecie","2006-2007","439-bre","4"
"133","12","Robert"," Kulawick ","01.02.1986","28","1.95m","89kg","PG","DEU","ALBA Berlin","2006-2007","439-bre","4"
"134","9","Audrius"," Maneikis ","05.06.1984","30","2.03m","105kg","PF","LTU","Motlow State JC (USA)","2006-2007","439-bre","4"
"135","8","Jannis"," Michael ","03.07.1985","29","2.00m","90kg","PF","DEU","Cuxhaven BasCats","2006-2007","439-bre","4"
"136","10","Paul"," Miller ","17.11.1982","31","2.08m","120kg","C","USA","Daegu Orions (KOR)","2006-2007","439-bre","4"
"137","11","Wiaczeslaw"," Rosnowski ","22.02.1975","39","1.98m","95kg","PG","POL","sellbytel Baskets Nürnberg","2006-2007","439-bre","4"
"138","14","Charles-Judson"," Wallace ","31.12.1982","31","2.06m","102kg","PF","USA","Princeton Tigers (USA)","2006-2007","439-bre","4"
"139","19","Malick"," Badiane ","01.11.1984","29","2.11m","106kg","C","SEN","Paris Basket Racing (FRA)","2006-2007","435-art","8"
"140","12","Bryan"," Bailey ","13.05.1980","34","1.85m","77kg","SG","USA","Landstede Zwolle (NED)","2006-2007","435-art","8"
"141","25","Niklas Anthony"," Caner Medley ","20.10.1983","30","2.03m","100kg","PF","USA","University of Maryland (USA)","2006-2007","435-art","8"
"142","6","Hendrik"," Feist ","06.02.1983","31","1.93m","96kg","SG","DEU","Stony Brook University (USA)","2006-2007","435-art","8"
"143","11","Darius"," Hall ","16.03.1973","41","2.01m","118kg","C","USA","BC Pepinster (BEL)","2006-2007","435-art","8"
"144","16","Adam"," Hess ","04.04.1981","33","2.01m","100kg","SF","USA","BK ECM Nymburk(CZE)","2006-2007","435-art","8"
"145","24","David"," Jackson ","21.09.1978","35","1.95m","95kg","PG","USA","Idaho Stampede USA)","2006-2007","435-art","8"
"146","14","Axel"," Jarchow **","22.02.1989","25","1.91m","84kg","SG","DEU","USC Leipzig","2006-2007","435-art","8"
"147","8","Lamont"," McIntosh ","01.07.1982","32","1.90m","85kg","PG","USA","RC Verviers-Pepinster (BEL)","2006-2007","435-art","8"
"148","4","Chad"," Prewitt ","06.04.1980","34","2.06m","107kg","PF","USA","Dakota Wizards (CBA)","2006-2007","435-art","8"
"149","21","Filiberto"," Rivera ","28.09.1982","31","1.75m","80kg","PG","PRI","Cleveland Cavaliers (USA)","2006-2007","435-art","8"
"150","10","Jan"," Rohdewald ","22.03.1973","41","1.94m","89kg","SF","DEU","EnBW Ludwigsburg","2006-2007","435-art","8"
"151","20","Tommy-Lee"," Smith ","04.12.1980","33","2.07m","99kg","PF","USA","Yakima Sun Kings (USA)","2006-2007","435-art","8"
"152","9","Julian"," Terrell ","16.04.1984","30","2.06m","110kg","C","USA","* bis 12/2006 im Verein","2006-2007","435-art","8"
"153","22","Brian"," Thornton ","19.02.1983","31","2.06m","110kg","C","USA","Xavier Muceteers (USA)","2006-2007","435-art","8"
"154","8","Tommy"," Adams ","15.01.1980","34","1.91m","93kg","PG","USA","Ironi Ramat-Gan (ISR)","2006-2007","414-tri","15"
"155","9","Josh"," Almanson ","31.01.1981","33","2.03m","100kg","PF","USA","AB Contern (LUX)","2006-2007","414-tri","15"
"156","20","Brian"," Conklin ","16.08.1980","34","2.08m","104kg","C","USA","*bis 12/2006 im Verein","2006-2007","414-tri","15"
"157","26","Tate"," Decker ","21.10.1977","36","2.09m","102kg","C","USA","Deutsche Bank SKYLINERS","2006-2007","414-tri","15"
"158","10","Nate"," Doornekamp ","09.10.1982","31","2.12m","114kg","C","CAN","Boston College (NCAA)","2006-2007","414-tri","15"
"159","11","Brandon"," Gay ","08.08.1982","32","2.03m","100kg","SF","USA","San Diego University (USA)","2006-2007","414-tri","15"
"160","13","James"," Gillingham ","20.08.1981","32","1.92m","95kg","SF","DOM","Bradley University (USA)","2006-2007","414-tri","15"
"161","14","Danny"," Horace ","22.04.1983","31","1.98m","100kg","PF","USA","Honka Espoo Playboys (FIN)","2006-2007","414-tri","15"
"162","16","Christian"," Hubor ","01.01.2003","11","0.00m","0kg","SF","DEU","","2006-2007","414-tri","15"
"163","15","Detlef"," Musch ","28.03.1970","44","2.12m","112kg","C","DEU","ratiopharm Ulm","2006-2007","414-tri","15"
"164","6","Patrick"," Palzer ","04.05.1980","34","1.85m","83kg","PG","DEU","eigene Jugend","2006-2007","414-tri","15"
"165","4","Spencer"," Ross ","04.07.1981","33","1.81m","83kg","PG","USA","* bis 10/2006 im Verein","2006-2007","414-tri","15"
"166","5","Ernest"," Scott ","28.08.1981","32","2.00m","95kg","SF","USA","Mississippi Hard Hats (USA)","2006-2007","414-tri","15"
"167","31","Alvin"," Snow ","30.10.1981","32","1.86m","93kg","PG","USA","* bis 12/2006 im Verein","2006-2007","414-tri","15"
"168","25","Marcus"," Taylor ","25.11.1981","32","1.91m","85kg","PG","USA","Tulsa 66ers (USA)","2006-2007","414-tri","15"
"169","20","Koko"," Archibong ","10.05.1981","33","2.03m","98kg","SF","NGA","GHP Bamberg","2006-2007","413-ber","1"
"170","21","William"," Avery ","08.08.1979","35","1.88m","85kg","PG","USA","Panionios Athen (GRE)","2006-2007","413-ber","1"
"171","44","Ruben"," Boumtje Boumtje ","20.05.1978","36","2.12m","100kg","C","CMR","Panellinios Athen (GRE)","2006-2007","413-ber","1"
"172","13","Nenad"," Canak ","24.04.1976","38","2.04m","98kg","SF","SCG","Makedonikos Kozani (GRE)","2006-2007","413-ber","1"
"173","12","Yannick"," Evans ","02.05.1986","28","2.03m","94kg","SF","DEU","EWE Baskets Oldenburg","2006-2007","413-ber","1"
"174","19","Oskar"," Faßler ","08.07.1988","26","1.98m","90kg","SG","DEU","TuS Lichterfelde","2006-2007","413-ber","1"
"175","25","Sharrod"," Ford ","09.01.1982","32","2.06m","110kg","PF","USA","Fayetteville Patriots (USA)","2006-2007","413-ber","1"
"176","10","Demond"," Greene ","15.06.1979","35","1.85m","86kg","SG","DEU","Giants Leverkusen","2006-2007","413-ber","1"
"177","5","Johannes"," Herber ","17.01.1983","31","1.95m","93kg","SG","DEU","University of West Virginia","2006-2007","413-ber","1"
"178","11","Julius"," Jenkins ","10.02.1981","33","1.86m","81kg","SG","USA","Euphony Baskets Bree","2006-2007","413-ber","1"
"179","8","Chris"," Owens ","01.03.1979","35","2.03m","100kg","PF","USA","Panionios Athen (GRE)","2006-2007","413-ber","1"
"180","4","Kirk"," Penney ","23.11.1980","33","1.95m","90kg","SF","NZL","Zalgiris Kaunas (LTU)","2006-2007","413-ber","1"
"181","12","Thomas"," Schoeps **","11.01.1989","25","1.88m","88kg","PG","DEU","TuS Lichterfelde","2006-2007","413-ber","1"
"182","15","Nicolai"," Simon ","03.01.1987","27","1.90m","86kg","PG","DEU","Ehingen","2006-2007","413-ber","1"
"183","9","Jovo"," Stanojevic ","27.09.1977","36","2.07m","110kg","C","SCG","Partizan Belgrad (SCG)","2006-2007","413-ber","1"
"184","7","Philip"," Zwiener ","23.07.1985","29","2.01m","93kg","SF","DEU","Bremen Roosters","2006-2007","413-ber","1"
"185","30","Ronald"," Burrell ","21.07.1983","31","2.04m","102kg","PF","USA","Levallois SCB (FRA)","2006-2007","431-koel","5"
"186","16","Stephan"," Carduck ","03.09.1986","27","1.98m","80kg","SG","DEU","Dragons Rhöndorf","2006-2007","431-koel","5"
"187","22","Marcus"," Faison ","18.02.1978","36","1.95m","90kg","PG","USA","* bis 12/2006 im Verein","2006-2007","431-koel","5"
"188","13","Marcin"," Gortat ","17.02.1984","30","2.13m","106kg","C","POL","Lodz (POL)","2006-2007","431-koel","5"
"189","21","Devin"," Green ","25.10.1982","31","2.01m","97kg","PG","USA","Los Angeles D-Fenders (USA)","2006-2007","431-koel","5"
"190","31","Guido"," Grünheid ","25.10.1982","31","2.06m","92kg","PF","DEU","ALBA Berlin","2006-2007","431-koel","5"
"191","44","Alvin"," Jones ","09.09.1978","35","2.11m","120kg","C","USA","* bis 12/2006 im Verein","2006-2007","431-koel","5"
"192","20","Demond"," Mallet ","22.02.1978","36","1.85m","81kg","SG","USA","GHP Bamberg","2006-2007","431-koel","5"
"193","19","Davis"," Martens ","13.09.1989","24","2.00m","90kg","SF","DEU","eigene Jugend","2006-2007","431-koel","5"
"194","23","Immanuel"," McElroy ","25.03.1980","34","1.94m","90kg","SG","USA","Grand Rapids Michigan (USA)","2006-2007","431-koel","5"
"195","8","Aleksandar"," Nadjfeji ","27.10.1976","37","2.02m","104kg","PF","SCG","Telekom Baskets Bonn","2006-2007","431-koel","5"
"196","18","Tibor"," Pleiß ","02.11.1989","24","2.08m","110kg","C","DEU","eigene Jugend","2006-2007","431-koel","5"
"197","17","Philipp"," Schwethelm ","01.05.1989","25","1.98m","90kg","SF","DEU","eigene Jugend","2006-2007","431-koel","5"
"198","32","Mladjen"," Sljivancanin ","01.07.1985","29","2.00m","92kg","SF","SCG","Deutsche Bank SKYLINERS","2006-2007","431-koel","5"
"199","9","Johannes"," Strasser ","13.06.1982","32","1.89m","80kg","PG","DEU","SER Rhöndorf","2006-2007","431-koel","5"
"200","12","Janar"," Talts ","07.04.1983","31","2.05m","102kg","PF","EST","Kalev Tallin (EST)","2006-2007","431-koel","5"
"201","15","Derrick"," Allen ","17.07.1980","34","2.04m","100kg","PF","USA","BG Karlsruhe","2006-2007","416-lev","7"
"202","16","Brant"," Bailey ","20.07.1977","37","2.02m","105kg","PF","USA","Rockford Lightnings (USA)","2006-2007","416-lev","7"
"203","32","Nate"," Fox ","14.07.1977","37","2.04m","116kg","PF","USA","MPC Groningen (NED)","2006-2007","416-lev","7"
"204","6","Gordon"," Geib ","06.10.1983","30","1.80m","75kg","PG","DEU","ATV Wuppertal","2006-2007","416-lev","7"
